month,ratio_quantity.01J,ratio_quantity.01K,ratio_quantity.01T,ratio_quantity.01V,ratio_quantity.01W,ratio_quantity.01X,ratio_quantity.01Y,ratio_quantity.02A,ratio_quantity.02E,ratio_quantity.02G,ratio_quantity.02H,ratio_quantity.02M,ratio_quantity.02P,ratio_quantity.02T,ratio_quantity.02X
1514764800,7.04088406782955,31.606736009486063,12.525163259236269,30.936896154123325,23.93995061094074,3.6666596429023683,26.179821275013364,12.696110805204912,2.4251607054330466,12.553211724380382,22.48531010891794,20.099032692101993,52.390299422882805,13.591963380141014,10.38993689047262
1517443200,5.41047440449097,25.264861470497237,9.101611302861192,25.2568365336878,13.871230766760855,2.6806975176963554,25.769271529026827,12.8912983981125,4.764042263153304,23.852626540550993,18.937974226536472,16.11167086368425,53.29538969413486,23.28835053417107,4.954788179801954
1519862400,4.274264437450349,34.78287688856253,9.084931619855375,32.28748844844845,24.871167941087727,3.6681588116725923,23.723062735938864,3.2610766538124163,6.374524426664953,15.914772711292365,20.353439677760214,36.42816757792684,58.70697145537955,16.875108538350226,5.4995330739299595
1522540800,7.597228220695337,21.665945936568427,9.096912273008666,27.970995016119616,23.436340064014164,5.553652044045055,17.647004504295335,12.846519077967228,5.476485167587002,20.761688610957194,21.071544086008384,19.87488222891227,53.55651024579143,16.796251865358535,4.398898888185057
1525132800,7.527569056092189,28.604368709205595,10.223492299761581,26.784303150519488,21.255999923056955,3.667782816881447,17.803888159207673,7.245128732924132,7.181840026408572,3.2732713676153606,22.36147200336618,19.81154457153488,57.84497911596016,11.272559365200213,7.0788155429398
1527811200,5.391986126566357,36.351556556744576,9.086328046008099,29.61629928817083,20.521885781453182,3.6672443342776186,25.04438394298759,7.412225939279797,2.3314405929482036,25.452399224976883,15.37220343682398,14.319913661442397,47.90161612906939,11.981316243574359,5.976963727826316
1530403200,5.3917242650614075,26.21517120922747,9.087095407907103,32.280692778066424,15.414684756737389,3.668667496130852,21.594422450815795,4.579760288528594,5.562107489277165,17.72963991070562,13.10187479449052,18.822394823828866,51.74755300512514,16.85608456032072,5.946427573068195
1533081600,5.3797201446362095,25.191431247398352,13.613838069863823,29.393294161790184,15.432280530721705,3.663056667677688,12.738484920094338,5.51618630868501,2.326516285110625,6.39880143760376,13.19484808112885,11.17085667669977,56.76984031087884,18.416511809777816,3.802530866883844
1535760000,6.440293340571842,23.404064037984423,9.070517401034035,26.704836111974867,14.914715651157895,3.661919036767938,19.140878537653933,4.523043866507551,5.546014343794253,16.09006995601251,11.461777354258043,13.815033832389178,43.20943283844733,7.965833156384831,5.926814010899438
1538352000,4.535472156423101,24.600440169584402,9.712420726494358,31.653260682191824,17.73471426061681,5.697763736541474,14.549762130818785,4.872521051981726,2.380814399824526,3.269759680512306,13.034536222812381,10.547659949876937,43.55525077482305,16.190199030157316,3.874948909870178
1541030400,4.650662660034447,23.060346120491023,10.04104666846507,23.39076806447752,15.03535896551503,3.8550365103669244,19.56126431405961,4.380816532341052,9.42907696034517,10.138048120353607,13.336480074835157,9.984232067534249,49.84983029459451,7.068305060996833,6.162751523017595
1543622400,8.222579140025768,20.509262995568243,10.213151550975297,26.75662101768499,11.25242591144795,3.8880740415170014,21.27774165783593,4.530646761666556,6.05918717872564,13.523653496402115,2.4118853667862292,10.10856459410744,46.3085545810643,4.492284305483996,7.749577229212892
1546300800,5.941297382847995,26.848015725636856,14.157725712963792,17.579249249968083,11.340437262842377,3.903215479882416,15.028376709287052,4.247124522310025,2.4333518887224646,3.272142191511059,19.88337771508312,7.976767539525692,38.26816221028421,13.1259251242657,3.9443534173917087
1548979200,7.086369590474295,21.128335613889444,6.462743100169605,28.651228719585163,10.757068949032409,3.9122016259341534,16.069317813119614,4.240146292338046,6.107159032846714,6.8104076896706305,10.66056898072778,5.956979788171506,47.2451454865392,13.170060487602301,5.195569623784226
1551398400,8.434269475616972,23.18295655486276,9.061584210526318,24.143937551368918,8.598693713918161,3.919541335380822,10.881408144980282,4.7410642029979755,2.436523916957225,6.823694245110454,11.088511902779583,11.281542495255849,52.19317748168041,6.299298351663223,2.4029044874752645
