month,ratio_quantity.00L,ratio_quantity.00N,ratio_quantity.00P,ratio_quantity.00Q,ratio_quantity.00R,ratio_quantity.00T,ratio_quantity.00V,ratio_quantity.00X,ratio_quantity.00Y,ratio_quantity.01A,ratio_quantity.01D,ratio_quantity.01E,ratio_quantity.01F,ratio_quantity.01G,ratio_quantity.01H
1514764800,11.41400181616696,29.432070613727618,26.440267809696756,58.78332928665913,19.235548401254288,34.63120495477247,53.084134288113866,6.81386423703639,22.58545463479447,20.126858658930676,25.647691498045287,14.979871620716708,1.3439214309697507,29.791307845749582,12.68566956677452
1517443200,12.720529600192007,27.393851473987873,21.699899296129228,49.744540969909245,22.944667020950902,27.534100589665776,38.25859178566169,3.8473995876603535,22.37986035284651,22.87237199875192,25.60503217221471,6.134297378825036,1.345558387059856,31.033171289319505,7.138242104645666
1519862400,8.639675686149078,29.26920270519835,21.149564529875402,53.16233054797733,21.680006987878063,26.842705294925256,40.841445279169896,2.935489541756636,23.7559045449734,17.519008553461102,30.407015077748,8.746475874100804,1.3439709561291109,27.98597921504323,13.179971094338695
1522540800,17.62309027275887,29.14703967673167,10.6625799749264,49.72554147188919,34.26692150966484,29.404068006042397,28.81640469326116,1.9226148654542283,21.382943663572345,15.672347406772957,18.902816451626734,5.285881352775138,1.3439991311372954,16.314303545818337,6.622300620788225
1525132800,5.416675300891997,29.972955278578375,28.05137993071301,58.872360409135304,26.701622376331297,25.135959335402113,47.31341682389553,1.9206763198178316,25.209683581715623,16.286449558948167,30.19055088230255,5.337968292682927,1.3418117883456129,29.221903883459603,9.395214522368443
1527811200,12.185530739983166,31.651473769209748,17.50692309588018,51.52468610773594,27.455705652020963,26.45813528879699,39.3688271834585,1.9201844381658524,25.913904087078325,18.204288993164024,27.304683649861662,4.4502970420143955,1.3409701725173546,20.296610943082953,14.323385654581072
1530403200,10.439396999113056,27.6576305840942,24.853555532083433,49.042623877789474,23.440971119383203,25.93190259660628,26.87737423066959,6.4625254623461785,23.81848028581368,16.482205071952787,25.633366535481862,6.2318081291951115,2.681906292505376,24.373877020004528,5.500639920087065
1533081600,11.47137942031474,27.790619783037833,18.59737118663157,60.25253388691451,34.16970873618686,28.417930455357187,25.847400484393916,1.0103928959374318,23.496492078736352,15.476956738382391,22.79805753615212,4.352416486978806,1.3378547035789088,18.269338232340026,7.722792781691767
1535760000,8.882951978526384,33.25766339423401,16.04049306452123,33.93460652678531,27.776622791626163,19.185211644045143,23.205211828664766,1.0095435900774792,21.617844742875864,15.239323074436527,20.729439816254953,2.6673124671477035,1.3362898825312621,22.36416509306717,8.172130133612463
1538352000,10.400460817064577,35.168571872621165,21.919186773905274,44.2310683563879,35.707627802922694,26.185341454696488,24.64936826404224,2.0165305225698305,19.529411102278743,13.167526541187398,20.60804368669329,2.651888317099154,1.4306122371689995,14.256964051173016,8.667309879580394
