month,ratio_quantity.26A,ratio_quantity.27D,ratio_quantity.36J,ratio_quantity.36L,ratio_quantity.42D,ratio_quantity.52R,ratio_quantity.70F,ratio_quantity.71E,ratio_quantity.72Q,ratio_quantity.78H,ratio_quantity.84H,ratio_quantity.91Q,ratio_quantity.92A,ratio_quantity.92G,ratio_quantity.93C
1501545600,0.8401285985678796,0.725669099756691,0.8207720588235294,0.7637301053575432,0.7421578765942778,0.5737575182019626,0.7424725469358838,0.8186749958901858,0.8452430846605197,0.5842293906810035,0.5539383561643836,0.8545498744023985,0.7954299830168288,0.7706886845562019,0.802892131318395
1504224000,0.849768280123584,0.7296484301560444,0.8231319554848967,0.7608428805237316,0.7553861451773285,0.5517960947980325,0.7489616215318159,0.82408236347359,0.8470134874759152,0.5690890481064483,0.5203692554685933,0.8612594883328648,0.7957936620719056,0.7648648648648648,0.8115487393981643
1506816000,0.8372067286409915,0.7357032457496137,0.81855249745158,0.7533927233369412,0.7661131438221221,0.5604645593869731,0.7456275360291031,0.8084246218049035,0.8442025952281289,0.5554206418039896,0.5204256779951939,0.8600254499181967,0.7986127720640995,0.7576304315140581,0.8108189785433666
1509494400,0.8498285967046334,0.7225146638592269,0.8131511528608028,0.7558330594807755,0.7384483742156304,0.5614928909952607,0.73806275579809,0.7971760358933756,0.8395540475036355,0.5501540568298527,0.5107553776888444,0.864339908952959,0.7945852534562212,0.7377949250630658,0.8178350023843586
1512086400,0.8495541498361405,0.7120663971057671,0.8157569091159081,0.7481638242250715,0.7388712241653418,0.5564954144777847,0.7449976292081555,0.8237608182533438,0.8475155279503106,0.5636676825228568,0.5303901950975488,0.853884243850962,0.7993296665520797,0.734370007455533,0.8211690119066027
1514764800,0.8584558823529411,0.7161810613943809,0.8235223305645841,0.7577237556933546,0.7431087913880281,0.5525229197284625,0.7496676636756398,0.8257776432301521,0.8427210164107993,0.5633532207503287,0.5199381761978362,0.8493150684931506,0.7817358931308854,0.7167475959249738,0.818974358974359
1517443200,0.8560142951189692,0.71875,0.822108843537415,0.753026265702322,0.7309359857179291,0.5535178035178036,0.7364467259296357,0.8250688705234159,0.8483591377139047,0.5733931240657698,0.5253851540616247,0.855337892662571,0.7805558425457175,0.7130094919039642,0.8247379454926624
1519862400,0.854118821767349,0.7297745816622874,0.8316996871741398,0.7481780735107731,0.7488045007032349,0.566217665991179,0.7439980097026994,0.8137397194000967,0.8510436432637571,0.5575430307121161,0.5278314650173946,0.857780612244898,0.7777054162596331,0.7218445167011528,0.8212193335774441
1522540800,0.850693210095983,0.7166400850611377,0.8245877061469266,0.7501248377109757,0.7377875827292782,0.5648134493437547,0.7358075169051738,0.8229329173166927,0.850810486291775,0.5641233766233766,0.5377852208499058,0.8566186651896981,0.7776107162383816,0.7202271894466837,0.8274635769186647
1525132800,0.8407494145199064,0.709783728115345,0.8180292495804363,0.7595995158983386,0.7611884166980067,0.5705318797489264,0.7519478166334481,0.8040157885704479,0.8472237432920819,0.574723038661542,0.5421794584918326,0.8473063436404208,0.7814026792750197,0.7157955418908531,0.8215025906735751
1527811200,0.8360262358022716,0.7365710080941869,0.8166127292340885,0.7613520408163266,0.7464845319405383,0.5817519647306881,0.7464125080316985,0.8110047846889952,0.8480525924088316,0.5648621041879469,0.5309484584608143,0.8461467381260396,0.7842592592592592,0.7108167770419426,0.8249630723781388
1530403200,0.821969696969697,0.7244543650793651,0.8135498320268757,0.7642807505211953,0.7433435181143605,0.5773638968481375,0.7518034265103697,0.8002930709650409,0.8413429888084266,0.5553985302430752,0.5336670838548185,0.8493031358885017,0.7728894173602854,0.6998692810457516,0.8133167392657125
