name,is.nbreak,is.tfirst,is.tfirst.pknown,is.tfirst.pknown.offs,is.tfirst.offs,is.tfirst.big,is.slope.ma,is.slope.ma.prop,is.slope.ma.prop.lev,is.intlev.initlev,is.intlev.finallev,is.intlev.levd,is.intlev.levdprop
00L,0,,,,,,,,,,,,
00N,0,,,,,,,,,,,,
00P,0,,,,,,,,,,,,
00Q,0,,,,,,,,,,,,
00R,1,25.0,25.0,25.0,25.0,25.0,-0.0287794009535626,-0.0115784593153925,0.5135135135135129,2.51437788773177,1.44954005244995,1.06483783528182,0.42349952267612895
00T,1,5.0,5.0,5.0,5.0,5.0,-0.0375703293932617,-0.00920271544014121,0.508771929824561,4.12009680080671,1.9785880253907902,2.14150877541592,0.5197714711451961
00V,0,,,,,,,,,,,,
00X,17,2.0,2.0,2.0,2.0,8.0,-3.2608933712952597,-1.18758557910112,3.8073184655638395,1.61839964396481,0.7619193151483491,0.856480328816461,0.529214358153359
00Y,1,4.0,4.0,4.0,4.0,4.0,-0.0185889549780049,-0.0155107686847035,0.517241379310345,1.2170437418343798,0.138884353110094,1.07815938872428,0.8858838443220111
01A,3,7.0,7.0,7.0,7.0,19.0,-0.0197860745441849,-0.11000468754872801,0.509658199686943,0.185272133028962,0.000730642052811703,0.18454149097615,0.9960563845146779
01D,0,,,,,,,,,,,,
01E,2,6.0,6.0,6.0,6.0,6.0,-0.0923909536045133,-0.0330309591501083,0.508678118532859,2.88949270244097,1.07319767738682,1.8162950250541399,0.628586126388132
01G,1,2.0,2.0,2.0,2.0,2.0,-0.0138020648937157,-0.009251080497791359,0.516666666666667,1.50574291407462,0.6776190204516751,0.828123893622943,0.549976948841816
01H,0,,,,,,,,,,,,
01J,2,6.0,6.0,6.0,6.0,6.0,-0.0669971478056477,-0.0448967490094919,0.535432485101668,1.55924657084257,0.307974941461951,1.25127162938062,0.8024847723118409
01K,1,4.0,4.0,4.0,4.0,4.0,-0.0231666817444312,-0.00991915378563296,0.517241379310345,2.3587168955122797,1.01504935433527,1.34366754117701,0.569660370743724
01T,0,,,,,,,,,,,,
01V,3,4.0,4.0,5.0,5.0,5.0,-0.454918436094195,-0.893833629916034,41.4940199116179,1.45561079913132e-14,0.000643147815218015,-0.0006431478152034589,-44184050818.2048
01W,0,,,,,,,,,,,,
01X,16,2.0,2.0,2.0,2.0,2.0,-0.6691985139053139,-4.15067690710689,0.805850761359116,0.830424870203848,5.3290705182007506e-15,0.830424870203842,0.999999999999994
01Y,3,12.0,12.0,12.0,12.0,18.0,-0.112962967541306,-0.0201072766425395,0.517488299274298,5.63353495995837,3.66891719121368,1.9646177687446897,0.34873623447953406
02A,1,15.0,15.0,15.0,15.0,15.0,-0.0162841398475144,-0.0126859509928158,0.51063829787234,1.29991986071198,0.5345652878788071,0.7653545728331751,0.588770581914166
02G,0,,,,,,,,,,,,
02H,3,2.0,2.0,2.0,2.0,2.0,-0.0655856166489349,-0.0269930326645271,0.516421680741713,2.4953095185180403,0.844307927702598,1.6510015908154398,0.6616420041534449
02M,1,12.0,12.0,12.0,12.0,12.0,-0.0330534532685037,-0.0109178649600332,0.52,3.0605183824924804,1.4078457190672902,1.6526726634251898,0.539997626833156
02P,2,19.0,19.0,19.0,19.0,19.0,-0.0161920702397817,-0.0459951413149622,0.524764536694861,0.36823078078320204,0.059672006179935996,0.30855877460326603,0.837949434718581
02Q,0,,,,,,,,,,,,
02T,1,4.0,4.0,4.0,4.0,4.0,-0.0126889258350484,-0.00782060436973124,0.517241379310345,1.63518831784616,0.899230619413355,0.735957698432807,0.450075193420043
02X,2,11.0,11.0,11.0,11.0,11.0,-0.0485671735118399,-0.0829532345353828,0.582037392706648,0.634043722845478,0.13338337915874698,0.5006603436867321,0.7896306290043449
02Y,0,,,,,,,,,,,,
03F,1,38.0,38.0,38.0,38.0,38.0,-0.0166317865278767,-0.0422595533315756,0.5416666666666671,0.4101945484761839,0.0110316718071439,0.39916287666903993,0.9731062447121128
03H,1,12.0,12.0,12.0,12.0,12.0,-0.0296840564662543,-0.0189980746484435,0.52,1.5921611503588402,0.107958327046123,1.48420282331272,0.932193844183554
03K,0,,,,,,,,,,,,
03L,1,13.0,13.0,13.0,13.0,13.0,-0.0138027006645915,-0.00849529844713331,0.510204081632653,1.63854852336716,0.9622161908021779,0.676332332564982,0.412763078370815
03N,2,17.0,17.0,17.0,17.0,17.0,-0.0356311145656959,-0.0425448003361751,0.5338244337185121,0.873127454521472,0.20565867049641698,0.667468784025055,0.7644574461249409
