month,ratio_quantity.03F,ratio_quantity.03H,ratio_quantity.03K,ratio_quantity.03L,ratio_quantity.03N,ratio_quantity.03Q,ratio_quantity.03R,ratio_quantity.03W,ratio_quantity.04C,ratio_quantity.04V,ratio_quantity.04Y,ratio_quantity.05D,ratio_quantity.05G,ratio_quantity.05Q,ratio_quantity.05V
1514764800,0.637961426599295,2.219562394877394,2.3692918159272534,1.3500081094972494,0.7535498470825884,0.8313657595080527,0.2995887437164327,1.891744672339807,0.9092420336819369,1.3648228565011318,2.7082243560318164,0.3734761689440292,1.454820571805647,2.145055794153282,1.1734800198927406
1517443200,0.4611035066983196,1.2919862140597702,0.8513408196288604,1.8146284714296583,0.8932648079681327,0.7125183920899297,0.2996650984791353,1.0827932656508243,0.6884660714154341,1.581577603924948,2.2320102135212583,0.0,1.8695006071714972,2.247471281157235,0.8885107454329393
1519862400,0.37174118953413327,2.041181673875713,1.5795168968523448,1.3494583276279153,0.6437396705562798,0.96355985795184,0.4267311653203747,1.7931306110102843,0.46638625775162007,1.7544786348303734,2.4683640450789786,0.0,2.038646771961023,1.8956930100636993,0.7818202379913688
1522540800,0.5487956463021646,1.4077597730101519,0.82943777570292,1.793048095201886,0.9619981715663583,0.6529063853147286,0.35570469025458007,1.2331628310452591,0.5573375269748527,1.7271187118533537,3.3025400270351457,0.0,1.9430455577209675,2.3453080751717548,0.9951336087784729
1525132800,0.5485945062438163,1.7046247568523425,0.8288266161480687,1.6504950276830948,1.1513353108313817,0.8003744206095076,0.28444928296513594,1.3610908823211259,0.660946168271891,1.8727925035238315,1.7094304267857816,0.0,1.4817220143436232,2.2204225239353312,1.7031615134091913
1527811200,0.4600280248649695,1.624910258298236,1.5388475323805269,1.811624404230674,0.9173899648107221,0.6670094427755495,0.2841695309367901,1.224421965491373,0.6086599120299853,1.2529594195013185,3.5382436649513154,0.0,2.5270781111707277,2.4690873964608437,0.5674860926088323
1530403200,0.37171481530959855,1.7809285251692666,0.6504019427978743,1.5905966811815935,0.7867250679245915,0.7268924334004925,0.28399366787863256,1.6764341798478797,0.9463013614860408,1.805204524546503,2.1461729292868714,0.0,1.873802584837943,2.34525125391702,1.5241157786337136
1533081600,0.4595933295496276,1.8181752585207376,1.2981125737428205,1.928982505110419,1.0775677127292258,0.7112071122155156,0.3550350940328148,1.5933989764462932,0.4664025843714057,1.291334806685972,2.419716786856274,0.0,2.3634988871107194,2.7404912118974485,1.4185830271145823
1535760000,0.5474243667213576,1.350733453751699,1.0022705875806808,1.5860597863150718,0.6193126283967734,0.874221822434613,0.28165820039648237,1.4965395686678917,0.6862875500279938,1.640857997253312,1.9419700427212938,0.0,2.0707512834195083,2.3651266726808,1.2808097519672603
1538352000,0.3699977353111617,1.6619800831537168,1.0013468140869048,1.5242049808792149,1.2248170577555098,0.45670761574918994,0.5220059022954553,1.7070793277130176,0.5796486167818131,1.2292143504642343,2.177207680971866,0.0,1.6221707128512681,1.4420866369323178,0.8192795096251541
1541030400,0.5457724628957754,2.247292930601858,0.8250617799066484,1.4653288446674042,0.7908946172959452,1.0579397118753622,0.28246106126007353,1.1629687537333047,0.6158926818865849,1.4130729178468833,1.505023258596706,0.0,2.107877009090951,2.240674179480431,0.5699897748447728
1543622400,0.3695478221584415,0.6263303335846211,1.355142544286278,2.086581781972793,1.017024536555431,0.5431560407520731,0.4512892801189621,1.8498462631285209,0.396482531954919,1.373353289043233,2.299203843822268,0.0,2.49757811248564,2.590044318699859,1.3187372982866987
1546300800,0.3695074305606303,2.4034050909433495,1.1774935292876108,1.9256075112964623,0.8524179960536987,0.6610070377053588,0.5914689046639687,1.3040322950922316,0.5487030337771441,1.386481347761656,1.5070800209596529,0.0,1.6733424902135843,2.3652672598466626,0.3560903074812364
1548979200,0.19363088874871345,0.6259612759748664,1.3532781482673293,1.223544136673501,0.7831287093601885,0.807049489821341,0.14155748567430176,1.6094217269896458,0.4590395801095933,0.8795210243082177,1.5067212673338422,0.0,2.574861343363586,1.9165572492922769,0.9610480827345376
1551398400,0.7220253597671977,1.5613025983728552,0.8238389419609672,1.8266953949060971,0.836382558892244,0.3375126511921156,0.2817604712734975,0.9866510055731275,0.6113474189341407,1.7851826989723651,2.10134375677636,0.0,1.4580248418178237,2.489595543374195,0.5336642522941015
1554076800,0.3697826881056273,0.6042529134376802,0.8235178613018065,1.64538383842205,1.1943387236001615,0.5867335349703903,0.43835471871825243,1.3959123173774315,0.39452524132235767,1.1975186253033119,1.1096910250855359,0.0,2.1634611295924633,1.8646281685254722,1.3168237750313836
1556668800,0.193621334696601,2.2611093016009263,1.4687343175067609,1.5841123778193713,0.5754771153049211,0.4103984442595445,0.4493674318303144,1.6695028128371174,0.47063914403181556,1.5292257373541778,2.3744811806685684,0.0,3.183232852473746,1.987257219937613,0.3554776890558949
1559347200,0.45779562824113723,0.781856743026483,0.8228478130816272,1.6841601021607135,0.6020288195815238,0.5868284025631526,0.21110260377338572,1.0477724258559198,0.4199972894398497,1.1839451774562717,2.6286227437765137,0.0,1.898910778434872,2.5638107430047823,1.6702162169407921
1561939200,0.5455292884322552,2.0277094203920463,0.8225804808645155,1.8248230009935058,0.6553679186710428,0.5576535144733128,0.5187014144525195,1.260117484717194,0.45810331301237267,0.5187454707648206,2.349508893987248,0.0,2.291283602243135,2.9510915127425768,0.0
1564617600,0.2813114085142523,1.2466350914077315,0.8206649745070064,1.4806645936246408,0.8737774996413361,0.6750504432641292,0.3510785351898974,1.437293602851209,0.3566149270512263,1.5543372636485526,2.72959620977159,0.0,2.122490954621199,3.249308486292093,0.9573142157485899
1567296000,0.2812813419443864,0.9355609770418651,1.3465392175266953,1.3395873920963017,0.6649551684977816,0.2932643376469481,0.2798367906457859,1.7691566101334402,0.3946239902351354,0.8770733162531151,1.0237476032640198,0.0,2.1729394859135147,2.4170259549964075,0.7075721539283806
1569888000,0.45645378557727045,1.753261121129706,0.9956923093918989,1.6604344184045794,0.5932639350804841,0.674254479315816,0.2785497923728925,1.6885899503740378,0.4178017786948277,1.1150769215362772,1.3000892498848151,0.0,1.4833681154368323,2.3020806769282465,0.6021483832175307
1572566400,0.28096235265299085,1.0528070597909074,0.6442548903771512,1.241602350037922,0.5076692451303048,0.4964704603615751,0.41784450885431323,1.2119690507420449,0.5418084623734835,1.2983804612483922,2.8156263741161096,0.0,2.0180972129299524,2.235307068312081,0.176986125762816
1575158400,0.543702203499676,1.6752760732593852,0.9954030585223764,1.4421050863832259,0.6110827113277995,0.5390598379817213,0.4737248936153456,1.3210859421946246,0.32658768647880654,1.205659092724224,1.6947345198478727,0.0,2.796854984714246,2.3574993937472017,1.132753348504768
1577836800,0.36839061575434623,0.3140205828480181,0.8934853657325961,0.7014245933371822,0.46496943711735567,0.24799510948704565,0.41723032459920095,1.7426679483480432,0.5399827035059117,1.4034514775087967,1.4977469683580495,0.0,2.020454164010804,2.746924884161063,0.224797207180773
1580515200,0.1931129697714442,1.4047478565015055,1.5819492482549267,1.3434440194059016,0.5083862372078692,0.42324941660947146,0.27810971584836863,0.9610625115781243,0.3517004653273242,0.5163067167134507,2.1688003027627096,0.0,1.6328660323283275,2.530343503982857,1.1361817042355875
1583020800,0.5425947266753616,1.1310931361898777,0.8911806297426181,1.7011832593866956,0.3270084386816182,0.4073059095222683,0.2079314928692921,1.7211634341707562,0.5133020187179039,1.400175772835152,1.0619253419171093,0.0,1.9696204946639944,2.3251667907669398,0.1795327389282049
