month,ratio_quantity.11N,ratio_quantity.11X,ratio_quantity.12F,ratio_quantity.13T,ratio_quantity.14L,ratio_quantity.14Y,ratio_quantity.15A,ratio_quantity.15C,ratio_quantity.15E,ratio_quantity.15F,ratio_quantity.15M,ratio_quantity.15N,ratio_quantity.16C,ratio_quantity.18C,ratio_quantity.26A
1514764800,1.1607248042375586,1.226470727722574,0.07865873832915792,0.5467881937179746,1.3040442896460867,0.3893420465001156,1.1008703731670393,0.41580505029293996,1.39806196844861,1.505185917685509,0.1860306960321118,1.2992070582505078,1.018927090302912,1.450519120539814,0.263934222384467
1517443200,1.3191638443657008,0.3227325016286873,0.1184857726903496,0.23273866402921492,0.9907805605443197,0.3324175971823871,1.1158252300379317,0.23674026065670067,1.1358271641981277,1.4121481549704302,0.26462765942685246,1.0086774615101888,0.7252056357309907,1.4617648054017343,0.4074799065695873
1519862400,1.170241060114464,0.8663316832373003,0.1573988045473614,0.2325238724646501,0.9889002207739893,0.3792954972697162,1.1639655080405789,0.4832621327603396,1.2963120955233558,1.2029071429707798,0.13715321215484946,1.2549204076331553,0.7847222550972539,1.6568872767110563,0.34441192624111305
1522540800,1.4714435307733134,0.5159355149717897,0.03969635049522619,0.5045862917425682,1.4139022583130811,0.2844720445798819,1.3834982116310215,0.33624611743091226,1.5427155281662568,1.4559426536412194,0.1960475860646755,1.0331985037691618,0.7623657242532158,1.5103916017571615,0.31617840881347353
1525132800,1.1418631950374163,0.8286150338833618,0.07869569613327031,0.23269035272274877,1.004149594428793,0.43560065332497017,1.440505156723964,0.27274344981194587,1.2293509987797115,1.5625357240281876,0.18600453242709436,1.642100600071172,0.6944248830640222,1.482058204379635,0.2890304561057015
1527811200,1.2892592547538027,0.6810763598071893,0.11838165392881668,0.5350921883504682,1.180969273399303,0.2653550445334298,1.1384807519913,0.48211912323745376,1.492133274209937,1.556497164800785,0.24479673136796587,0.9553485518579342,0.7168085860995779,1.6317713926560187,0.2387278920924407
1530403200,1.040324758445925,0.8738866632182276,0.07871175159708814,0.6872047148103564,1.177649037929847,0.43992494693848433,1.1379208024354934,0.4191825923863206,1.1378201752032364,1.4417217766249135,0.29373823542448513,1.4268732472261505,0.8828704734464015,1.5876880109626141,0.33907992885774196
1533081600,1.4059441070313041,0.6882964842585468,0.11818984023111713,0.23315721455434052,1.0940466936980016,0.6556877819836693,1.2421049081778528,0.4135011538028035,1.6475197693215085,1.450056355403212,0.24437493656918147,1.3123742338939428,0.6777992334004169,1.4212845291195213,0.18821348876978586
1535760000,0.991914457848041,0.5771312357482205,0.0785072891485859,0.38470189430564056,0.8952440685300164,0.27346035332420066,0.9305958475722592,0.40346524814692736,1.0339184810692754,1.1754188029909873,0.2049917325664989,1.3420042638017562,0.8961782335595813,1.2307352592155412,0.26322928355458575
1538352000,1.3093164187214366,0.7220372383165862,0.11801953254831207,0.2830968280942932,0.8045510212893259,0.6077302828870675,1.2945409572020246,0.2710891311633775,1.4756012454674965,1.3837283453945552,0.155917804964085,1.16498052906338,0.6690438611076769,1.4615964649686328,0.18751790526585435
1541030400,1.0893934673114862,0.6765971579369136,0.07852897099191332,0.3812249561928311,1.0896538336909003,0.43808854646386686,1.0418533605630058,0.34866740011227826,1.2156192348284955,1.2244632145352743,0.3754033194944354,1.0173678745548493,0.8050483306976303,1.6292645485504196,0.27509320818052085
1543622400,1.3182253915327007,0.7128554270923212,0.23568605282602303,0.1708220097931961,1.194150900628396,0.5182441101313915,1.2812908746664824,0.45174442528837094,1.388995445252434,1.7868009418954456,0.12175145426381698,1.3257466923000922,0.5942803665055301,1.2006732293694764,0.24984165819502624
1546300800,1.3267308798110224,0.3745104585041337,0.0785596351237867,0.35041819428691995,0.7950367069456367,0.48470061368866674,1.406109643100705,0.5395021291560664,1.219076921054621,0.9011155144411345,0.3702378758705411,1.1708220818365742,0.8727065222483931,1.515633712869734,0.2624568632281852
