month,ratio_quantity.27D,ratio_quantity.36J,ratio_quantity.36L,ratio_quantity.42D,ratio_quantity.52R,ratio_quantity.70F,ratio_quantity.71E,ratio_quantity.72Q,ratio_quantity.78H,ratio_quantity.84H,ratio_quantity.91Q,ratio_quantity.92A,ratio_quantity.92G,ratio_quantity.93C,ratio_quantity.97R
1514764800,1.054759474101393,1.2584352866238004,0.5041881726261492,1.118134275767288,0.5145249710607953,0.8205270993967884,2.5078503498739835,0.5180773761940975,0.07601272006779887,0.901472719858638,2.538536603769143,2.191848677753367,1.6129086419064396,0.5971237776109103,1.8410665459940971
1517443200,1.4498430800802011,1.3094819110585487,0.33884238776661846,0.9424595789705308,0.5149274636670484,0.5073475542072682,2.6808892070057277,0.5042213871597738,0.07595958825279,0.6915351501255205,1.8715579969237044,2.1145719384751245,0.9081379818620828,0.41012937422693047,2.2347337709043535
1519862400,0.9987430826109591,0.9138683121059432,0.4048508713025925,1.1525724265316968,0.6416176342693247,0.8519998694469951,2.4534610026707644,0.4014198808343027,0.08622349385140023,1.1039607635495226,2.890912236095348,2.1421862410736936,1.6316090512208252,0.5961507877581934,1.4450734721681588
1522540800,1.2140048902632765,1.31635624809237,0.3506657088870498,0.8437886844761018,0.5339648663068475,0.6672533543005237,2.314039788254629,0.5317815847616755,0.0861624713811228,0.9315947964826399,2.464518319451523,1.962932915079214,1.6140183219622972,0.5371896011838029,2.3292159682537967
1525132800,1.2197079240066737,1.0298317008000177,0.43332902161922254,1.3351926559567981,0.646179177972806,0.5417494249489563,2.7455575947000406,0.5671770335172174,0.06524862526068201,1.0179083809779321,2.505296825103136,2.671414249087953,1.5174336310598306,0.6021767684506037,1.8738496083550908
1527811200,0.9007941470164011,1.0051411680203326,0.353703981815115,1.0313247183813186,0.38190333922728287,0.7628381791291826,2.639567389194105,0.37285731959581697,0.0652079599045223,0.845143297816233,2.4004185017449995,1.7425889810072808,1.481104498342244,0.598614270436617,2.2833640752850908
1530403200,1.4457384042156525,1.1552455376866668,0.3471175561680699,1.2757139052113877,0.5928196485314514,0.4773555726057391,2.72770640447103,0.5071643786657964,0.10959722675660599,0.8073805803773724,2.7280845276117978,2.0875554637509515,1.409044013684954,0.31058939443918665,1.9259995539552297
1533081600,1.190358083085072,1.244509237165525,0.4799176297981917,0.6798958112091641,0.4502898235956833,0.7000909253885196,1.990828072634598,0.3718454727704742,0.07532680954348013,0.8454590783607401,2.6222388878045964,2.0551935819752205,1.7129982482762294,0.495764358082099,2.282429835887177
1535760000,0.8147805701766936,0.626128579728217,0.5683957426406673,0.9014862587608995,0.5728286182918659,0.4149798238829258,2.693575446020507,0.352048006400178,0.09584373715659703,1.0275708535059564,2.0855575452624358,1.810169104719779,1.273967980232717,0.4527910775958836,1.7722504960477643
1538352000,1.3919923837903971,1.407671384402363,0.2566732599140509,0.8997921337578136,0.5619866140701484,0.8833521580154786,2.222616669420753,0.5277936705176713,0.05155374983041999,0.8160888476146598,2.583206377207619,2.169176776564905,1.7598303445608023,0.39587491254522983,2.434623543067089
1541030400,1.1325830810805904,1.0503267414974442,0.5032179915938727,1.4231142823831175,0.5269886838751613,0.7633548430372952,2.214685176652184,0.5871336898341688,0.10885749522342845,0.7454528986487827,2.226397882516558,2.251489024234922,1.115181818181818,0.4432286348203347,1.7857521423791942
1543622400,1.039575485225552,1.2074629071264804,0.2942772871029184,0.9753280478906792,0.314274112749723,0.4572669427849664,2.053116861207022,0.3046902676288597,0.06175966273109722,1.059116886063232,2.59239930123607,1.476862606575341,1.6465892457951186,0.3647741407109768,2.2985941719232446
1546300800,0.901112318422462,1.23192406001344,0.2865019096096271,1.1022102753200258,0.5174573570836104,0.5740030293992473,2.2679765515299355,0.36594642872443767,0.07490533604524384,0.7633104760052091,2.179736275368573,2.328167013610303,1.2319282977402548,0.5677456727286013,1.3098923274335652
1548979200,1.14093291492853,1.1733962089487133,0.23143902726108653,0.9790641984684809,0.5222448167869782,0.5738655448115131,1.8909373079092284,0.299670848438089,0.1085014482572553,0.8215835750184644,2.1375651597010044,1.7427299498689652,1.416481844754241,0.32228191527859623,1.6427687291164634
1551398400,0.9660550223663427,0.8234074507356335,0.38964605432055355,1.0622100450026553,0.401570002572115,0.615442511004614,1.8505252630685558,0.45753192056108805,0.07471773783624419,0.7836842465654688,2.275444708617319,1.7762398004674378,1.438333905072931,0.40280256282649823,1.546948056830632
1554076800,1.084731178902422,0.9391001499123556,0.29025983856636217,0.7662641620207394,0.5611194602180756,0.5634654716482399,2.037738392329207,0.4313210649878301,0.08488949283870946,1.061115987031454,2.0503558260968697,1.993183752848305,1.515690558555518,0.5342478396973849,1.8792727484228888
1556668800,0.895811191069883,1.2198053764501289,0.3489204397498236,1.3206506551031914,0.4688341727970006,0.6734980217330732,2.452265903592952,0.36488515009466443,0.11545851772015467,0.8983559732646927,2.436975360599109,1.7452759312239907,1.0779847677604983,0.48841913480219534,1.5554308800821623
1559347200,1.0319369448438402,1.0954977012806815,0.3016582719486816,1.071299178047753,0.3433236176049728,0.4608591193105575,1.6145441453024996,0.39051468512567933,0.0335817716990311,0.736415397400837,2.1758326713040326,1.9199860051366164,1.3790672849187882,0.2727862095172628,1.603737077023534
1561939200,1.2808491338777686,1.1201804769155257,0.383378605485531,1.097909463910236,0.5566235546483818,0.7096749984149247,1.8892804608693685,0.4250993103124307,0.0948911095813445,0.7463202109957939,2.0245119391153006,1.8333471060829638,1.0823348959877845,0.423220890959295,1.432690136891769
1564617600,1.106805697239482,0.9766148715843116,0.34455006955987033,0.7179959406394074,0.4353923598747344,0.5903379678597778,2.1687867747448917,0.18525538266623098,0.12473559101846053,0.8034758650057016,2.086538325782168,2.473654561866786,1.3367176760649233,0.3773289999191333,1.4764331402462438
1567296000,1.016719485772808,0.7361043260649784,0.18812823686371571,1.2425832526407938,0.45029615359319547,0.4704417385436968,2.1142948145359246,0.29049806448271,0.1012938214167674,0.8217651884640699,1.8933812022176115,1.6291935454532223,1.106938455466496,0.4697853692422079,1.2584011459783664
1569888000,0.8867094538112327,1.1788442438204734,0.296348208692259,0.8281703579966686,0.37880210095818884,0.7585990206837017,2.030252869160246,0.462362086231333,0.07413720411821774,0.755623609926097,2.3890797210454267,2.3612609287828863,1.1899782640166674,0.4837010948037064,1.5133001584967092
1572566400,0.9896194044617821,0.8594202964012861,0.3495537239634667,0.8876373222908506,0.38799376247752776,0.7540683347912517,1.906178441658217,0.28736498069237326,0.033409442090377696,0.6663615757204058,2.1164683477633,1.4454297915402468,1.3894533004805405,0.48867777705338067,1.4103550788895685
