month,ratio_quantity.05V,ratio_quantity.05W,ratio_quantity.06H,ratio_quantity.06K,ratio_quantity.06L,ratio_quantity.06N,ratio_quantity.06Q,ratio_quantity.06T,ratio_quantity.07G,ratio_quantity.07H,ratio_quantity.07K,ratio_quantity.09D,ratio_quantity.10Q,ratio_quantity.10R,ratio_quantity.11J
1514764800,0.5209756097560976,0.4914442162902122,0.5133643731677876,0.5446453407510431,0.5248868778280543,0.5307150050352467,0.5298276623950509,0.5247964470762398,0.5669642857142857,0.5263748597081931,0.5243101182654402,0.38399762046400954,0.3595346197502838,0.5152887882219706,0.49784110535405873
1517443200,0.5277777777777778,0.4945694336695112,0.5169260700389106,0.545230009262118,0.5286063569682151,0.5282022784106696,0.5289256198347108,0.5255190311418685,0.5246913580246914,0.5325644504748982,0.5113056163384391,0.38625904010519396,0.358569587628866,0.520073834794647,0.4934640522875817
1519862400,0.5149948293691831,0.48732394366197185,0.5188410949164592,0.5422993492407809,0.5180722891566265,0.5265553869499241,0.5313075506445673,0.5293677515899738,0.5563063063063063,0.5275821596244131,0.5104517869184086,0.39138998311761397,0.35500878734622143,0.5040511727078891,0.482090560937148
1522540800,0.5287846481876333,0.4834054834054834,0.5212822796081923,0.5411179397131987,0.5269181856718949,0.5382842509603073,0.5294117647058824,0.5319064605628221,0.5515587529976019,0.5292712066905615,0.513675783855904,0.3976990049751244,0.35207186322804984,0.5094775774387424,0.4888156345655757
1525132800,0.5020283975659229,0.48451794510907814,0.5109974424552429,0.5485423153127653,0.5229321834574676,0.5227386306846576,0.5240780911062907,0.5289103039288362,0.5554171855541719,0.5254041570438799,0.513915857605178,0.4020930873037731,0.3602029312288613,0.5132560066280033,0.48567650947553986
1527811200,0.5149253731343284,0.47133990507484486,0.5142708873897249,0.5423590302369926,0.5166466105094264,0.5363794387881798,0.5302245250431779,0.5270570793180134,0.5474285714285714,0.5317011927181419,0.5220883534136547,0.3930735930735931,0.35309278350515466,0.5086442220200182,0.47956704219129664
1530403200,0.48773006134969327,0.48302687411598305,0.5108932461873639,0.5390710382513662,0.525756979944947,0.5267961619471098,0.5256183745583038,0.5265768958185684,0.5588235294117647,0.5248974809607498,0.5163636363636364,0.38779317697228144,0.3639061235500405,0.5069729286300246,0.4806129556535872
1533081600,0.4760845383759733,0.4708688245315162,0.5108987256874581,0.5496224379719525,0.5107970160973695,0.5322001436437634,0.5261999119330691,0.5234293648038876,0.5293501048218029,0.5238636363636363,0.520794537554314,0.39441811479726174,0.34836180341641,0.5154549412276883,0.48099842590510455
1535760000,0.43781094527363185,0.4687743950039032,0.5104882123630964,0.5409738717339667,0.513491743858236,0.5427211225256828,0.5185688405797102,0.523542600896861,0.540929203539823,0.5255731922398589,0.5143769968051118,0.38674698795180723,0.36015868517993765,0.5090361445783133,0.46919892865838814
1538352000,0.40954773869346733,0.46306620209059235,0.507340389211335,0.549527665317139,0.5201810637495284,0.5346325428504344,0.5008583690987124,0.5239737840634702,0.544564152791381,0.5368131868131868,0.5202788339670469,0.38838153221714866,0.35927067282999486,0.5089251804025826,0.4400564174894217
1541030400,0.38980891719745225,0.4532871972318339,0.4809506531204644,0.5433889953462907,0.5185887708649469,0.5311203319502075,0.4431543299467828,0.5280898876404494,0.5585215605749486,0.5347137637028014,0.5178691840863116,0.38461538461538464,0.36106623586429726,0.5083932853717026,0.41560428352881185
1543622400,0.39180537772087065,0.45917630057803466,0.47155827311469334,0.5420765027322404,0.5153473344103393,0.5345926800472255,0.3780487804878049,0.5184038527691779,0.5604626708727655,0.5355912743972445,0.513217279174726,0.37988069414316705,0.36655181553140737,0.5027955271565495,0.38724559023066485
1546300800,0.3763837638376384,0.4497140935082408,0.4661128940909949,0.5459515751106483,0.5190217391304348,0.5352650494159928,0.36039719626168226,0.5205620287868403,0.5446516192345436,0.5240274599542334,0.5144880875724405,0.382449425915801,0.3548302872062663,0.503448275862069,0.37472406181015455
1548979200,0.39574468085106385,0.45265151515151514,0.4611053180396246,0.5417640186915887,0.5183466891606917,0.5352835514498332,0.31712191872085277,0.5232067510548524,0.5454545454545454,0.522397476340694,0.5164756446991404,0.38959085439229846,0.37348035057958723,0.5094745908699397,0.36387979767926215
1551398400,0.35502958579881655,0.44572250179726813,0.45239491691104594,0.5373604351560264,0.5162151850438764,0.5332252836304701,0.3058161350844278,0.5275506576608603,0.5431309904153354,0.5311377245508982,0.5169439309919901,0.38319613965370425,0.3609271523178808,0.5091191307722157,0.3564466722361459
