name,is.nbreak,is.tfirst,is.tfirst.pknown,is.tfirst.pknown.offs,is.tfirst.offs,is.tfirst.big,is.slope.ma,is.slope.ma.prop,is.slope.ma.prop.lev,is.intlev.initlev,is.intlev.finallev,is.intlev.levd,is.intlev.levdprop
00L,3,25.0,25.0,26.0,26.0,26.0,-0.36502259542968196,-0.9890845815777131,22.5750581396424,0.0173671885850526,0.00119790152622024,0.0161692870588324,0.9310250176444079
00N,3,56.0,56.0,57.0,57.0,57.0,-0.12036209684014501,-1.0,223.878108863261,0.000537623340894206,1.66533453693773e-16,0.0005376233408940401,0.9999999999996899
00P,15,2.0,2.0,2.0,2.0,5.0,-0.250671527961594,-9.634878982011749,1.23954349362947,0.20222890866669502,0.0,0.20222890866669502,1.0
00R,3,44.0,44.0,45.0,45.0,45.0,-0.118395014637726,-0.9040165281492131,13.8759812853458,0.0054360604420607295,0.000820399243304903,0.00461566119875582,0.8490820232686921
00T,2,17.0,17.0,23.0,23.0,23.0,-0.0039873758867870705,-0.112656755944985,0.866171453268044,0.0102433218653902,0.0056398731235241,0.00460344874186612,0.44940975226211494
00V,2,2.0,2.0,2.0,2.0,2.0,-0.143679987090096,-47.5726167718687,0.9975514142061429,0.14670021168230402,0.00266754825869953,0.144032663423605,0.9818163298599979
00X,0,,,,,,,,,,,,
00Y,3,2.0,2.0,3.0,3.0,2.0,0.23469148497750403,0.9999999999999609,16.565351144795,9.09756749457074e-15,0.0141676130452186,-0.0141676130452095,-1557296832770.35
01A,16,10.0,10.0,10.0,10.0,25.0,-0.0319576980904946,-1.25676749338171,1.08268288303179,0.0286169479115774,2.7755575615628904e-16,0.0286169479115772,0.99999999999999
01D,1,35.0,35.0,35.0,35.0,35.0,0.0196855479176958,0.154198075699838,0.5185185185185179,0.10797848309145698,0.639488276869245,-0.531509793777788,-4.92236766585804
01E,9,52.0,52.0,53.0,53.0,58.0,1.92766957885883,2.43167881128642,1.6645839045194502,0.0040076203703066395,1.1620565319482,-1.15804891157789,-288.96172904952203
01F,2,59.0,59.0,59.0,59.0,59.0,0.42598907217964294,0.969257999169664,11.866745003298199,0.0135111151229905,0.0494088336684926,-0.0358977185455021,-2.65690272184999
01G,3,2.0,2.0,2.0,2.0,2.0,-0.5241921737621289,-3.8772185804792594,0.7982297462967591,0.6593901676026861,0.00269680808555139,0.656693359517135,0.995910148167122
