month,ratio_quantity.02Y,ratio_quantity.03F,ratio_quantity.03H,ratio_quantity.03K,ratio_quantity.03L,ratio_quantity.03N,ratio_quantity.03Q,ratio_quantity.03R,ratio_quantity.03W,ratio_quantity.04C,ratio_quantity.04V,ratio_quantity.04Y,ratio_quantity.05D,ratio_quantity.05G,ratio_quantity.05Q
1514764800,0.24578559600741368,0.058119245151519214,0.8807976039422822,0.0,0.07141702994422343,0.2144251370266465,0.0,0.0,0.09048170169951757,0.03749052388667944,0.01907473436770197,0.03915153476261786,0.0,0.0,0.007826880194607743
1517443200,0.04921519845461757,0.06462547336911574,0.44099800528775795,0.0,0.306353420071521,0.47979726919070725,0.06041641092903524,0.0,0.1809988618683521,0.0,0.0,0.5919601988553034,0.0,0.023533646465803644,0.0
1519862400,0.13876581435062862,0.08196186507286173,0.44059676743595955,0.0,0.019953976295890578,0.0809828054810754,0.01847480269533022,0.020053958956865015,0.09036110102843317,0.031815439831759544,0.013215195613847364,0.3153578275480975,0.0,0.02351898873417605,0.0
1522540800,0.0,0.07022928450131707,0.0,0.0,0.02882735153220287,0.04252994934339582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525132800,0.0,0.04072221702275582,0.0,0.0,0.002718757243774629,0.23181932041131062,0.0,0.0,0.0,0.052016339501246164,0.0,0.31495244172516057,0.0,0.19489609127093305,0.0
1527811200,0.0,0.029663835231163376,0.0,0.013323246985261277,0.04400767142016217,0.04586849901826411,0.0,0.0,0.08972273068267068,0.01909323403495818,0.0,0.05698708235188212,0.0,0.02355308835601047,0.03522369164156627
1530403200,0.0,0.07281838220559748,0.0,0.12513977103535961,0.02608579119005949,0.04072756821629193,0.0,0.006374246525608785,0.0,0.031834703951391576,0.019030998886906667,0.0,0.0,0.0,0.0
1533081600,0.0,0.059203685774379844,0.019457709715200486,0.0,0.02332145010751791,0.04071462408134535,0.027609813156031646,0.0,0.0,0.0,0.006059746989788142,0.0,0.0,0.02360879642403841,0.07031309820004987
1535760000,0.024508016573590342,0.05265923673082823,0.0,0.0,0.047119572630143214,0.057014747883019065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023619979023681164,0.0
1538352000,0.0,0.016688425441780844,0.0,0.0,0.1895644099465982,0.051732583221976707,0.0,0.019889564805501,0.0,0.036385678649035795,0.0,0.0,0.0,0.02812750170401782,0.0
1541030400,0.0,0.07453577735137523,0.06353505248153428,0.0,0.05425554326245433,0.09077986680277422,0.0,0.0,0.0,0.0,0.0,0.05594567509759635,0.0,0.1991153365756351,0.0
1543622400,0.0,0.016667098514443642,0.0440789907651715,0.0,0.45654191418392187,0.11745928349451476,0.0,0.17860041424360712,0.0,0.07223451396888184,0.0,0.0,0.0,0.13994768854777362,0.0
1546300800,0.0,0.0663359729483747,0.044067278647596714,0.0,0.04198636098727681,0.02779906693938389,0.0,0.08570959994692498,0.0,0.06734727547736952,0.019576862015956365,0.0,0.0,0.1650779479431358,0.0
1548979200,0.0,0.016664752166262734,0.06302926364342364,0.0,0.04199237340072179,0.09427782912850252,0.0,0.06433187381723536,0.0,0.01893578670491437,0.019777654336192885,0.0,0.004731490064609659,0.108090189808176,0.036940194453703404
1551398400,0.0,0.016339775701928058,0.04740268602455425,0.04991340190171866,0.09308770562508512,0.10033413072123078,0.0,0.0,0.09579629073099316,0.018773414289111074,0.020236340897447483,0.0,0.0,0.21266153825007675,0.015536944564380786
1554076800,0.053211090387046425,0.04035446014066828,0.04792737279066758,0.0,0.34640073692134843,0.04256085630431031,0.0,0.043097035853369436,0.09684632792218412,0.0,0.0,0.0,0.0,0.21481927986876717,0.0
