month,ratio_quantity.00L,ratio_quantity.00N,ratio_quantity.00P,ratio_quantity.00R,ratio_quantity.00T,ratio_quantity.00V,ratio_quantity.00X,ratio_quantity.00Y,ratio_quantity.01A,ratio_quantity.01D,ratio_quantity.01E,ratio_quantity.01F,ratio_quantity.01G,ratio_quantity.01H,ratio_quantity.01J
1514764800,0.002086375669519177,0.0,0.2022289086666878,0.04021395531481172,0.00791029683909629,0.14670021168230957,0.0,0.0,0.04016280741144874,0.2729458693130559,0.1774087378269271,0.18985813925093864,0.6593901676026998,0.0,0.33187430154025555
1517443200,0.06369372363307392,0.0,0.026017091489114467,0.0,0.0,0.0,0.0,0.23469148497753003,0.022937781705005194,0.01609958577468719,0.0,0.023675657116697824,0.16486109988017614,0.046211464897358064,0.2924863601881353
1519862400,0.024769397320604777,0.0,0.052002141252209935,0.11593126469042545,0.01531827189596663,0.0,0.24436879757464716,0.0,0.016663022991850223,0.016075710455764072,0.026979901058719495,0.14256933003844038,0.08220120249008624,0.0,0.1573296098871443
1522540800,0.05482474727748578,0.0,0.3149738347114423,0.018979896916141915,0.0,0.0,0.0,0.0,0.030112524654057404,0.01607582836812551,0.0,0.025062878222032528,0.08225278856769774,0.0,0.23834817803952923
1525132800,0.03200516824448685,0.0,0.06430230674984862,0.0,0.021333430307732094,0.0,0.12212728867389014,0.0,0.01663636506325405,0.016058506081891383,0.0,0.0,0.0820560740822078,0.0,0.11823952356743413
1527811200,0.0,0.0,0.07804557072545608,0.0,0.0,0.0,0.12209599712563893,0.00933720939331575,0.05687806344517495,0.17325129683243595,0.0,0.021477688313070717,0.16404881634623475,0.0,0.3737947530117568
1530403200,0.0,0.02956928374918196,0.0,0.0,0.021320086747174588,0.0,0.0,0.0,0.02024555355323984,0.02811482730182334,0.0,0.0,0.01209404395588332,0.0,0.26837491538535935
1533081600,0.030802341555558273,0.0,0.0,0.0,0.0,0.0,0.12175993917010643,0.0,0.006809472006344584,0.01599832733820624,0.0,0.10585564459824544,0.012074785333659615,0.0,0.1664284032669915
1535760000,0.02787804041010681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04692981267042402,0.01741649017995253,0.0,0.0,0.08173893073002868,0.0,0.08901327059958983
1538352000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011705126300342246,0.0,0.0,0.055895594740350246,0.011984188031086954,0.0,0.09778734125333763
1541030400,0.014824253829697234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514579762543566,0.043593422077673284,0.0,0.0,0.0,0.0,0.22745384142889835
1543622400,0.015962439300868554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3178000093556906,0.0,0.03154933095180431,0.0,0.0,0.10241213018820217
1546300800,0.010128562416164933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01602403837394819,0.3175832437325491,0.0,0.008503196036158704,0.0,0.0,0.08719515204034348
1548979200,0.024949092979545354,0.0,0.01165317283954965,0.0,0.0,0.0,0.0,0.0,0.01601756771866688,0.33352710710404776,0.0,0.03152592469403645,0.0,0.0,0.2168996321913808
1551398400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016014198440354337,0.0,0.0,0.0,0.0,0.0,0.10748281652030002
1554076800,0.024905357372275273,0.0,0.0,0.0,0.052065822234580804,0.0,0.0,0.0,0.0,0.413921071809908,0.0,0.008698190925962246,0.0,0.0,0.15717731519029166
1556668800,0.0,0.0,0.0,0.0,0.10457695906096633,0.0,0.0,0.012797068662142044,0.015979989052865327,0.0,0.0,0.0,0.0,0.0,0.049182007526875286
1559347200,0.0,0.0,0.0,0.0,0.052565115878514174,0.0,0.0,0.0,0.004553961532680636,0.0,0.0,0.031441927391346935,0.0,0.011420302856212419,0.1359144216291444
1561939200,0.0,0.0,0.0,0.0,0.0525157935984555,0.0,0.0,0.0,0.01595965399965835,0.0,0.0,0.0,0.0,0.005051797403682005,0.2062095020102942
1564617600,0.0,0.0,0.0,0.0,0.183277507699356,0.017466524561573493,0.0,0.0,0.0,0.0,0.0,0.0,0.07164858467832627,0.0,0.15662355702447664
1567296000,0.014714794248340516,0.0,0.0,0.0,0.052348187147889545,0.0,0.0,0.0,0.015907278268505614,0.0,0.0,0.0,0.0,0.0,0.20576520906861273
1569888000,0.0,0.0,0.0,0.01616898201126013,0.313954758611919,0.0,0.0,0.03173693657604635,0.015904308196805966,0.0,0.0,0.0,0.011745203485792381,0.0,0.15637777671504752
1572566400,0.0,0.0,0.0,0.0,0.13073803643197732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575158400,0.07526823178344143,0.0,0.0,0.0,0.13068193708562031,0.0,0.0,0.0,0.06374432991817547,0.0,0.0,0.031344761818946354,0.0,0.0,0.1931255823955273
1577836800,0.3690509408684001,0.0,0.0,0.0,0.13711192536197916,0.014135781271915612,0.0,0.0,0.031786631827681,0.0,0.0,0.0,0.0,0.026537461679950945,0.0
1580515200,0.01473231651452939,0.0,0.0,0.0,0.08616455776287489,0.0,0.048800148209404856,0.0,0.0,0.21399289129393576,0.0,0.0,0.03821902701636204,0.0,0.036814078561377576
1583020800,0.0,0.0,0.0,0.0,0.1431683334176191,0.0,0.048696298841810794,0.0,0.015847626983943267,0.21327931791194454,0.0,0.0,0.0637779098305895,0.05554063991861597,0.11013137042288766
1585699200,0.023745963008691317,0.0,0.0,0.0,0.22932024837808096,0.04383543515115217,0.09746003962479932,0.0,0.0,0.2133518020644154,0.0,0.0,0.0637458823529412,0.0,0.03671380258880408
