name,is.nbreak,is.tfirst,is.tfirst.pknown,is.tfirst.pknown.offs,is.tfirst.offs,is.tfirst.big,is.slope.ma,is.slope.ma.prop,is.slope.ma.prop.lev,is.intlev.initlev,is.intlev.finallev,is.intlev.levd,is.intlev.levdprop
00L,1,21.0,21.0,21.0,21.0,21.0,-0.0214896372856533,-0.0135774984205527,0.51219512195122,1.60422871189484,0.7231535831830591,0.8810751287117858,0.5492203961809771
00N,2,12.0,12.0,12.0,12.0,12.0,-2.73426359161592,-0.20574739747493598,0.702959652290324,16.0236836531698,4.35474824823994,11.6689354049299,0.7282305153735059
00P,3,9.0,9.0,9.0,9.0,9.0,-0.11119724011439501,-0.0187255519909379,0.518737311145112,6.08122466074811,2.43708138951943,3.64414327122867,0.599244967013005
00Q,2,14.0,14.0,14.0,14.0,14.0,-2.5653248597164704,-1.4488336956278798,0.907908124892567,4.3359386074901405,1.51040506573446,2.8255335417556804,0.651654416156792
00R,0,,,,,,,,,,,,
00T,2,7.0,7.0,7.0,7.0,7.0,-0.281388102550421,-0.0504920727928448,0.505855409514379,7.30211856536013,3.4082851085945296,3.8938334567656,0.533247087391488
00V,2,7.0,7.0,7.0,7.0,7.0,-0.530809817663629,-0.0923967147409317,0.592339739480887,6.275709072490491,2.69121333611584,3.5844957363746603,0.5711698383354411
00X,0,,,,,,,,,,,,
00Y,2,24.0,24.0,24.0,24.0,24.0,-0.61563242341283,-0.11506891611694699,0.667394856418705,5.965751675315301,3.1984284745506204,2.76732320076467,0.463868318927039
01A,1,9.0,9.0,9.0,9.0,9.0,-0.0241539900248061,-0.00788225348737427,0.5094339622641509,3.08850482110322,1.8083433497885,1.28016147131472,0.414492301442303
01D,2,10.0,10.0,10.0,10.0,10.0,-0.49738735967943,-0.0369761627082771,0.501929891654175,14.253095285558901,3.35264674195356,10.900448543605302,0.764777637784374
01E,1,24.0,24.0,24.0,24.0,24.0,-0.0811896255909673,-0.0117490502885606,0.526315789473684,6.99150353155977,3.9062977591030097,3.0852057724567596,0.4412792982982971
01F,0,,,,,,,,,,,,
01G,1,5.0,5.0,5.0,5.0,5.0,-0.0401605296519335,-0.0125168565535914,0.508771929824561,3.2486761405790494,0.9595259504188379,2.28915019016021,0.704640934061279
01H,2,12.0,12.0,12.0,12.0,12.0,-1.16787660068785,-0.9164219544832879,0.628077890990556,2.4422640103024,0.582818522027097,1.8594454882753,0.7613613763423829
01J,2,11.0,11.0,11.0,11.0,11.0,-0.16187973010829299,-0.0239958241281191,0.549156559572712,6.908042280891331,3.9602539446425897,2.94778833624874,0.42671834021670096
01K,5,10.0,10.0,10.0,10.0,10.0,-0.169689097436257,-0.0928985844201943,0.5798395621838279,1.99629494396593,0.240404778791651,1.7558901651742802,0.8795745190267069
01T,0,,,,,,,,,,,,
01V,1,9.0,9.0,9.0,9.0,9.0,-0.0565091106825282,-0.00504605820322024,0.5094339622641509,11.2551731781057,8.26019031193166,2.994982866174,0.266098337074017
01W,0,,,,,,,,,,,,
01X,3,11.0,11.0,11.0,11.0,11.0,-0.201977963220071,-0.0189349725731184,0.5169068779891179,10.930267783441401,5.8506032758312205,5.0796645076102,0.46473376574593395
