month,ratio_quantity.00L,ratio_quantity.00N,ratio_quantity.00P,ratio_quantity.00Q,ratio_quantity.00R,ratio_quantity.00T,ratio_quantity.00V,ratio_quantity.00X,ratio_quantity.00Y,ratio_quantity.01A,ratio_quantity.01D,ratio_quantity.01E,ratio_quantity.01F,ratio_quantity.01G,ratio_quantity.01H,ratio_quantity.01J
1514764800,0.9764979991380902,2.0292619973233066,1.4401260218822693,0.1514478122190472,0.0,4.333022482506942,1.6630045627114982,0.0,4.4383276924105015,0.5902993851771029,4.023961721871375,0.3358314041364532,8.71200978297366,1.7394587323435668,1.2870792785338505,10.605624058597733
1517443200,0.4763214464845635,0.8072893779892116,3.3403573578966275,0.23783773420778537,0.821672895522733,1.6351943695174196,0.1125925217135286,0.0,5.710928076613615,0.6400779531337264,2.864465477646857,0.49656699222204703,2.727641857093809,1.7404860217741287,1.8827059553618002,8.157639387042936
1519862400,1.7200831621292456,1.8186654227509218,0.39299472434899596,0.8764921672586261,0.0,2.3482524674248113,2.4715895471886866,0.43303648934546013,3.6525521321347223,0.6150268819318291,4.053128150134048,0.0,8.636178076758801,0.32731174867296897,3.5087019319852284,8.846347566115421
1522540800,0.5221717067649981,1.7453181456616502,2.2363836613091803,0.7231549381093342,1.1072876131988894,4.154183419645543,0.43020627402526096,0.0,4.992371090795809,0.20818341832926027,2.817368254104334,0.0,5.032995899577762,1.6500702781415173,1.7849093204668718,11.835458671126135
1525132800,0.42445608989426914,4.075268144019647,0.576061414750243,1.0941795877807665,0.8829379319894304,3.575676170157745,0.06762573815882973,0.0,2.729756785005461,1.357082518024004,3.8879566129861227,0.9031506456241034,8.767938333434817,0.8357962007247169,2.214116059254323,9.638549640496771
1527811200,0.06015908993188001,1.242469719030755,0.0,0.3177291941197612,0.6321501438811582,1.69596488564414,0.8960850474335001,0.0,2.4979217171519563,0.6173537584796163,1.811759501195267,0.0,10.17263999452567,1.451782411047679,1.045372977807937,8.728904216459432
1530403200,0.07693874544634283,4.459447547160223,1.9397600563330692,0.30302083392709545,0.9052425925712511,4.592271207554234,0.3635868029585307,0.0,2.156690705973866,0.2083246102013634,1.8901241341589006,0.0,2.9638636484525205,0.5627261564548782,2.0210276766362574,10.267908205202593
1533081600,0.3601238546739116,1.227870305130793,1.591111244069658,0.27004806816110805,0.687081603390592,2.265190124364156,0.0,0.0,2.7376203415239746,0.4840323333829002,2.4264697875463503,0.0,3.6579310475670095,0.27014992859673403,1.229870032253195,7.862003537429751
1535760000,0.6259545156486513,0.4108430691906918,0.2542874028628417,0.0,0.788175369764191,2.4999019787792425,0.39977532363051266,0.0,3.9192165785410147,0.33481321786643436,1.836177702590413,0.36991900415730866,13.913271845395984,0.30347910089749863,0.9296394310695152,6.288006816262513
1538352000,0.2639416776487174,1.8474397995432634,1.3687320301450256,1.1279329910681288,0.0,2.251028534258176,0.6858247420167779,0.0,1.3446960238785495,0.18177154117435468,3.8115648290585535,0.17525659196408183,0.5857112343210326,1.4198702896079296,2.327347412564159,6.800985058074004
1541030400,0.15945486198378006,4.028092794946759,0.13781198621335503,1.0692255737332426,0.0,4.961148721016625,2.596892342329172,0.0,3.9999666827544322,0.373100791347792,2.1586809673615512,0.0,7.638590759025927,2.4019635587240127,1.9745186238393773,9.11712967758253
1543622400,2.3643053874787467,0.0,0.42317512482274994,0.22233277715349425,0.26577636682276556,3.0229715702521798,1.6400697843163032,0.0,1.4760215292032095,0.39105646653945547,1.9420357982743004,1.4015751887369925,7.500074624606445,0.41306623993303127,2.8723794156824995,2.638019783501307
1546300800,0.4421106837266564,1.8718598664730761,2.5476425224109547,0.0,0.9427162352400379,4.962855025409371,1.8939741098432272,0.0,3.4075716682329733,0.8770351023765091,3.4882537834196743,0.7181988856934043,3.965279700442527,2.3263780506705976,2.2481166031003936,5.517495922923699
1548979200,1.02792172012465,1.8678870428104326,0.0,0.3330594047066023,0.8797544288963947,3.711330385749071,0.510742107261417,0.0,2.645025582144089,0.480848170289337,1.3683496332518337,0.0,4.568469086153591,0.20918580143007182,1.7060874432221818,3.593515130719543
1551398400,0.11991954381649872,0.514167733188033,0.399646466957933,0.3877008664550049,0.2767905713777248,2.2298082498639964,0.0,0.4206948158953993,3.288649637441043,0.8127331477973448,3.892020042663816,1.016045305663919,3.3167622421463694,1.028846432725028,3.424839947484449,4.493297053742916
1554076800,0.1798885639648347,0.2210906316482626,3.0676688282883755,0.22164502800685043,0.2250436869237747,5.668322034819237,1.2663044989089285,0.0,1.1452906812436363,0.39514610558244867,2.122521227734183,0.3675936087568946,1.5260481765921812,1.4022998469254235,1.6645090161263556,2.1748549457811417
1556668800,0.5454604533158078,1.7120317456297531,0.7498836349813096,0.16670156151134413,0.4242840421381195,1.3549234129378973,1.2467773245933478,1.1581143353924575,0.6219053696076726,0.4698667666262851,1.8920096015850232,0.33118233800745006,0.0,2.102154815836123,2.007617135166362,3.092886622689869
1559347200,0.11976963325198312,0.853999519242934,1.4414069884885958,0.0,0.0,3.033569268750119,0.0,0.0,1.260699356074799,0.2227357043271848,2.55289860893831,0.12955961449074646,1.2937474291655051,0.5914954579470707,2.470390259937757,3.085021685532781
1561939200,0.34093640503485556,1.2074566291196804,1.2184065371391575,0.33785182721255663,0.0,2.7193098285084396,0.8499647400610141,0.7738589929453361,2.475345905396957,0.5590603274683066,1.7967768312307033,0.06627351667686296,0.7425642183876893,0.5121883533734611,3.0537634943443495,5.282074108250296
