name,is.nbreak,is.tfirst,is.tfirst.pknown,is.tfirst.pknown.offs,is.tfirst.offs,is.tfirst.big,is.slope.ma,is.slope.ma.prop,is.slope.ma.prop.lev,is.intlev.initlev,is.intlev.finallev,is.intlev.levd,is.intlev.levdprop
00L,2,13.0,13.0,13.0,13.0,13.0,-10.3557130152744,-0.662610728233916,0.602240743393217,25.984365818521105,8.78906123496375,17.1953045835574,0.661755792065585
00N,2,13.0,13.0,13.0,13.0,13.0,-8.57976209465693,-0.314429562818044,0.502729675911674,44.08514654754829,9.9524406192661,34.1327059282822,0.7742450371911129
00P,3,11.0,11.0,11.0,11.0,11.0,-0.544044673401885,-0.023328155865947005,0.5170868456832121,24.2229139449192,7.388769260907989,16.8341446840112,0.694967778124902
00Q,0,,,,,,,,,,,,
00R,1,5.0,5.0,5.0,5.0,5.0,-0.264419578389484,-0.0152654463425777,0.508771929824561,17.5858638686869,2.5139479004862904,15.0719159682006,0.857047232978837
00T,2,6.0,6.0,6.0,6.0,6.0,-1.4367810393943403,-0.0605138823884195,0.504412892267286,35.348901998969204,6.86467684492607,28.484225154043102,0.8058022609832058
00V,3,5.0,5.0,5.0,5.0,5.0,-0.701474622133946,-0.0292192740204266,0.5015367013593929,24.7087316690941,9.32357476520467,15.385156903889401,0.6226607302200511
00X,1,5.0,5.0,5.0,5.0,5.0,-0.206210610963425,-0.0159107759867679,0.508771929824561,13.166647684235,1.41264285931975,11.7540048249152,0.8927105142327779
00Y,2,11.0,11.0,11.0,11.0,11.0,-7.35320869273283,-0.280541846621815,0.544654924555931,33.5639461683628,6.562597750451911,27.0013484179108,0.804474786202649
01A,2,13.0,13.0,13.0,13.0,13.0,-0.967160003919378,-0.131756384703759,0.540693925708966,8.30767717197875,1.15272345097127,7.15495372100749,0.861245998477249
01D,1,8.0,8.0,8.0,8.0,8.0,-0.24036073216417997,-0.012639460303338002,0.5185185185185189,19.2570534069852,6.27757387011951,12.9794795368657,0.674011712101167
01E,15,2.0,2.0,2.0,2.0,11.0,-15.6068568099116,-1.39206452288174,0.918683956559898,17.697577725907102,0.7093015091842858,16.988276216722802,0.9599209835283871
01F,2,8.0,8.0,8.0,8.0,8.0,-3.65204401423721,-0.0603930385313408,0.528383423366518,64.12331856920079,1.9177408114455,62.2055777577553,0.9700929263451031
01G,1,7.0,7.0,7.0,7.0,7.0,-0.12604383980019,-0.0113245755204978,0.509090909090909,11.256159893337701,4.32374870432726,6.93241118901045,0.615877106819849
01H,1,34.0,34.0,34.0,34.0,34.0,-0.408985569930024,-0.0194664569255373,0.535714285714286,21.4187446387974,9.96714868075672,11.4515959580407,0.5346529944288859
01J,2,14.0,14.0,14.0,14.0,14.0,-2.37509475801058,-0.0646376985092435,0.5093774567293979,53.8972370085065,11.932574969191,41.9646620393155,0.778605070844212
01K,1,5.0,5.0,5.0,5.0,5.0,-0.35128857462465396,-0.0134131417958068,0.508771929824561,26.5411686170822,6.5177198634769296,20.0234487536053,0.754429808366386
01T,1,4.0,4.0,4.0,4.0,4.0,-0.682389255259777,-0.0125752195248236,0.517241379310345,54.9469890829395,15.3684122778724,39.5785768050671,0.720304742182058
01V,1,2.0,2.0,2.0,2.0,2.0,-0.6927098104169971,-0.0112667823545727,0.516666666666667,62.175197766337604,20.6126091413178,41.5625886250198,0.6684753747180239
01W,2,2.0,2.0,2.0,2.0,2.0,-1.31063999979555,-0.0346529853373889,0.523229344412935,39.1324896048116,9.07362504477226,30.0588645600393,0.768130647030016
01X,3,2.0,2.0,2.0,2.0,2.0,-1.3169630985112901,-0.0294570464862237,0.532294065305634,46.024877014021904,11.387099550597599,34.6377774634243,0.7525881590704
01Y,1,2.0,2.0,2.0,2.0,2.0,-0.253025957547147,-0.0132297235958185,0.516666666666667,19.3785923924438,4.1970349396149995,15.1815574528288,0.783418998933508
02A,15,2.0,2.0,2.0,2.0,14.0,-29.9510140934632,-0.82009665007789,2.13006256931897,34.369725057031005,20.3086291414127,14.0610959156184,0.40911284254634706
02E,1,17.0,17.0,17.0,17.0,17.0,-0.6955618337118161,-0.0174942738655952,0.5111111111111111,40.4549619125988,9.15467939556708,31.300282517031697,0.7737068838342901
02G,1,3.0,3.0,3.0,3.0,3.0,-0.46497517522246207,-0.0129942404635508,0.508474576271187,36.2481497691305,8.814614431005289,27.4335353381252,0.756825810775259
02H,2,8.0,8.0,8.0,8.0,8.0,-1.14788219170067,-0.0480659405326672,0.513988831833572,25.029287173686498,9.39631064919563,15.6329765244909,0.624587365033949
02M,18,2.0,2.0,3.0,3.0,13.0,-26.9349382671957,-0.9050255386892809,1.03631516466302,29.6431315059076,3.6520631652699502,25.9910683406377,0.8767990094250959
02P,1,2.0,2.0,2.0,2.0,2.0,-0.22329432143899802,-0.0153883383788408,0.516666666666667,14.7339137230783,1.33625443673839,13.3976592863399,0.909307570150532
02Q,1,8.0,8.0,8.0,8.0,8.0,-0.335187501115457,-0.015276299178613001,0.5185185185185189,22.2768565661416,4.17673150590693,18.1001250602347,0.8125080397449301
02T,1,5.0,5.0,5.0,5.0,5.0,-0.4028265137594961,-0.00679919200884546,0.508771929824561,59.6490594831235,36.6879481988322,22.961111284291302,0.38493668606439096
