name,is.nbreak,is.tfirst,is.tfirst.pknown,is.tfirst.pknown.offs,is.tfirst.offs,is.tfirst.big,is.slope.ma,is.slope.ma.prop,is.slope.ma.prop.lev,is.intlev.initlev,is.intlev.finallev,is.intlev.levd,is.intlev.levdprop
00L,0,,,,,,,,,,,,
00N,0,,,,,,,,,,,,
00P,0,,,,,,,,,,,,
00Q,4,3.0,3.0,3.0,3.0,5.0,0.14050810502177802,0.0140816670668875,0.50962240979823,9.87166477475073,14.007318024695401,-4.13565324994465,-0.418941824333685
00R,1,3.0,3.0,3.0,3.0,3.0,0.106536115090355,0.011129625898017002,0.508474576271186,9.46576362495185,15.7513944152828,-6.285630790330971,-0.6640384272603199
00T,1,3.0,3.0,3.0,3.0,3.0,0.06091768203482499,0.00446396429043668,0.508474576271186,13.585625630449,17.1797688705036,-3.59414324005468,-0.26455485656834604
00V,4,3.0,3.0,3.0,3.0,3.0,0.10463502938678698,0.00995403376209481,0.501613469510312,10.3819516906122,14.7624872038782,-4.380535513266049,-0.42193757434135604
00X,1,10.0,10.0,10.0,10.0,10.0,0.0664773673228774,0.0065337557110046705,0.5192307692307689,10.107972101443,13.564795202232599,-3.45682310078962,-0.34198977461524005
00Y,1,3.0,3.0,3.0,3.0,3.0,0.0422097032611878,0.00310483880338756,0.508474576271186,13.5526034043097,16.0429758967197,-2.49037249241008,-0.183756022228036
01A,1,3.0,3.0,3.0,3.0,3.0,0.0512131244834098,0.00509235346362037,0.508474576271186,10.0056544612557,13.0272288057768,-3.0215743445211802,-0.301986677255491
01D,1,3.0,3.0,3.0,3.0,3.0,0.0411510057820436,0.00314629682338252,0.508474576271186,13.0380363983494,15.46594573949,-2.4279093411405697,-0.186217407818246
01E,1,16.0,16.0,16.0,16.0,16.0,0.0319054907192309,0.0025295981009018603,0.5217391304347829,12.5809640033936,14.0486165764782,-1.4676525730846202,-0.11665660697294197
01F,3,10.0,10.0,10.0,10.0,10.0,0.159065812295823,0.0093615919152047,0.5141829681108729,16.7458021228239,21.386148716184604,-4.64034659336064,-0.27710506545613695
01G,4,3.0,3.0,3.0,3.0,33.0,0.7039847001541341,0.0535819552671942,0.533146791622335,13.0423034250775,15.6831697351305,-2.6408663100529903,-0.202484655047603
01H,1,3.0,3.0,3.0,3.0,3.0,0.0781590563257432,0.00810898336431946,0.508474576271186,9.56041742289763,14.1718017461165,-4.61138432321885,-0.482341316203869
01J,1,10.0,10.0,10.0,10.0,10.0,0.122807955770777,0.00651898610803331,0.5192307692307689,18.7156975626627,25.101711262743102,-6.3860137000803805,-0.341211631503402
01K,1,3.0,3.0,3.0,3.0,3.0,0.0313672966310452,0.00316592829737953,0.508474576271186,9.876404985201159,11.7270754864328,-1.8506705012316698,-0.18738301072148397
01T,1,3.0,3.0,3.0,3.0,3.0,0.14802628479279098,0.0092893743431716,0.508474576271186,15.786984979082199,24.5205357818569,-8.73355080277468,-0.5532120803526851
01V,1,3.0,3.0,3.0,3.0,3.0,0.0829400320716342,0.00591391338192675,0.508474576271186,13.941619800864599,18.835081693091,-4.89346189222642,-0.350996653338871
01W,1,10.0,10.0,10.0,10.0,10.0,0.0638909877968514,0.00556717167933567,0.5192307692307689,11.412490822737801,14.7348221881741,-3.3223313654362796,-0.291113606752436
01X,1,3.0,3.0,3.0,3.0,3.0,0.133333002217033,0.00707144211082624,0.508474576271186,18.7218029272567,26.5884500580617,-7.86664713080497,-0.42018640840151505
01Y,1,3.0,3.0,3.0,3.0,3.0,0.10756217949006099,0.0104236611457227,0.508474576271187,10.211478125671698,16.557646715585403,-6.3461685899136295,-0.621474042426758
02A,2,3.0,3.0,3.0,3.0,3.0,0.116992968789659,0.007510085974237241,0.512093478455007,15.4611201434962,18.2026423157987,-2.7415221723024903,-0.17731717668953798
02E,4,3.0,3.0,3.0,3.0,3.0,0.113774875698286,0.00966691676026119,0.510563268310923,11.664412493099599,15.452724357503099,-3.7883118644034397,-0.324775196920077
02G,1,3.0,3.0,3.0,3.0,3.0,0.0835416355628181,0.00697152298749106,0.508474576271187,11.899727402309699,16.828683900516,-4.9289564982062695,-0.41420751346367607
02H,1,3.0,3.0,3.0,3.0,3.0,0.0599957364532738,0.0043251287079823795,0.508474576271186,13.8114380413547,17.3511864920979,-3.5397484507431605,-0.25629108570333603
02M,1,2.0,2.0,2.0,2.0,2.0,0.0740072779081974,0.0062601736170378895,0.516666666666667,11.747913715908501,16.1883503904003,-4.44043667449185,-0.377976616263262
02P,1,3.0,3.0,3.0,3.0,3.0,0.118988432238013,0.00727680266531485,0.508474576271186,16.232758029869,23.2530755319118,-7.02031750204276,-0.43247841735366604
