month,ratio_quantity.97R,ratio_quantity.99A,ratio_quantity.99C,ratio_quantity.99E,ratio_quantity.99F,ratio_quantity.99G,ratio_quantity.A3A8R,ratio_quantity.B2M3M,ratio_quantity.D2P2L,ratio_quantity.D4U1Y,ratio_quantity.D9Y0V,ratio_quantity.M1J4Y,ratio_quantity.M2L0M,ratio_quantity.W2U3Z,ratio_quantity.X2C4Y
1514764800,8.646598241473743,15.895760817034214,16.548031323385633,9.4514628376678,9.456776364551157,11.039216311265525,7.84072107496659,6.54578156813807,9.364434626317335,6.067788939134171,8.649144664510072,4.938492952836295,9.007043192590707,7.472558786034325,13.034580801724054
1517443200,8.140912048946428,14.445156717919023,14.332955749625462,8.963971729012238,8.872188581314877,10.218171775752554,7.068376304566098,5.860958205089119,8.541117878346434,5.2867948917733445,7.919602281392012,4.425773540459667,8.103318828762644,6.7481838244250065,11.832244959816505
1519862400,8.716823090120094,16.251187485684458,16.221600774981265,9.685151826148115,10.341602651083086,11.314019823437548,7.611645910281986,6.485488605756136,9.349786764106758,6.087578377411983,8.789561564740769,4.940047056580124,9.129454290198037,7.365469399007157,13.37741963936376
1522540800,8.533053643803129,16.111056909348797,15.388692418053386,9.595731405581015,9.549220615082152,11.171640402859342,7.485618897568304,6.24166761558019,9.179526013004523,5.93251713880839,8.7645422673283,4.83458363958645,8.828834275465269,7.196716413371234,13.418842460889977
1525132800,9.051949221211846,16.772042720427205,16.84407693361963,10.253066605525621,10.387983629747211,11.53461979852935,7.887225164581106,6.824616121633357,9.806879188535637,6.102257771611046,9.158680355106126,5.023716499886547,9.272011210979027,7.500915270733604,13.573607501977182
1527811200,8.994045358925032,16.3821335577855,16.442034975862178,9.727612528105173,9.936132568074916,11.310931066542702,7.845245575848908,6.51895857550247,9.776487819043828,6.110978113046092,8.959580724286603,4.952253547465941,9.193931602781918,7.443026465547687,13.379210938329559
1530403200,9.124133540048705,17.138997551571777,16.778538802367336,9.86862107571189,10.022589914869988,11.65253674928731,7.926298240242809,6.749175563946404,10.051851536549105,6.281084243865829,9.24885996542266,5.086561476535802,9.682670471673463,7.6583978434264965,13.580411340185242
1533081600,9.02539717314361,17.979117876658854,17.236034754702185,10.279809482293505,9.998383881915636,12.858823155418504,8.209694592783526,6.961834818203708,10.42319625785519,6.370041992455593,9.28266032675403,5.264611863135876,9.757380260825752,7.584197655445735,13.805923011676388
1535760000,8.758427429916436,16.190393924940576,16.255204896584676,9.691969510976623,9.617041440510036,11.580883327238132,7.666781669910913,6.394692815456997,9.647129341857157,5.873105367954816,8.85068844773384,4.938846045029262,9.015961338403224,7.2855399317051655,13.462410109661139
1538352000,9.443490647105154,18.354804968564935,17.002670743303806,10.574648671211907,10.97185434028899,12.527525004642772,8.684366457799854,7.192560382142125,10.727990438146758,6.5555131154676385,9.796331749186225,5.490720180244643,10.055443094241246,8.013131237489599,14.106350221037752
1541030400,9.410861418517838,18.48979879566796,16.60415103775944,10.553788667512867,10.388687634232072,12.426912230949386,8.30931382116773,7.020722117213547,10.55659549598875,6.341998617444304,9.499900808877822,5.375979027482148,9.564357029352681,7.862898101826772,14.300205348969548
1543622400,9.359635942436444,17.982639750747424,16.42427794512519,10.071311729549999,10.781105345878096,13.290357466615067,8.17611458607429,7.045871705508401,10.328775551202849,6.403378653124355,9.455702773640478,5.509782665315595,10.162138842618667,7.730076392336244,14.006975379294687
1546300800,9.729599919711537,18.756076557682146,16.74176083717888,10.806980561678124,11.114819041057551,13.097406999406827,8.606411683987428,7.327975307930879,11.178127836477445,6.547322741591649,9.552769120696551,5.708764632759708,9.884547211088577,8.166814116348622,14.462703047939897
1548979200,8.26472933145811,15.60913165649551,14.764619378733135,9.59787772751842,9.885857895501585,11.819931068022752,6.699471379354692,6.400657332622811,9.212527152814904,5.912101280934198,8.603396511369986,5.134400483237695,9.01965787092222,6.877365706250405,12.940136687783783
1551398400,9.397177087286865,16.724125826321846,15.523428037434055,10.950228174180069,10.471514250950243,12.697741978080021,6.91811402317122,6.9866640760761305,9.80359860071846,6.192509855453352,9.363719026638465,5.61226038929302,9.980576721948301,7.298425945421724,13.526489656676773
1554076800,9.628204554606054,17.70661252364912,16.205508512991603,10.500822096826312,10.198751810628455,12.760408417540413,6.5011197648628825,7.205110428840252,10.092103375869712,6.775011272739673,9.344158432153545,5.4782698882037675,10.04027251599758,6.374558714223385,13.073717869438212
1556668800,10.078888370004172,18.753551110160043,16.727967821423395,11.458765831656567,11.137008348719162,13.739047820120348,6.7840019273703245,7.453182594067732,11.008113509223957,6.795991551065835,9.725966769209908,6.058621414362591,10.774448256805591,6.809483553033322,14.530698913121721
1559347200,9.613853681225793,17.316512281077046,15.328064028392681,10.05514914369967,10.232808504911853,12.69566776154499,6.172412988583929,7.084119468869031,9.864771436244634,6.0657475605282665,9.372095612438525,5.562383527222781,9.948835694253553,6.3303896645925,13.463311520384995
1561939200,9.843621222604211,18.279966780474293,15.946885925041494,10.891457090773937,11.233416185157688,13.028835257967776,6.661895900202852,7.398750046927578,10.207490733862377,6.374960494887316,9.322810947861447,5.838654642944189,10.431584751915132,6.776981990327045,14.223484933625238
1564617600,10.861818591017965,18.902837641688187,17.77781794682923,11.119279544201438,11.13744967453061,13.605012372979518,6.517512685361886,7.983716692561761,11.376113930791371,6.88962521243325,10.562494862011775,6.171932402645112,10.944587452663615,6.415821266760364,14.585046115970552
1567296000,9.724750990682235,17.61888312758266,15.608430989436446,11.084352665329533,11.076059910682137,12.228182196229948,6.387482570155822,7.595725875185454,10.360103671679143,6.299588229386359,9.480347683219275,5.813252894964953,10.360273872276071,6.235467650279436,13.982934708861102
1569888000,10.69138834549427,19.752132259618293,16.51140234137099,11.645562468661499,11.773564609385504,13.68549695526665,6.807554004931173,8.044598122927104,11.047465742893635,7.02394155278608,10.303978205904773,6.256853449573665,11.067315622200292,6.76360226239451,14.817224322232569
1572566400,10.187932563380182,17.92259948886454,15.763409045806346,11.268182026649917,11.559356677962455,13.251837605711726,6.425726035867514,7.751657542564209,10.577541449029843,6.378906548268017,9.814983851428329,6.145435511699589,10.50270416494715,6.394871366748926,14.090887683312742
1575158400,10.478491611139468,18.846612801850952,16.199258998837117,11.52869835002115,11.721040316290576,12.985918312515475,6.634631184853908,8.084890865217275,11.016877385683244,6.74578216687777,10.02098184441665,6.0161973800461945,11.143863969093934,6.4840957529579235,15.032182995809816
1577836800,10.579546448116686,19.0055711320686,17.287443738088694,11.547490641456756,11.998365081584584,14.600770069474802,6.819297921072347,8.152700441347728,11.231435473740918,6.874470642025339,10.211865834348067,6.25326849035137,11.189748644652543,6.707128737336291,15.36606196187961
1580515200,10.132958263349817,17.209240578381788,15.398746488005184,10.407345034843818,11.181447080399929,13.35741212644525,6.2535901675138375,7.509712437496514,10.216503015020624,6.19062480494351,9.549609995466886,5.910296653469418,10.613084414113215,6.142928104675832,13.360958673983653
1583020800,10.750115607039621,19.639753199883025,16.1444948037861,11.972589812030334,12.030770388607861,14.119505132929719,6.952187025590379,8.584479706434646,11.490866927033343,6.960250125025103,10.69862592190159,6.596506915444077,11.940921376139023,6.710167024475673,14.86700067607803
1585699200,10.69542575575595,19.185183302900835,16.54540870536116,11.686889914425212,11.66298333629075,13.535639639260198,6.61630842312052,8.073378364518158,11.220464422573771,6.588775905614041,10.142226675942577,6.464208117659175,10.705189351847299,6.549519480853024,14.902892848670405
1588291200,10.474541169749342,18.898731599464718,15.808033723805279,10.97650759654641,11.489860937701813,13.1564394398243,6.318617305609998,7.97269969171706,10.779911705148232,6.387852232755728,9.56215006810785,6.0899309994056505,10.852075801267551,6.2309955785475095,14.38605531719448
1590969600,10.886991669612469,19.84123374083218,16.231792701321506,11.251074382494258,11.626467437817238,13.724385272881436,6.6757822636653215,8.357492987250172,11.521730764850993,6.588627261255777,9.998695221081864,6.491999587870689,11.062329855701899,6.512743724741991,14.641035700274612
1593561600,11.337443379736504,20.861095940287644,16.61611024600124,11.975141282723898,12.573845110888724,13.851742655575444,6.879888719898833,8.757305513819095,12.103495342269301,7.081872227118547,10.536187710786875,6.864845468826805,11.613938298863768,6.733991255541903,15.43200190097874
