month,ratio_quantity.00L,ratio_quantity.00N,ratio_quantity.00P,ratio_quantity.00Q,ratio_quantity.00R,ratio_quantity.00T,ratio_quantity.00V,ratio_quantity.00X,ratio_quantity.00Y,ratio_quantity.01A,ratio_quantity.01D,ratio_quantity.01E,ratio_quantity.01F,ratio_quantity.01G,ratio_quantity.01H
1514764800,0.03693898910299821,0.038238480657701863,0.024634269083640383,0.0744435345790218,0.0,0.01620477651992701,0.004911422495297313,0.054606613953082,0.007861913353852928,0.06819707906664428,0.034368690123297685,0.07653012417012647,0.00763102469399591,0.0036803403578762966,0.04013634005977227
1517443200,0.0338481326600632,0.012736987575068618,0.02816891489818697,0.0457828291499273,0.005776373477203541,0.009714428192565872,0.009814024240639872,0.049088053058731124,0.007849755676354573,0.052440722318509235,0.008584980576481447,0.04780548902624999,0.0,0.014702314879477775,0.024699514963274903
1519862400,0.021528657718946454,0.0,0.0035217963979066445,0.05147475163432337,0.0,0.0032380903038623935,0.009807479183625433,0.021810726515300225,0.003920446303607202,0.026213487888057916,0.0,0.03345840403412757,0.007627066935139422,0.007336730239434193,0.012352846713525135
1522540800,0.009226255462712087,0.006363549587960164,0.007043146314321533,0.03428845736230326,0.005771772569073688,0.009704058560758726,0.004903114458303916,0.010903222992716647,0.0,0.031431467613801556,0.008573020703845,0.01910429512315106,0.0,0.0,0.009260888489641697
1525132800,0.006145356108023069,0.006362415936579437,0.0,0.034265937944386385,0.0,0.0032324799586242563,0.0,0.005447602237874998,0.0,0.01046386304896042,0.0,0.004782400765184123,0.0,0.0,0.0061697546288584084
1527811200,0.003071234206178094,0.012716417530853208,0.007041212215094949,0.017113617305289822,0.0,0.0032303915234526423,0.0,0.0,0.0,0.010456559530500474,0.0,0.009565030249408165,0.007603232894626796,0.0,0.006168746048147066
1530403200,0.009207057516488308,0.0,0.007041633659008888,0.011400233704790947,0.0,0.0,0.0,0.0,0.0,0.010446864634751498,0.0,0.004780754594305165,0.0,0.0,0.003083060739379626
1533081600,0.0,0.0,0.0,0.01139055950428285,0.0,0.0,0.009766006484628305,0.0,0.0,0.005217586396708745,0.0,0.004781051735760832,0.0,0.0,0.0
1535760000,0.0,0.0,0.0,0.005689317737016977,0.0,0.0,0.0,0.0,0.0,0.0026068685773275417,0.0,0.004778515792994695,0.007578628268283441,0.0,0.0
1538352000,0.0,0.006343567622430856,0.007036653930323054,0.011370937022065304,0.0,0.0032202074457636553,0.0,0.0,0.0,0.0052130984311180295,0.0,0.0,0.0,0.0,0.0061579956955610075
1541030400,0.0,0.0,0.0,0.005680527152919791,0.0,0.0,0.0,0.005422758231746995,0.0,0.002604831441357431,0.0,0.004750413285955879,0.0,0.0,0.003077557527244078
1543622400,0.0,0.0,0.0,0.011350608960170712,0.0,0.0032116750812553785,0.0,0.005419613581551636,0.0,0.0,0.0,0.009490232178530247,0.0075684185032695575,0.0,0.003076326742816009
1546300800,0.0,0.01268061957507244,0.0,0.005671570684785445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009491538293611244,0.0,0.0,0.003075787401574803
1548979200,0.0,0.0,0.0,0.005665144631142436,0.0,0.003203895937459951,0.0,0.0,0.0,0.0026003135978198977,0.0,0.004739920558931431,0.0,0.0,0.0
1551398400,0.0,0.012671540986099322,0.0,0.0,0.0,0.003200102403276906,0.0,0.0,0.0,0.0,0.0,0.014220233496234008,0.0,0.0,0.0030746809249870104
1554076800,0.0,0.0,0.0,0.005652240265429201,0.0,0.0,0.004860007484411527,0.005400588664164394,0.0,0.0,0.0,0.014228056779431921,0.0,0.0,0.006148057521226171
