,cost_savings_10,cost_savings_20,cost_savings_30,cost_savings_40,cost_savings_50,cost_savings_60,cost_savings_70,cost_savings_80,cost_savings_90,pct_id,stp_id,regional_team_id,month,numerator,denominator,calc_value,percentile
827,26.84938,8.844367506937441,-13.313979745553159,-32.04602872983213,-58.64065076973789,-81.81350764185136,-112.50256955370244,-143.34339415549437,-197.50776381952426,01J,QYG,Y62,2023-04-01,26.84938,170.638,0.15734701531897935,0.22857142857142856
828,41.45574965673979,19.01560559575004,-8.536312447669026,-50.59811002850899,-83.20280168183254,-117.11222547150712,-156.07272324103502,-186.68945518010156,-266.7381522616361,01J,QYG,Y62,2020-04-01,58.38393,167.954,0.34761857413339364,0.26666666666666666
829,41.13401835257195,18.36267547979253,-0.26264262141875605,-28.132387300313113,-75.28738528756315,-102.10830758159867,-145.19587058488457,-183.24772073929898,-239.18046621774306,01J,QYG,Y62,2020-02-01,58.46051,167.71599999999998,0.3485684728946553,0.29523809523809524
830,90.9645,64.2774029297041,48.884964032419745,20.499017190837478,-0.6726878880428018,-22.04589704328548,-41.892509938063384,-72.66938401988942,-125.30148913386675,01J,QYG,Y62,2023-01-01,90.9645,170.42000000000004,0.5337665766928763,0.49523809523809526
831,91.00921,73.94719802758522,55.264949351289744,30.082014669075605,-1.4277957271544182,-24.139474094018922,-53.637094146919935,-94.30455799529372,-141.79113502491796,01J,QYG,Y62,2023-03-01,91.00921,170.58700000000002,0.5335061288374846,0.49523809523809526
832,325.8554657865119,287.1221607145106,236.5148694656574,207.3146758670869,167.5678709140025,114.67816177848769,77.095004178203,48.22723069056195,-30.476479662340694,01J,QYG,Y62,2018-05-01,344.26004,165.22799999999998,2.0835454039266956,0.8857142857142857
833,52.21966816134905,28.284127225881697,3.597447453226046,-15.813156547868807,-64.41919687555236,-89.88665010971562,-124.64037830946407,-169.86008537943488,-226.03892804553865,01J,QYG,Y62,2021-01-01,58.45732,168.15900000000002,0.34763122996687656,0.3142857142857143
834,175.0105192704529,137.96107797636014,118.7022427604967,70.24269761379703,21.248990991217966,-19.171121464417297,-47.43503297366399,-84.34246450712399,-184.09327120649536,01J,QYG,Y62,2019-05-01,196.09227,166.60299999999998,1.1770032352358604,0.5428571428571428
835,123.70021,103.14327546755385,87.24586842683408,61.945032524001334,33.62527058467053,7.475360872641488,-10.160972131068576,-35.215459020145744,-79.2792024261226,01J,QYG,Y62,2023-05-01,123.70021,170.776,0.7243418864477443,0.638095238095238
836,258.05801555266197,224.33860573226048,192.0226078037179,150.3280753810994,90.67322220943154,62.86783166259397,31.901332791346704,-5.684341886080802e-14,-79.26066907464445,01J,QYG,Y62,2018-10-01,285.72456,165.909,1.7221763737952733,0.8
837,74.5541702572525,52.7486591989071,11.471382575813323,-14.902498595368613,-61.50844756766858,-119.15454340851525,-158.01509217429393,-186.5910448505957,-291.3569496400662,01J,QYG,Y62,2018-06-01,111.23432,165.35199999999998,0.67271227442063,0.3523809523809524
838,79.8584344915855,68.69615398524911,44.44145142569752,21.230609969726913,-5.450604109230952,-29.19335847009424,-48.36894631433847,-102.74288083533742,-156.0025150469184,01J,QYG,Y62,2022-08-01,90.73446999999999,170.29400000000004,0.5328107273303814,0.47619047619047616
839,45.44093899124415,22.393561604567623,1.4509848628957798,-18.261349438019494,-49.934502035135296,-85.36940791748518,-119.789043775051,-159.97622990187824,-205.08231235581272,01J,QYG,Y62,2021-04-01,58.499179999999996,168.62499999999997,0.34691878428465533,0.3047619047619048
840,63.8429519781588,37.281517154635004,19.95914209951593,-8.823320323944387,-57.39265400483369,-92.85256553706911,-108.36734463545234,-151.2385923202138,-227.40740741160198,01J,QYG,Y62,2020-07-01,84.83611,167.87699999999998,0.5053468313110194,0.3619047619047619
841,22.61104909474328,-2.6058939056734864,-16.048922697183013,-39.56433600274309,-70.14589671939797,-99.752879397418,-124.71503546904249,-177.93135980793514,-229.1395466002782,01J,QYG,Y62,2021-11-01,31.97722,169.71099999999998,0.18842161085610246,0.1619047619047619
842,166.10774644146488,127.300238560617,99.95023454585164,66.56595562030147,38.40117999451712,10.133159994671615,-27.019402384878532,-83.3760789616926,-128.82855869465556,01J,QYG,Y62,2019-03-01,190.82524,165.56600000000003,1.1525629658263168,0.6476190476190476
843,170.1846860133982,147.43410428006894,124.99350636628068,67.71813491706814,6.877734309385858,-20.65269653273367,-56.51134580829884,-105.90524461312103,-173.85737941179755,01J,QYG,Y62,2018-12-01,201.35052,166.09799999999996,1.2122392804248097,0.5428571428571428
844,39.403580419575064,13.439470904335131,-14.639393920868706,-49.01963118848514,-96.63295417788899,-120.34067222702811,-162.13178648943904,-204.42945218511923,-258.05139801389663,01J,QYG,Y62,2020-01-01,58.39822,167.50099999999998,0.34864400809547413,0.2571428571428571
845,159.45305600888824,120.55670054614686,94.48031585117216,77.38595897555199,23.885431079888804,2.4806387219193198,-44.930667047896776,-105.98330925920425,-184.17530117022943,01J,QYG,Y62,2018-11-01,190.55512,166.058,1.1475214684026063,0.6095238095238096
846,5.326605621681374,-14.948686292256038,-43.431989123749915,-83.71710524995412,-120.16332866621379,-154.26760142095785,-175.91752389898707,-209.54652306911527,-283.60486369613477,01J,QYG,Y62,2019-09-01,31.83163,167.17,0.1904147275228809,0.14285714285714285
847,83.30482411609523,44.438022651377786,18.315808897810868,-2.882250781163691,-45.986225852398846,-87.98808940448576,-114.44573843195211,-158.43663049600661,-234.2516615640564,01J,QYG,Y62,2019-04-01,105.9902,166.45500000000004,0.636749872337869,0.3904761904761905
848,78.35428014704028,65.64411450170401,46.00277349700352,30.023009583384997,2.86482910292834,-32.782742712245366,-57.61922759189633,-95.8602042210959,-139.7554526297404,01J,QYG,Y62,2022-09-01,90.74786,170.317,0.5328173934486868,0.5142857142857142
849,130.68069892536812,95.39550429878749,72.98565428609349,34.95925689419943,-3.033635529614486,-45.584214628514445,-82.30252150644895,-134.59373819090357,-203.5617006480006,01J,QYG,Y62,2018-08-01,169.45721999999998,165.65699999999995,1.0229402922906972,0.47619047619047616
850,50.91703662423503,35.69725441063335,9.448338873046843,-15.38151194892454,-39.984594169051064,-59.123210164590915,-87.89916123948997,-134.43806731584266,-176.19445973140756,01J,QYG,Y62,2022-06-01,58.755340000000004,170.274,0.34506348591094355,0.3142857142857143
