,cost_savings_10,cost_savings_20,cost_savings_30,cost_savings_40,cost_savings_50,cost_savings_60,cost_savings_70,cost_savings_80,cost_savings_90,pct_id,stp_id,regional_team_id,month,numerator,denominator,calc_value,percentile
0,286.0995733832434,230.10384667326016,127.52168425124438,-13.54439196294237,-83.31863737006472,-157.73341815602646,-265.23593624491457,-457.1636310837564,-702.8537052148118,00Q,QE1,Y62,2021-03-01,433.19511,179.44700000000003,2.414056016539702,0.3904761904761905
1,271.8881129172587,173.45564988129576,81.41212150730615,32.13032075637602,-73.59634262858776,-198.75612728921095,-327.5412621179418,-441.46363312971727,-870.641648974999,00Q,QE1,Y62,2021-09-01,400.27056,180.553,2.2169144794049394,0.4380952380952381
2,148.85755763469916,61.452993722314204,-72.08733617900702,-144.4596638141885,-261.48388811495613,-454.17557157952854,-554.6916793733842,-779.2554669322793,-1197.5496621057796,00Q,QE1,Y62,2020-01-01,314.83335999999997,178.31600000000003,1.7655923192534597,0.2571428571428571
3,449.94554504445756,363.8758382685673,179.70676648213043,41.31193011778703,-104.73339326913128,-285.70959287063386,-454.12696601309256,-686.3727177286104,-1183.6671236819552,00Q,QE1,Y62,2018-08-01,706.8001399999999,175.58400000000003,4.025424526152723,0.44761904761904764
4,176.7795733461813,81.93676796221575,0.8594822284501902,-95.18487717837667,-266.8032375595609,-413.14272662041094,-520.9066618927473,-673.316898047871,-1050.523950453975,00Q,QE1,Y62,2019-04-01,373.54848000000004,176.92100000000002,2.1113857597458754,0.3047619047619048
5,643.6705831432427,514.4649899085155,374.09678740812706,220.16854125233306,44.94913744529276,-116.99169472430162,-266.0997623395708,-464.57750042624184,-1021.436727706485,00Q,QE1,Y62,2018-06-01,923.13428,175.29899999999995,5.266055596438087,0.5523809523809524
6,169.90782058950262,94.8970675053919,28.872321124066445,-78.64569983153979,-159.31179452181914,-313.57713199021316,-435.1791216509346,-588.5794179850755,-846.9168660290761,00Q,QE1,Y62,2021-04-01,315.33439,179.55200000000002,1.756228780520406,0.3333333333333333
7,8.650036542299631,-72.40320806242744,-127.5963029910161,-216.4357000180487,-308.3270911561548,-422.18780703977916,-521.5398312797662,-659.4959005671346,-947.5992402526973,00Q,QE1,Y62,2022-03-01,138.5231,181.24200000000002,0.7642991138919234,0.11428571428571428
8,-18.18258491978881,-98.94438847511216,-246.54048160023595,-355.22790872414816,-456.5049940082687,-623.2719097517937,-705.4143987811201,-892.4337249323262,-1450.1975590563907,00Q,QE1,Y62,2019-09-01,157.19283,177.75700000000003,0.8843130228345435,0.0761904761904762
9,186.86422955572021,128.74143983462253,52.16732682233635,-37.68324597129339,-142.1708140874913,-216.2784241807575,-358.4035299897648,-509.62646489377414,-624.5298201168181,00Q,QE1,Y62,2022-06-01,302.70194000000004,181.45999999999995,1.6681469194312804,0.3523809523809524
10,115.55796290680388,43.70950835030857,-75.14488037186089,-160.89546695125216,-295.70980659027833,-400.54609330630075,-502.08941100245664,-659.2573022185175,-1122.4154736351059,00Q,QE1,Y62,2020-04-01,275.39164999999997,178.557,1.54231785928303,0.2761904761904762
11,90.19315249832184,-13.348379834672926,-98.36167332657902,-273.58188609227864,-391.01958548920834,-538.2677979716374,-676.0435507754579,-864.9993748757188,-1159.5291329451502,00Q,QE1,Y62,2019-02-01,275.11923,176.51799999999997,1.5585902287585405,0.1619047619047619
12,99.46534532885926,31.8963554659573,-55.55990135069112,-104.87560816704786,-193.12261759711123,-289.52938639430675,-401.2632510065043,-630.3807328404093,-862.2520572100677,00Q,QE1,Y62,2022-04-01,223.54388,181.34400000000005,1.2327062378683604,0.24761904761904763
