,pct_id,stp_id,regional_team_id,month,numerator,denominator,calc_value,percentile
0,00Q,QE1,Y62,2021-12-01,13864.55976,10554,1.3136782035247299,0.11428571428571428
1,00Q,QE1,Y62,2020-05-01,8747.97018,10936,0.7999241203365033,0.05714285714285714
2,00Q,QE1,Y62,2020-01-01,12870.147240000002,10994,1.1706519228670185,0.12380952380952381
3,00Q,QE1,Y62,2021-05-01,9837.28818,10607,0.927433598566984,0.06666666666666667
4,00Q,QE1,Y62,2022-03-01,14993.509390000003,10436,1.4367103669988504,0.12380952380952381
5,00Q,QE1,Y62,2022-11-01,15531.54422,10413,1.4915532718716988,0.13333333333333333
6,00Q,QE1,Y62,2020-12-01,8269.81671,10693,0.7733860198260544,0.0380952380952381
7,00Q,QE1,Y62,2021-08-01,10305.9964,10585,0.9736416060462919,0.06666666666666667
8,00Q,QE1,Y62,2023-03-01,15867.393989999999,10395,1.5264448282828282,0.11428571428571428
9,00Q,QE1,Y62,2020-03-01,14270.82564,10991,1.2984101210080974,0.11428571428571428
10,00Q,QE1,Y62,2020-04-01,10191.72186,10944,0.931261134868421,0.06666666666666667
11,00Q,QE1,Y62,2021-03-01,9426.44278,10644,0.8856109338594513,0.047619047619047616
12,00Q,QE1,Y62,2019-02-01,10608.991539999999,11157,0.9508820955453974,0.12380952380952381
13,00Q,QE1,Y62,2019-03-01,10751.838029999999,11155,0.9638581828776333,0.05714285714285714
14,00Q,QE1,Y62,2019-09-01,10915.7434,11134,0.9803972875875695,0.0761904761904762
15,00Q,QE1,Y62,2023-02-01,13331.0914,10369,1.285667991127399,0.11428571428571428
16,00Q,QE1,Y62,2023-05-01,13734.42745,10381,1.3230351074077642,0.08571428571428572
17,00Q,QE1,Y62,2022-04-01,13734.462290000001,10438,1.3158135936003068,0.11428571428571428
18,00Q,QE1,Y62,2022-06-01,14954.519009999998,10409,1.4366912297050627,0.12380952380952381
19,00Q,QE1,Y62,2021-02-01,9195.98248,10684,0.8607246798951704,0.0761904761904762
20,00Q,QE1,Y62,2022-07-01,15392.549669999999,10454,1.472407659269179,0.14285714285714285
21,00Q,QE1,Y62,2022-02-01,10757.277189999997,10449,1.0295030328261074,0.0761904761904762
22,00Q,QE1,Y62,2022-12-01,14849.77717,10455,1.4203517140124342,0.11428571428571428
23,00Q,QE1,Y62,2018-06-01,14771.01842,11240,1.3141475462633452,0.22857142857142856
24,00Q,QE1,Y62,2021-06-01,10277.739950000003,10589,0.9706053404476346,0.05714285714285714
25,00Q,QE1,Y62,2021-09-01,12320.692050000001,10561,1.1666217261622953,0.11428571428571428
26,00Q,QE1,Y62,2022-09-01,16042.313959999998,10420,1.5395694779270632,0.13333333333333333
27,00Q,QE1,Y62,2020-08-01,6608.69054,10838,0.6097703026388632,0.01904761904761905
28,00Q,QE1,Y62,2021-07-01,11148.69073,10607,1.0510691741302913,0.08571428571428572
29,00Q,QE1,Y62,2022-08-01,16289.950770000001,10412,1.564536186131387,0.2
30,00Q,QE1,Y62,2018-08-01,15689.83343,11183,1.4030075498524546,0.29523809523809524
31,00Q,QE1,Y62,2019-10-01,13013.213850000004,11067,1.175857400379507,0.1523809523809524
32,00Q,QE1,Y62,2019-01-01,14453.73246,11139,1.2975789981147319,0.18095238095238095
33,00Q,QE1,Y62,2019-11-01,13266.839730000002,11030,1.2027959864007254,0.17142857142857143
34,00Q,QE1,Y62,2020-07-01,9587.771700000001,10891,0.8803389679551925,0.06666666666666667
35,00Q,QE1,Y62,2020-10-01,7228.112230000002,10709,0.6749567868148288,0.009523809523809525
36,00Q,QE1,Y62,2018-11-01,14537.49479,11175,1.3008943883668904,0.19047619047619047
37,00Q,QE1,Y62,2018-07-01,14830.78087,11210,1.322995617305977,0.2571428571428571
38,00Q,QE1,Y62,2018-12-01,12906.30329,11176,1.1548231290264852,0.1523809523809524
39,00Q,QE1,Y62,2019-07-01,9961.658190000002,11153,0.893181941181745,0.01904761904761905
40,00Q,QE1,Y62,2020-09-01,8890.022369999999,10774,0.8251366595507703,0.02857142857142857
41,00Q,QE1,Y62,2022-10-01,14836.901399999999,10430,1.422521706615532,0.12380952380952381
42,00Q,QE1,Y62,2019-08-01,9901.434229999999,11141,0.8887383744726685,0.0380952380952381
43,00Q,QE1,Y62,2021-10-01,12954.408270000002,10560,1.2267432073863638,0.1523809523809524
44,00Q,QE1,Y62,2019-05-01,12003.703370000003,11158,1.0757934549202368,0.0761904761904762
45,00Q,QE1,Y62,2023-04-01,14263.7737,10424,1.3683589504988487,0.12380952380952381
46,00Q,QE1,Y62,2022-05-01,14560.3181,10450,1.3933318755980861,0.12380952380952381
47,00Q,QE1,Y62,2020-02-01,9535.98483,11000,0.8669077118181817,0.0380952380952381
48,00Q,QE1,Y62,2020-11-01,7894.194430000001,10711,0.7370174988329756,0.01904761904761905
49,00Q,QE1,Y62,2021-04-01,10116.49452,10629,0.9517823426474739,0.06666666666666667
50,00Q,QE1,Y62,2022-01-01,13886.76166,10490,1.3238095004766444,0.13333333333333333
51,00Q,QE1,Y62,2021-01-01,6547.084190000001,10695,0.612163084618981,0.009523809523809525
52,00Q,QE1,Y62,2018-05-01,13780.71211,11233,1.226806027775305,0.17142857142857143
53,00Q,QE1,Y62,2019-12-01,12270.886559999997,11014,1.114117174505175,0.12380952380952381
54,00Q,QE1,Y62,2019-04-01,12042.811399999999,11153,1.0797822469290772,0.13333333333333333
55,00Q,QE1,Y62,2018-09-01,16897.71142,11146,1.5160336820383995,0.38095238095238093
