month,ratio_quantity.03F,ratio_quantity.03H,ratio_quantity.03K,ratio_quantity.03L,ratio_quantity.03N,ratio_quantity.03Q,ratio_quantity.03R,ratio_quantity.03W,ratio_quantity.04C,ratio_quantity.04V,ratio_quantity.04Y,ratio_quantity.05D,ratio_quantity.05G,ratio_quantity.05Q,ratio_quantity.05V
1548979200,0.01742910261943494,0.0,0.07800268527868087,0.1451338816212576,0.18758576984769362,0.0,0.01861540337243634,0.0,0.0,0.0,0.0,0.0,0.0,0.1251779988451084,0.0
1551398400,0.0,0.0,0.06779305218076313,0.010591753809833683,0.26183918942453344,0.010533341076139438,0.03428112258406143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554076800,0.0,0.023890894551783337,0.0,0.0,0.20606118103568766,0.0,0.04320357475448694,0.0,0.0,0.023344700477018542,0.03923779713436224,0.0,0.2750729478825869,0.0,0.0
1556668800,0.0,0.030866369959256623,0.0,0.09457527461100715,0.38366480729889557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559347200,0.030894769692502815,0.0,0.16332386111849687,0.14505646419652335,0.21473853467561518,0.0,0.013871178958596258,0.0,0.0,0.010189025964746908,0.0,0.0,0.04269389758812276,0.0,0.0
1561939200,0.05221949819694592,0.0,0.3732687271982417,0.0,0.2069266138900189,0.0,0.01385752106911937,0.0,0.1818645381239939,0.0,0.0,0.0,0.0,0.12481173719897126,0.0
1564617600,0.030842766335792766,0.023845173566046717,0.015471095037437646,0.0,0.24271273727484555,0.0,0.0,0.0,0.0,0.02329808162191287,0.0,0.0,0.0,0.0,0.0
1567296000,0.04935961097677071,0.054590276554518216,0.030895438333020463,0.062023592679330365,0.2451635623547434,0.0,0.0,0.09713597811540815,0.0,0.08242831572666974,0.0,0.0,0.0,0.0,0.03506854623196152
1569888000,0.013453815394095611,0.023854345948930624,0.01545573053320003,0.0,0.3062012122116697,0.015434470138815947,0.0,0.0,0.0,0.0,0.0,0.06411539284801866,0.1508255054489414,0.0,0.0
1572566400,0.06554663630074181,0.1513423587454481,0.0,0.0,0.2212610357865234,0.09052772350788364,0.0,0.0,0.0,0.0,0.0,0.06411591823218141,0.012832894941848213,0.0,0.0
1575158400,0.05204461888449483,0.0,0.015452268514431988,0.0,0.2025150919465286,0.0,0.0,0.0,0.0,0.02322977397971408,0.0,0.1724640907587119,0.0,0.0,0.219677529147174
1577836800,0.0,0.0,0.14717280403262725,0.0,0.1760111707011618,0.0432584278924087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12445306308910037,0.0
1580515200,0.00981858241914332,0.0,0.0,0.0,0.14583705541770062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1583020800,0.0,0.0,0.0,0.0,0.1832256211356518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585699200,0.0,0.08890683149602603,0.0,0.0,0.28131109111112546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588291200,0.0,0.0,0.09253675701274243,0.0,0.154784813422513,0.007695594352946348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590969600,0.0,0.0,0.015418328229306662,0.0,0.3678806360341095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1593561600,0.0,0.0,0.0,0.0,0.2911872707813989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596240000,0.00925082874387522,0.0,0.0,0.0,0.16968770620863574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1598918400,0.0,0.0,0.0,0.0,0.2527750392259413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601510400,0.012503405803555235,0.0,0.0,0.0,0.16362483301329236,0.0,0.014559342103890413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604188800,0.0,0.017438063591959426,0.0,0.0,0.2019651039202597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012946552844019675,0.0
1606780800,0.0,0.0,0.0,0.0,0.17878706234396186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609459200,0.0,0.0,0.015400772056602842,0.0,0.13316320655726005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612137600,0.0,0.0,0.0,0.0,0.1517988361914259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614556800,0.0,0.0,0.0,0.0,0.21442015170501544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617235200,0.0,0.0,0.0,0.0,0.16003071994061138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619827200,0.0,0.0,0.0,0.0,0.12965868989315413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622505600,0.0,0.0,0.0,0.0,0.08885780790791005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625097600,0.0,0.0,0.02080977390601004,0.0,0.19359575241788332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627776000,0.012522979043638008,0.0,0.0,0.0,0.15912027834624204,0.0,0.0,0.008137102281276402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630454400,0.0,0.0,0.0,0.0,0.16254923890522527,0.0,0.0,0.016202303368351087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633046400,0.0,0.0,0.0,0.0,0.06559629585305028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635724800,0.0,0.0,0.0,0.01054927071682193,0.08476978928719399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638316800,0.0,0.0,0.0,0.0,0.1760209918901556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640995200,0.0,0.0,0.0,0.0,0.16363287089202633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643673600,0.01835485753597058,0.0,0.0,0.0,0.15795910956461107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646092800,0.0,0.0,0.09199258940862176,0.0,0.14530600001617033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648771200,0.0,0.0,0.0,0.0,0.1568060964298527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651363200,0.00973188601735085,0.0,0.0,0.0,0.08038208036617649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654041600,0.012449580872671336,0.0,0.0,0.0,0.2140384217769708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656633600,0.0,0.0,0.0,0.0,0.3016780669805454,0.0,0.007233157136732496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659312000,0.0,0.03265434788924722,0.0,0.0,0.10193074884939764,0.0,0.007224535451413208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1661990400,0.0,0.0,0.0,0.0,0.21049802316597313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664582400,0.0,0.0,0.0,0.0,0.1371562081495312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667260800,0.0,0.0,0.0,0.0,0.09333903303387371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669852800,0.0,0.0,0.0,0.0,0.1796432860383401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672531200,0.018216862183333987,0.0,0.0,0.0,0.0591145655437554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
