month,ratio_quantity.03F,ratio_quantity.03H,ratio_quantity.03K,ratio_quantity.03L,ratio_quantity.03N,ratio_quantity.03Q,ratio_quantity.03R,ratio_quantity.03W,ratio_quantity.04C,ratio_quantity.04V,ratio_quantity.04Y,ratio_quantity.05D,ratio_quantity.05G,ratio_quantity.05Q,ratio_quantity.05V
1514764800,0.009078822157590703,0.0,0.0,0.0,0.3419257443700101,0.0,0.0,0.0,0.038969484951146466,0.0,0.0,0.018605745453517786,0.0,0.0,0.02531028642858103
1517443200,0.0,0.0,0.22002042760251095,0.0,0.2743067484866738,0.0,0.08820832114476791,0.0,0.1470612801416439,0.0,0.0,0.018611458134824007,0.0,0.0,0.0
1519862400,0.014995066741139366,0.0,0.0,0.14572531075509304,0.3219724847752531,0.0,0.0,0.012267664851784639,0.0,0.006906916546923886,0.0,0.0,0.0,0.0,0.0
1522540800,0.0,0.054817576376066955,0.0,0.0,0.27922344857905057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525132800,0.0,0.0,0.0,0.013973293509197932,0.22166599491690836,0.0,0.0,0.012192071008761912,0.0,0.004511370401844096,0.0,0.0,0.0,0.0,0.06176638119362578
1527811200,0.0,0.0,0.14879097811523,0.0,0.3651417979672487,0.04396196597691891,0.20820932780970197,0.0,0.14663327652853406,0.0,0.0,0.0,0.0,0.0,0.0
1530403200,0.0,0.0,0.0,0.0,0.3368861867217844,0.055373125139914915,0.10441401182067174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060998903332798386
1533081600,0.0,0.0,0.05175372822532576,0.0,0.2770922807989086,0.0,0.04909336638810029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025233295181489004
1535760000,0.0,0.0,0.05163326285332741,0.0,0.2628466921650828,0.167756426756796,0.08649637444951504,0.0,0.10714408306663961,0.0,0.0,0.0,0.0,0.0,0.0
1538352000,0.0,0.0,0.0,0.14513892415737786,0.24904181865341102,0.0,0.0864642642354957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541030400,0.0,0.0,0.0,0.0,0.1334342761298624,0.0,0.0,0.0277453527823573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543622400,0.009846195753275397,0.0,0.0,0.2903668745243692,0.2861253277502305,0.010547037825373598,0.08632422528479249,0.012115307130513677,0.1448274687936942,0.0,0.0,0.0,0.0,0.0,0.0
1546300800,0.0,0.0,0.015070428011241824,0.0,0.12113727022315315,0.07387023901588544,0.10376527565846215,0.039811333693095245,0.144440981521802,0.0,0.0,0.0,0.42500363985989964,0.0172813627480457,0.0
