month,ratio_quantity.11N,ratio_quantity.11X,ratio_quantity.12F,ratio_quantity.13T,ratio_quantity.14L,ratio_quantity.14Y,ratio_quantity.15A,ratio_quantity.15C,ratio_quantity.15E,ratio_quantity.15F,ratio_quantity.15M,ratio_quantity.15N,ratio_quantity.16C,ratio_quantity.18C,ratio_quantity.26A
1514764800,1.8498659917498563,0.03951189913674811,0.3429048718513274,0.0006897712618448931,0.004631073475499561,0.009697173511829497,0.16376524474468396,2.710441942928683,0.09236440832178854,0.0,0.041997536840975416,0.07501743968435323,0.00386542513656213,0.3402395863206873,0.0263070249489499
1517443200,0.36798239580703285,0.0,0.008073220879614616,0.015416977328058433,0.004632641992212837,0.009699105880835463,0.047263109678701114,1.1340761078605497,0.10215115399117379,0.0,0.06945243951737862,0.052624053579450325,0.003869203125891278,0.025982952924213626,0.002566523556209342
1519862400,0.011116528344450169,0.03947452395716487,0.041004828819393824,0.009970636060211289,0.046198627891218084,0.0,0.0,1.9682009476640048,0.10539070345005185,0.0,0.10880866749919056,0.08135503880781352,0.0038656569358157394,0.06767221631118402,0.0
1522540800,0.18557499499656294,0.027348620117156903,0.000913982332470777,0.015064517723834485,0.004622662993801258,0.06856626536188966,0.10771570820883437,2.705025986303992,0.05406441129596234,0.010559793459474259,0.100139323652377,0.308615553613577,0.026759710934304664,0.0771542638416839,0.0
1525132800,0.028241548598925616,0.10604365449926179,0.19439872843680397,0.019931974083190983,0.014483498872070847,0.0781672054453278,0.14692519533045317,1.694652218800654,0.036351502811969444,0.009223846328711073,0.07320140556996843,0.07533870720248646,0.003865471606148796,0.0,0.05691020789912217
1527811200,0.20448360715564246,0.0,0.3530417153439814,0.01994949052804666,0.06434513416311408,0.009666244749089956,0.16835947373835347,1.1205104716057714,0.028946344192286255,0.043592756713988184,0.04791547565155532,0.04142143989400714,0.0389487298184641,0.009501025910377376,0.0
1530403200,0.4016831408021869,0.009092128879060453,0.053225553409597406,0.01997862792008899,0.0,0.006813615852462234,0.0,1.6344759919714393,0.023264400803738053,0.06616496581225755,0.49840681421943783,0.0337452464039076,0.05068484453340092,0.03054469542633017,0.0
1533081600,0.025308686749496764,0.009318118790601581,0.241212652056568,0.0,0.00461509943595583,0.047007848359998994,0.0,0.7701584872231416,0.02471519335078251,0.010572624156575158,0.13101429338529583,0.11734804017864055,0.03579091316375219,0.2745493414975324,0.0
1535760000,0.23556050001040532,0.0392116754729255,0.21383621290542631,0.03997135561187809,0.005941213735265688,0.0,0.0,1.5388885919617872,0.022556287999237794,0.00943043612300223,0.22446060756880312,0.07586750932553891,0.003856841039698134,0.0,0.014879610769739197
1538352000,0.0205261964792181,0.0,0.010648829590237883,0.0,0.0923560125459912,0.0,0.019116666301433907,2.3446141099698363,0.008708369554798256,0.0,0.3795783686803424,0.03664513161573018,0.0261576373581865,0.005074801725826626,0.008773499922962695
1541030400,0.19366440564845339,0.0,0.4295643296980486,0.019805036832046995,0.0,0.0,0.00491833830985351,2.295891514938792,0.016823146437994714,0.0,0.40245338807522724,0.1290719378939427,0.003853568571619373,0.011649651919715513,0.03358098490780246
1543622400,0.0110434767585498,0.0,0.3329435626259299,0.019771768735711973,0.08163532858654719,0.0,0.0,1.239235133285084,0.03221650106044642,0.010456490775679924,0.4481361599340663,0.018984407772305208,0.0077067558125663935,0.0,0.0025612294309039782
1546300800,0.07543949108377816,0.0,0.09098429928395715,0.026678542226375414,0.004534114742286494,0.07770392362985483,0.0,0.42839692719726247,0.01398793949372163,0.004140358301752792,0.44795759612042546,0.05912292973674049,0.0470481995277869,0.006793036604874376,0.0
1548979200,0.0046864215859753295,0.0,0.0,0.028204778594068086,0.0,0.0,0.0,0.642019658741007,0.0092181069148325,0.010457194395899259,0.4315674653493732,0.008742528534767589,0.009613044273977429,0.04594890840425909,0.008772876597045454
1551398400,0.0,0.0,0.04003132239224771,0.019757088679579256,0.0,0.0,0.0,1.924592511605574,0.03296583010506498,0.01045496025011969,0.7659659358636038,0.0610800857992808,0.0038513657234746763,0.004755497391387191,0.0026412557703792395
1554076800,0.019629149574270047,0.0,0.017256360832690817,0.020676921337942602,0.0,0.014822528200961829,0.0,1.4400541213173137,0.005659102354934658,0.004862183033345028,0.5802794518183829,0.09658483739919559,0.003849885043785421,0.04640181600428948,0.004210049659627781
1556668800,0.023610136472387713,0.0,0.6492912416982923,0.007655904208593629,0.0,0.0826129080155411,0.01686933884822262,2.072469633849657,0.016087986201943363,0.0431522218373067,0.8223801541733412,0.039867120912695043,0.007692631376121569,0.006992469528763297,0.008771132044683019
1559347200,0.013866152251684595,0.0,0.037630463521196054,0.027454955167309388,0.005807053869419714,0.06780498271925008,0.0,1.5196241795654766,0.003599676519507053,0.0,0.7219827379085578,0.012313251298905379,0.025437448120143112,0.0,0.0
1561939200,0.004819420141738544,0.0,0.0,0.01982478967395923,0.004508172944765991,0.0163978055513905,0.0,2.1091081901264745,0.05286205669088873,0.010482568412659618,0.6108056122724719,0.06354772377640462,0.011762047361155362,0.006989442937721711,0.0026393053061239875
1564617600,0.3732080369837413,0.0,0.04149373773374342,0.0,0.0,0.0,0.0,1.1788405180139816,0.03271666896869844,0.03705443156665719,0.5654506994037538,0.10024942990219511,0.007682006272076807,0.0,0.008757754028326636
1567296000,0.23352989364241664,0.0,0.3392820409696202,0.019835294340193706,0.0,0.01472666354610628,0.0,1.4722926166389851,0.03822934380932788,0.0,0.7719631828880842,1.448244417895026,0.011737142727815394,0.30129456663904397,0.0
1569888000,0.004795593954112545,0.0,0.0,0.01968418167859549,0.0,0.0,0.0,1.0457355079396375,0.009542539098735491,0.028051320685337083,0.5646561824286659,0.05616760469446694,0.007793261101906258,0.060034391663141375,0.00263080994936935
1572566400,0.004795798140879417,0.0,0.10561001937038841,0.019616780681096024,0.05372411407625245,0.028962407390791065,0.06436247987494977,0.6212182790782379,0.02686364468876363,0.052680633531637495,0.5648991973426247,0.01670776819735177,0.0,0.0,0.03605193202806842
1575158400,0.02779040827644759,0.0,0.0,0.02720727975218501,0.06619410507640823,0.0,0.00505311203319502,1.4803551077479375,0.05538765614396578,0.07019234522002783,0.3858396294235913,0.0030383099013031154,0.022242940863079385,0.0,0.03088142022807665
1577836800,0.018692342447185747,0.0,0.010347950034304098,0.0,0.012481972676569402,0.0,0.0,2.0981799627133344,0.011825668929654207,0.035977536647852276,0.5756084772043635,1.4162976156443023,0.021052769881948725,0.04103434395799815,0.03604008988089373
1580515200,0.013900128929881983,0.0,0.06857511988316194,0.0,0.0044222843795099125,0.0,0.0,1.5247657751576527,0.0,0.0,0.0,0.0,0.007903978106364323,0.0,0.0
1583020800,0.0,0.0,0.0,0.0,0.004405167472073137,0.0,0.0,0.7621234103356112,0.007562889605225903,0.0,0.0025552268181556776,0.0,0.0,0.0,0.0
1585699200,0.013866380856405973,0.06481419575593275,0.0,0.0,0.0,0.0,0.0,1.253743449125187,0.0019184887700866551,0.0,0.005101242026300661,0.0025048525786213957,0.0,0.0,0.0
1588291200,0.023432143680664083,0.0,0.06038390418963256,0.0,0.004411286043597873,0.0,0.0,0.3317270839210732,0.005759580380498479,0.0,0.0,0.006816086994183493,0.0,0.0,0.0
1590969600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.381107314226055,0.001917586136236851,0.0,0.0,0.012138316794269775,0.0,0.0,0.005238127834185384
1593561600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6339533006385785,0.007549462442618917,0.0,0.0,0.04625861691365877,0.0,0.0,0.0
1596240000,0.013849214606109187,0.0,0.0,0.0,0.0044230840850011536,0.0,0.0,1.6791070118951357,0.0057483709881327545,0.0,0.0,0.04325719683938118,0.0,0.0,0.0
1598918400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4387573167887655,0.013288727345008983,0.0,0.0,0.012127077648673804,0.0,0.0,0.005231176807282243
1601510400,0.004737421386322538,0.0,0.0,0.0,0.0,0.026526725115352326,0.0,0.7402578524913795,0.005629662509024211,0.0,0.0,0.0,0.0038271073904630826,0.0,0.0
1604188800,0.01580920919525378,0.0,0.0,0.0,0.0,0.0,0.0,0.6014519515115383,0.014976577066801462,0.0,0.0,1.4657490758982266,0.0038340214093149677,0.006957290216814001,0.0
1606780800,0.008923391579608425,0.0,0.0,0.0,0.0,0.0,0.0,0.7569704321135272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609459200,0.0047566512388340434,0.0646477924116282,0.0,0.0,0.0,0.0,0.0,0.4673539700235831,0.0,0.0,0.0,0.003018503191347567,0.007667477783523385,0.0,0.0
1612137600,0.0,0.0,0.0,0.010513958866771285,0.0,0.0,0.0,0.32217990087302384,0.003830587101942413,0.0,0.03552350627628771,0.005256071245731749,0.0,0.0,0.0
1614556800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782475546302935,0.014970089698693815,0.006236019043967855,0.03549904164282524,0.00445689921591492,0.0,0.0,0.0
1617235200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3160236246528962,0.007658792796226107,0.0,0.030973136824500896,0.005244706389730343,0.0,0.0,0.0
1619827200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6455037967065823,0.005401647126218527,0.0,0.0,0.014910114834491539,0.0,0.0,0.0
1622505600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2750625903228494,0.009567317344370151,0.0,0.0,0.004182997187995867,0.0,0.0,0.0
1625097600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6026541297392272,0.00765860863045962,0.0,0.013332889168078475,0.0,0.0,0.0,0.0
1627776000,0.004727756604132026,0.0,0.0,0.010561151133292679,0.0,0.0,0.0,0.22567462686852346,0.0019153050751272043,0.0,0.038122457520034105,0.00537222502072434,0.0,0.0,0.0
1630454400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23504608706363384,0.012395713178906616,0.0,0.04058951421581096,0.14175464222953899,0.0,0.0,0.0
1633046400,0.0,0.0,0.0,0.0,0.0043469940485755445,0.0,0.0,0.0,0.007635707201664835,0.0,0.03138700663860705,0.0,0.003937995324265154,0.0,0.0
1635724800,0.004712466759889876,0.0,0.0,0.0,0.0,0.0,0.0,0.10282430960856125,0.0038165493575870357,0.0,0.03138918930649952,0.0,0.0,0.0,0.0
1638316800,0.004711563748440105,0.0,0.0,0.0,0.0,0.004876365029584671,0.0,0.0,0.003810485610648598,0.0,0.0,0.003120592016941782,0.0,0.0,0.0
1640995200,0.0,0.0,0.0,0.0,0.0,0.024369006195366198,0.016673160016712298,0.0,0.005498839936819017,0.0,0.03138753928403715,0.0,0.0,0.0,0.01402819756795052
1643673600,0.0,0.0,0.0,0.0,0.0042943598200382675,0.009741595762537355,0.0,0.004263476084323073,0.0,0.0,0.013326889598241236,0.0,0.0,0.0,0.0
1646092800,0.009433453794354793,0.0,0.0,0.0,0.005475537009951531,0.0,0.006718340388546978,0.00513040786608999,0.0035823835457786867,0.0,0.01330522669769581,0.0,0.0,0.0,0.0
1648771200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019020346272396362,0.0,0.0,0.0,0.0,0.0,0.0
1651363200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004430155978761315,0.0,0.0158275545933328,0.005193001915505367,0.0,0.0,0.0
1654041600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067597138850573,0.0,0.06253660700148266,0.021023618643741443,0.0,0.0,0.0
1656633600,0.006382384751817508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003799093939087412,0.0,0.0,0.00599854199922072,0.0,0.0,0.0
1659312000,0.006376844047245044,0.0,0.0,0.0,0.023099091028398935,0.0,0.0,0.0,0.0,0.0,0.016674478202579966,0.007410584136518429,0.0,0.0,0.0
1661990400,0.006374568868326334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009260072049863084,0.0,0.00595390541058492,0.0,0.0,0.0,0.0
1664582400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00567908711453919,0.0,0.01982185684329107,0.0,0.0,0.0,0.0
1667260800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018905908345697403,0.0,0.0,0.0,0.010567145930600073,0.0,0.0
1669852800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005090685647753956,0.0,0.0,0.01673026932173375,0.0,0.0,0.0,0.0
1672531200,0.00637452011517236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037714000461374973,0.0,0.015743054325718184,0.0,0.0,0.0,0.0
