month,ratio_quantity.27D,ratio_quantity.36J,ratio_quantity.36L,ratio_quantity.42D,ratio_quantity.52R,ratio_quantity.70F,ratio_quantity.71E,ratio_quantity.72Q,ratio_quantity.78H,ratio_quantity.84H,ratio_quantity.91Q,ratio_quantity.92A,ratio_quantity.92G,ratio_quantity.93C,ratio_quantity.97R
1514764800,0.0,0.021128431673918494,0.022732703038191297,0.02217748600513671,0.04207463999629576,0.05417307700983997,0.11314263487978389,0.005207268629355583,0.0,0.0,0.32143368040151965,0.003467543683581528,0.01013853740799664,0.0045478795800642765,0.23403738085236414
1517443200,0.012146858198836772,0.014713732270050935,0.02718513830415723,0.0,0.045368595631808825,0.0038710317214364505,0.043307103487014206,0.006630138078268541,0.0,0.02662497167870511,0.24782161872114644,0.010140418015896374,0.13975484031305374,0.09983660142857674,0.2430518144895977
1519862400,0.009964637914748987,0.0064183684450408954,0.0060489266449003844,0.006346659424988938,0.01381943840495905,0.008273166405560653,0.05073175369147171,0.007420383401789421,0.0,0.006832941355668506,0.14778750884689865,0.030205889061804426,0.08902552318406723,0.02980848665290628,0.17107656459495701
1522540800,0.05542326274704656,0.021114815230678975,0.01600472563337782,0.008612428203813364,0.03653085756503423,0.010266296816226626,0.010369445983908878,0.01677372745586103,0.0,0.01682610824041338,0.2527467941960604,0.0,0.03513970817014533,0.001676935515175192,0.16072517440047865
1525132800,0.0,0.004285727829649797,0.015997774482939597,0.0,0.008597625895557149,0.0030477649139642746,0.01729168288552274,0.020044371819841127,0.0034937120731030275,0.07375409223897586,0.13905124741992633,0.004808575550674963,0.007855471979457513,0.02284240871078072,0.20272935986314933
1527811200,0.0,0.0,0.0016287104614108403,0.006344147615418067,0.006090962672268691,0.0030470961721375802,0.033342819349431924,0.00508530113906257,0.025447863654787704,0.0,0.1883903910175235,0.03092994970488943,0.14721905629541754,0.042483347164387016,0.25397769663901987
1530403200,0.0,0.03142505270200332,0.0022070179583129224,0.0,0.018089607016435062,0.004128926309555058,0.06709833228987225,0.0,0.05389293912900413,0.03400404197857572,0.016372175258889704,0.0,0.047187722750756764,0.0016739781180539935,0.25680302806844635
1533081600,0.012101876975944125,0.03628292739818001,0.005287436373435533,0.0,0.05338347490718605,0.006106847135542135,0.008126180312201341,0.03392454076363202,0.04213390275379536,0.020676591900921786,0.13339623875698053,0.0,0.19155932167292286,0.0766466664613679,0.17530844555221753
1535760000,0.04985788513726233,0.06942821964955705,0.035843550892110915,0.015781878952164968,0.0280129184281655,0.004272534847875993,0.0034535112577689176,0.004156743605518128,0.0,0.016848773323179023,0.07917996925309675,0.0033694605561271377,0.04651558034499185,0.0,0.17087038890862316
1538352000,0.0,0.07960457560046888,0.006773830320499884,0.0,0.043427455345903886,0.0082184110536565,0.09266495913360706,0.027346582813468814,0.011879228302075152,0.023585047685035707,0.13588852138695084,0.014394391952554625,0.0,0.011968172288810145,0.13725928876020102
1541030400,0.0,0.03523696499950488,0.017547505116669616,0.0,0.022821755514739445,0.0041107459082371876,0.04629745706665854,0.013833995709459914,0.11006138293725594,0.03347790942929158,0.2206384886748132,0.0,0.0077887098314219335,0.0016567826481106128,0.1696299877475823
1543622400,0.0,0.017331181883853138,0.024627657766954105,0.0,0.0,0.01879129903343699,0.06360142778497986,0.0,0.0051795760405355575,0.013225066485171598,0.34513408856303435,0.0,0.027639526473575145,0.0016534435543725837,0.09240940697203226
1546300800,0.0035181729892755317,0.011531627007303855,0.0,0.0,0.0,0.0,0.06703974164316875,0.0027351763674697376,0.009365999528178574,0.0,0.11370729254602673,0.0,0.0028695604352603626,0.0,0.06222531667347686
1548979200,0.0,0.01458963227022184,0.022118200333139538,0.0,0.0,0.0030301251148290476,0.026842024549596655,0.00845296601788564,0.0,0.013237439878947276,0.04609633866551074,0.009564919233333028,0.07227418841989731,0.0016510753934006364,0.09972169021150042
1551398400,0.0,0.0,0.0,0.0,0.0,0.003123770523814041,0.014153804059369186,0.0,0.025139186812516506,0.026852971067768024,0.23559912822951334,0.0,0.01199975511953228,0.0017011599439260177,0.04206354776107646
1554076800,0.0,0.011866353996801247,0.001659540642640318,0.0,0.050897153086246365,0.02206459657532642,0.03181769838225073,0.0,0.0,0.0,0.08668864081840748,0.0,0.004001202328720891,0.0,0.005837770122142184
1556668800,0.04956777044224234,0.035470388511371714,0.05273258139964303,0.0,0.0,0.0,0.1043358992762952,0.03401214448296496,0.0,0.013648255499556571,0.2697180761015742,0.003458353815412312,0.04042048271597003,0.0,0.011667928093313368
1559347200,0.0,0.0,0.0,0.164180666547172,0.0,0.0,0.07511301136694402,0.01429300679700091,0.009599287509628249,0.0,0.1836558926227107,0.0034597581578201192,0.0,0.005068539735135402,0.0
1561939200,0.0,0.011847977314153331,0.0017516522683283765,0.0,0.009574497968892223,0.0062177214739307955,0.0283160659122132,0.0,0.0,0.0,0.08325416560949432,0.04346032136415804,0.005526244392426069,0.0,0.05257385844565178
1564617600,0.0,0.0,0.011420434934722092,0.0,0.03450049759420054,0.010415063062742763,0.11474892292600047,0.0,0.0,0.013658681813588923,0.05986418422424463,0.003449749671961985,0.0,0.0016883659234565613,0.052715883333244
1567296000,0.038856022047130644,0.0,0.0,0.0,0.0,0.0045063901380127756,0.0211622726945386,0.00190224093653934,0.08475443607087625,0.016763466548867227,0.08657723199950386,0.004909140848964625,0.0626933920871314,0.0,0.0943528613758881
1569888000,0.0,0.03489611162895094,0.0,0.006500791082260939,0.010944644004306872,0.0,0.038689712353139824,0.0,0.0,0.013656609130609678,0.3344751717395554,0.0,0.0,0.019367472774055292,0.03561701269401568
1572566400,0.0,0.11507573574649353,0.019308031314240654,0.11618444106725415,0.010931222014445262,0.0,0.028138302360875837,0.0037940182111443946,0.041464081086326904,0.0,0.05866943023212807,0.029896442340185087,0.0,0.016097803143629744,0.08061555809708688
1575158400,0.004909209036211099,0.0,0.0,0.0,0.03833324005704896,0.02993645062685508,0.021126126126126122,0.0014715484115011054,0.04141560551843231,0.0,0.13195349667602885,0.03485731661931433,0.20891987523670202,0.04173969308974619,0.004596135520873113
1577836800,0.0,0.0059317637576457305,0.0,0.08060485341497466,0.11244274540392385,0.0,0.10375737611648726,0.00926906557655635,0.25440141128423843,0.013579224156923997,0.09416792853210446,0.029860246208256804,0.0,0.008558001220250435,0.06959566111905158
1580515200,0.0,0.0,0.0,0.00879880340212842,0.0,0.005654190305079345,0.01410296195901808,0.0,0.0,0.0,0.19113026049187498,0.0,0.0,0.0,0.005006327521057525
1583020800,0.0,0.02519738620580368,0.0,0.00878013038015546,0.0025264278055173468,0.0,0.038681123020357026,0.0,0.0,0.0,0.1552297724069463,0.0,0.0,0.0,0.008327277726496062
1585699200,0.0,0.005893971249072223,0.0,0.0,0.0,0.0,0.07385359956929953,0.0,0.0,0.013590254853476737,0.00224603550842745,0.0,0.00291723425438761,0.0,0.004999063057146375
1588291200,0.0,0.0,0.0,0.0,0.002532103904181916,0.0,0.021130604607383332,0.0018769358438535915,0.0,0.0,0.03935232922376873,0.0,0.0,0.0,0.0
1590969600,0.0,0.0,0.0,0.0,0.0,0.0,0.03517184868555203,0.0,0.0,0.0,0.47325861568265426,0.0,0.01971617066839986,0.0,0.0
1593561600,0.0,0.0,0.0,0.0,0.0,0.0,0.010553271879656852,0.0,0.0,0.0,0.03922037871516735,0.0,0.01575584669758533,0.0016621575881378384,0.0
1596240000,0.0,0.0,0.0017329864811704108,0.0,0.0,0.0,0.035176601302584015,0.0,0.0,0.0,0.14666639343581908,0.0,0.0,0.0,0.0
1598918400,0.0,0.004346962235719946,0.0017316129047327369,0.0,0.0,0.0,0.0281311163584716,0.0,0.0,0.013612393094012543,0.014400418550194397,0.0,0.0,0.0,0.0
1601510400,0.0,0.0,0.002523530081875513,0.0,0.0,0.0,0.017559931377629307,0.0,0.0,0.0,0.03338440569044595,0.0,0.015746711906474784,0.0,0.0
1604188800,0.0,0.005897880243296082,0.003158877390907103,0.0,0.0,0.0,0.04221408871884757,0.0,0.0,0.0,0.018213288257845888,0.0,0.015758613662074934,0.0,0.0
1606780800,0.0,0.0,0.0,0.0,0.0,0.00308909902243074,0.024563910387988126,0.0,0.0,0.0,0.06114403845496972,0.0,0.0,0.0,0.019671722077750784
1609459200,0.0,0.0,0.0,0.0,0.0025375890528952037,0.0,0.0316166334506353,0.0,0.0,0.0,0.043102874440506075,0.0,0.015731234316763258,0.0,0.0
1612137600,0.0,0.0,0.0,0.006491599359774998,0.0,0.0,0.024600604187157503,0.0013937635384708592,0.0,0.0,0.051324928577858635,0.0,0.03145825128003152,0.0,0.0
1614556800,0.0,0.0,0.0,0.0,0.0,0.0,0.010528710619964875,0.0,0.0,0.0,0.11987955202786665,0.0,0.015697966376513887,0.0,0.0
1617235200,0.0,0.0,0.0,0.0,0.0,0.0,0.01755675543011413,0.0,0.0,0.0,0.08902861535189473,0.0,0.015679894529764753,0.0031912353039636565,0.0
1619827200,0.0,0.0,0.0022138772703431107,0.0,0.0,0.0,0.007011062769108332,0.0,0.0,0.01360713582060146,0.010473270910459612,0.0,0.0,0.0,0.004985360206395345
1622505600,0.0,0.0,0.0,0.0,0.0,0.0,0.024500956644615917,0.0013861491783502987,0.0,0.0,0.005809390188648159,0.0,0.01853163972429205,0.0,0.039663222682405526
1625097600,0.0,0.0,0.0,0.0,0.002545210311166506,0.008307688105072224,0.024545455681335416,0.0,0.0,0.01362301156419436,0.002311211438872063,0.0,0.018525776049507465,0.003273544145436883,0.006066481062336846
1627776000,0.0,0.0,0.0,0.0,0.0,0.0,0.01753342177518281,0.0,0.0,0.0,0.0027120000616059105,0.0,0.015628903828977206,0.0,0.0
1630454400,0.0,0.0,0.0,0.0,0.0,0.0,0.0035063116405272985,0.0,0.0,0.013648478558693136,0.0,0.0,0.015594529002691766,0.0,0.0
1633046400,0.0,0.0,0.0,0.0,0.002525770784835084,0.0,0.0,0.0,0.010078890626877062,0.013636086263586367,0.00689458639837715,0.0,0.018461620554414238,0.0,0.0
1635724800,0.0,0.008670945859247338,0.0,0.0,0.0025213687481609607,0.0,0.0,0.0,0.0,0.013595766552547128,0.0,0.0,0.025808575953097213,0.003237694295657854,0.0
1638316800,0.0,0.0,0.0017288980247131263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001437355671917966,0.0,0.008625330387907653,0.0,0.0
1640995200,0.0,0.0,0.0,0.0,0.0034428489754213865,0.0,0.010497997220226218,0.0,0.0,0.013595240259589808,0.004600633530130967,0.0,0.07248732899638699,0.0,0.0
1643673600,0.0,0.0,0.002369732792041295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018379829458953702,0.0,0.0,0.0038065403650622874,0.0
1646092800,0.0,0.0,0.002365676795979588,0.0064547828477185265,0.0,0.0,0.0034995013840783146,0.015311689546475134,0.0,0.0,0.0,0.0,0.0,0.010091801398567779,0.0
1648771200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02721129975745469,0.0,0.0,0.015544629765956532,0.0,0.0
1651363200,0.0,0.0,0.00220729781407661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15006193307688076,0.0,0.01553203240434096,0.0,0.0
1654041600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01829148242871547,0.0,0.018382198329426776,0.00963157338935015,0.02540689912677753
1656633600,0.0,0.0,0.003134445151159903,0.0,0.0,0.003225859425727834,0.013927265251223956,0.0,0.0,0.013600844923678558,0.004570196655052758,0.0,0.0,0.006517099317167743,0.0070807303673305596
1659312000,0.0,0.0,0.0,0.006423660535056024,0.0025133475540640654,0.0,0.0,0.0,0.0,0.0,0.0037406415376782694,0.0,0.030941960734109392,0.0,0.0
1661990400,0.0,0.0,0.0,0.012800787112849113,0.00339422593910799,0.0,0.0,0.002638460492580219,0.006757933863582177,0.013603346620088646,0.0,0.0,0.015455291838389536,0.0,0.0
1664582400,0.0,0.0,0.0,0.0,0.002492409023430165,0.00595088579929929,0.006934685530241657,0.010516607171099798,0.0,0.0,0.009098269318354335,0.0,0.0,0.0,0.013897391350127674
1667260800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006745912730902182,0.010006570932326498,0.0,0.0,0.0028534214359071997,0.0021582002156114223,0.0
1669852800,0.0,0.0,0.0,0.0,0.0,0.005946650373638856,0.0,0.0,0.0,0.0,0.0,0.0,0.015401929032864739,0.0,0.005233067708132481
1672531200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006740558961549644,0.0,0.005722203846859729,0.0,0.005688732132687638,0.0,0.013905743018325794
