month,ratio_quantity.00L,ratio_quantity.00P,ratio_quantity.00Q,ratio_quantity.00R,ratio_quantity.00T,ratio_quantity.00V,ratio_quantity.00Y,ratio_quantity.01A,ratio_quantity.01D,ratio_quantity.01E,ratio_quantity.01F,ratio_quantity.01G,ratio_quantity.01H,ratio_quantity.01J,ratio_quantity.01K
1514764800,0.0,0.03342631010321759,0.0,0.0,0.0,0.0,0.0,0.027001426892731255,0.0,0.0,0.070822319221025,0.09684167911848487,0.0,0.0,0.03523113630447987
1517443200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007771269301463358,0.012722211490996501,0.0,0.0,0.30792315100012496,0.016715612872152216,0.0,0.0
1519862400,0.0,0.03908302987187703,0.0,0.0,0.0,0.019842540921706894,0.0,0.007762862303169472,0.07966537265415549,0.0,0.0,0.02764630357188712,0.0567338455647104,0.0,0.02202021983359256
1522540800,0.0,0.020088567564902595,0.0,0.0,0.008775735971974678,0.13065456578018356,0.0,0.0,0.012703416348750482,0.0,0.0,0.0,0.01671164371509803,0.0,0.0
1525132800,0.0,0.0,0.0,0.0,0.008767358417377812,0.0,0.12861927634437648,0.10027036006152752,0.0,0.0,0.0,0.024643021851323152,0.028039406222814513,0.032755586220253236,0.0
1527811200,0.0,0.010533266207110216,0.0,0.0,0.016951124176250162,0.0,0.0,0.0,0.0,0.0,0.0,0.39716585050085396,0.016700214363925183,0.0,0.0
1530403200,0.0,0.009559017692104564,0.0,0.04663044104597158,0.033848373167756386,0.019810081100503026,0.0,0.007090809370837579,0.0,0.0,0.0,0.013451640488528639,0.016702789861663066,0.0,0.0
1533081600,0.0,0.0,0.0,0.0,0.0,0.0,0.3482773886767703,0.0,0.039641487132878475,0.0,0.07050253468111585,0.0,0.0166722218970547,0.0,0.0
1535760000,0.0,0.11560396534195443,0.0,0.0,0.02368619684747782,0.013226748579926376,0.16516934942991285,0.0,0.10655375778210531,0.0,0.0,0.3996399798773687,0.01666489132442583,0.017874834117505126,0.11631201818255422
1538352000,0.0,0.012925594421340768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03630360150378254,0.06518217818201544,0.0
1541030400,0.0,0.0,0.0,0.0,0.19280273132825793,0.0,0.0,0.007064641497048728,0.06187414593860548,0.0,0.0,0.0,0.025002015800180345,0.0,0.0
1543622400,0.0,0.0327027160163686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36844506826775975,0.16259571221578592,0.0,0.10971034810298604
1546300800,0.0,0.0,0.0,0.0,0.029817129510805396,0.0,0.0,0.0,0.0,0.0,0.0,0.013593618777460995,0.01665298966535433,0.0,0.0
1548979200,0.0,0.07717337484196553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013571690621088522,0.016658834889950215,0.0,0.0
1551398400,0.012429684966624449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4626365098281334,0.008607784477165882,0.0,0.0
1554076800,0.012429018029206452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013533656689932567,0.034348674786201315,0.0,0.02665812759324211
1556668800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013580102780811858,0.005453299573495248,0.03351884419848383,0.021859620664553513
1559347200,0.0,0.0,0.01674936928903212,0.0,0.0,0.0,0.0,0.009906163996620768,0.0,0.0,0.0,0.013587738426448103,0.20164429602366807,0.0,0.0
1561939200,0.0,0.009857439972410008,0.0,0.0,0.12234595865470074,0.0,0.0,0.0,0.0,0.0,0.0,0.40405033384327227,0.025763297839676742,0.0,0.0
1564617600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013467993274142937,0.025716061050525638,0.0,0.0
1567296000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02569298447295412,0.0,0.0
1569888000,0.0,0.0,0.0,0.0,0.008895957524599802,0.0,0.0,0.007656454548975558,0.0,0.0,0.0,0.013393287542374387,0.02569899066704276,0.03337910379952656,0.0
1572566400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007658033334279499,0.0,0.0,0.24734200617771057,0.3619830125617821,0.025720264411726826,0.03338161769537247,0.014919819049755633
1575158400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05817117721876767,0.0,0.0,0.0
1577836800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08481757204222937,0.0,0.0,0.0,0.013333933304393555,0.0654077866339669,0.0,0.0
1580515200,0.008537138439342428,0.00986261678628067,0.0,0.0,0.008872580032898902,0.0,0.0,0.007652648761096578,0.0,0.0,0.0,0.0,0.017153780616372866,0.0,0.0
1583020800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013271682641931373,0.025692591480416964,0.0332792559846526,0.0
1585699200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35914440737489023,0.01712893222447617,0.0,0.0
1588291200,0.0,0.019022775041455574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013279944020338339,0.017137907244154846,0.0,0.0
1590969600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013266066395349652,0.04288895636278875,0.0,0.0
1593561600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03424988809790972,0.0,0.0
1596240000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3589883448738151,0.05140656653110261,0.0,0.0
1598918400,0.0,0.0,0.0,0.0,0.0,0.03653704910121848,0.0,0.0,0.0,0.0,0.0,0.04352932927107183,0.03422902344911288,0.0,0.0
1601510400,0.0,0.0098458321893941,0.0,0.0,0.0,0.03654899991307791,0.0,0.0,0.0371895860029984,0.0,0.0,0.0,0.017109548607386206,0.0,0.0
1604188800,0.0,0.0,0.0,0.0,0.0,0.03660843582861887,0.0,0.0,0.0,0.0,0.0,0.0,0.01714307168448894,0.0,0.0
1606780800,0.0,0.0,0.0,0.0,0.0,0.036624884071412,0.0,0.0,0.0,0.0,0.0,0.0,0.017141311377924635,0.0,0.0
1609459200,0.0,0.0,0.0,0.0,0.0,0.03665158174354021,0.0,0.0,0.0,0.0,0.0,0.0,0.017142008318478907,0.0,0.0
1612137600,0.0,0.00987787409417421,0.0,0.0,0.0,0.036663399797228796,0.0,0.0,0.0,0.0,0.0,0.0,0.017151803568858384,0.0,0.0
1614556800,0.0,0.0,0.0,0.0,0.0,0.03659628965038203,0.0,0.0,0.0,0.0,0.0,0.6452324960655579,0.01713146349154836,0.0,0.0
1617235200,0.0,0.009870545040197503,0.0,0.0,0.0,0.03659050610954785,0.0,0.0,0.0,0.04990353163710178,0.0,0.0,0.03424467535484896,0.0,0.0
1619827200,0.0,0.0,0.0,0.0,0.0,0.036581725027928676,0.0,0.0,0.024742923093589327,0.0,0.0,0.0,0.01712395668743868,0.0,0.0
1622505600,0.0,0.009864757023177982,0.0,0.0,0.009361612371082092,0.03651986531986532,0.0,0.0,0.0,0.0,0.0,0.0,0.01709752865526359,0.0,0.0
1625097600,0.0,0.0,0.0,0.0,0.0,0.03655004158313984,0.0,0.0,0.0,0.0,0.0,0.0,0.017107597871717273,0.0,0.0
1627776000,0.0,0.009878284389489952,0.0,0.0,0.0,0.07310955778146094,0.0,0.0,0.0,0.0,0.0,0.0,0.05132337698761095,0.0,0.0
1630454400,0.0,0.0,0.0,0.0,0.0,0.057323990320907986,0.0,0.0,0.0,0.0,0.0,0.0,0.01707350795927629,0.0,0.0
1633046400,0.0,0.009858406271833275,0.0,0.0,0.0,0.0364744457566418,0.0,0.0,0.0,0.0,0.0,0.0,0.01705876085288782,0.0,0.0
1635724800,0.0,0.0,0.0,0.0,0.0,0.036518811976277925,0.0,0.0,0.0,0.0,0.0,0.0,0.017074886676022805,0.0,0.0
1638316800,0.0,0.0098449810470167,0.0,0.0,0.0,0.03652008886798881,0.0,0.0,0.0,0.0,0.0,0.0,0.008557338347054133,0.0,0.0
1640995200,0.0,0.0,0.0,0.0,0.0,0.03657692824122917,0.0,0.0,0.0,0.0,0.0,0.0,0.025665621124808528,0.0,0.0
1643673600,0.0,0.009863463925455847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646092800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03417008464431765,0.0,0.0
1648771200,0.0,0.009836413873945531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651363200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017081273608395165,0.0,0.0
1654041600,0.0,0.009826949692002524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656633600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012570540552998428,0.0,0.0,0.0
1659312000,0.0,0.013296931514868535,0.0,0.0,0.0,0.0,0.0,0.0,0.02230252921881991,0.0,0.0,0.012545508940694545,0.011552058705109147,0.0,0.0
1661990400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012519435788092503,0.011535102035881808,0.0,0.0
1664582400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04983436968189552,0.0,0.0,0.0
1667260800,0.0,0.013251404908763375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024838773794550635,0.011523605992278741,0.0,0.0
1669852800,0.0,0.01321521546471696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042430434372877614,0.039431110896567534,0.0,0.0
1672531200,0.00842363753002432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024787248886192024,0.011536151208759395,0.0,0.0
