month,ratio_quantity.99A,ratio_quantity.99C,ratio_quantity.99E,ratio_quantity.99F,ratio_quantity.99G,ratio_quantity.A3A8R,ratio_quantity.B2M3M,ratio_quantity.D2P2L,ratio_quantity.D4U1Y,ratio_quantity.D9Y0V,ratio_quantity.M1J4Y,ratio_quantity.M2L0M,ratio_quantity.W2U3Z,ratio_quantity.X2C4Y
1514764800,0.020334219042944694,0.0,0.0,0.0,0.240674890298452,0.060361760504715506,0.01480990658266348,0.020665732361022045,0.11355941152931037,0.012533285418113169,0.002698859504955426,0.13365502499262544,0.038333203558266665,0.006700132202069956
1517443200,0.06802258888640322,0.1141769740928856,0.0,0.0,0.0,0.01723545287902655,0.0037132996104471626,0.021628446337898767,0.007458110548809929,0.06379228352700764,0.00924510170624562,0.034117131808604255,0.02009102863973146,0.0
1519862400,0.12198904321509164,0.0,0.0,0.0,0.0,0.03379297887791272,0.0037077646299266613,0.026767358097861488,0.0,0.029962257270155997,0.0,0.018730913066455804,0.01992485583619124,0.0
1522540800,0.05370505527328944,0.0,0.0,0.0,0.04938928011479896,0.02963005774502106,0.0037064763599610243,0.022765350984666793,0.0,0.02710921344148547,0.010932983386450264,0.06620668460244046,0.003180134087185026,0.0
1525132800,0.020639793897938973,0.0,0.009716661412358133,0.0,0.0,0.028472979231316847,0.0037008219531022755,0.05528265261156137,0.0,0.06194533565063875,0.007664130366929481,0.13333077623143583,0.02205985317130549,0.08661202124053784
1527811200,0.12831452796622725,0.0,0.0,0.0,0.0,0.030483575492327306,0.07529863728325441,0.022286383464959623,0.0,0.06291218672395141,0.0,0.02108846493531053,0.04530716077525868,0.0
1530403200,0.12025664405857467,0.0,0.009711238209698362,0.0,0.0,0.016947066331492254,0.0036974111251405033,0.02391702177638414,0.020003917727717924,0.041106023977442466,0.0128281360870141,0.0,0.018318501723170105,0.0
1533081600,0.04170948928121058,0.0,0.0,0.0,0.0,0.025788892132022023,0.01945150092302753,0.019826728930748255,0.007076415084747486,0.2691604488862819,0.0,0.0,0.05925115864600158,0.0
1535760000,0.08904384288069589,0.0,0.0,0.0,0.0,0.030823187753202735,0.0036822397344004848,0.011000378365069577,0.011440174326465932,0.014629620839525289,0.015490192792439322,0.0,0.020713156006959322,0.0
1538352000,0.00701003912167922,0.0,0.0,0.0,0.0,0.0030715381337684394,0.012906292494134872,0.007009483219576633,0.016088480392467894,0.09685879839192985,0.003995413065568326,0.1206755888200772,0.02381457591648467,0.024807908739769683
