month,ratio_quantity.99A,ratio_quantity.99C,ratio_quantity.99E,ratio_quantity.99F,ratio_quantity.99G,ratio_quantity.A3A8R,ratio_quantity.B2M3M,ratio_quantity.D2P2L,ratio_quantity.D4U1Y,ratio_quantity.D9Y0V,ratio_quantity.M1J4Y,ratio_quantity.M2L0M,ratio_quantity.W2U3Z,ratio_quantity.X2C4Y
1541030400,0.2220079991985961,0.02072486303394031,0.009670015830682995,0.0,0.027853596104109913,0.03685730821081489,0.0036560054964667713,0.07719503583146839,0.015004496477019777,0.03347464984320524,0.017127270866484228,0.0,0.045687423679542635,0.014370176941987235
1543622400,0.03604861684825897,0.0,0.0,0.0,0.0,0.010174369128498555,0.003655823576937639,0.0021293270679523866,0.06510275174271972,0.005570780714053538,0.008937071913180137,0.0,0.015458444458289696,0.008272233178249948
1546300800,0.01340131670324175,0.0,0.0,0.0,0.0,0.03517562434815327,0.0036531431641480382,0.018881770708495588,0.010243779790065142,0.061784460909741316,0.005152174809560561,0.09506567075994442,0.040772434475794296,0.1807407890505352
1548979200,0.018031432847251384,0.0,0.0,0.0,0.0,0.05270499899600432,0.0036522944619925,0.0021311515305669844,0.0,0.005569711389864282,0.028283319670362874,0.0,0.02852700588500355,0.08627747305262638
1551398400,0.25403034434849453,0.17411665706470214,0.0,0.0,0.0,0.03214082601939,0.005538120837170482,0.0023270114672063,0.008999785201657739,0.02553116100544424,0.031051147966804405,0.0,0.027481704087948023,0.008531155902069562
1554076800,0.0,0.0,0.0,0.0,0.0,0.02634014737492356,0.024820719025453113,0.0,0.00902916766132017,0.03521311004749911,0.012841900203319254,0.031303802807933524,0.04103776575077534,0.006295487610999549
1556668800,0.0,0.0,0.0,0.0,0.0,0.01732451513466647,0.0,0.0176255705974009,0.02888146256400422,0.05713853508680052,0.0,0.0,0.02935071001346593,0.0
1559347200,0.043846699996496104,0.0,0.0,0.0,0.0,0.051803890724465486,0.0,0.002323627767933972,0.048397014018532525,0.03517358556325757,0.0,0.0,0.019273374658521775,0.0
1561939200,0.04570849866199131,0.0,0.0,0.0,0.0,0.12062764854835908,0.0,0.03679479288266299,0.011252944783499398,0.022198638654283016,0.03209270290031685,0.0,0.11710907105720604,0.0
1564617600,0.055454547133365104,0.0,0.0,0.015038244669128516,0.0,0.018401800901076532,0.06839268475177238,0.12984443062094225,0.01166540128515833,0.04880287896592247,0.0,0.0,0.019462945519138256,0.0
1567296000,0.11777416131123797,0.0,0.0,0.0,0.0,0.03973696841486758,0.0,0.002196084526012896,0.011650823541227274,0.028825300659003475,0.0027189347617363174,0.0,0.022246629278411915,0.0
1569888000,0.028808498636489342,0.0,0.0,0.0,0.0,0.032424766589234495,0.0,0.03635772514614378,0.011630469244409357,0.017925902487094404,0.00271767138601639,0.0,0.024372838304070873,0.0
1572566400,0.24029193136181076,0.0,0.0,0.0,0.0,0.006895669251933387,0.0,0.0,0.008950772516125638,0.018943147634794218,0.025415175542329832,0.0,0.02264528830117908,0.0
1575158400,0.04512059463841647,0.0,0.0,0.0,0.0,0.005039042133172268,0.0,0.004120429760153566,0.00540830425165581,0.0033632747321911557,0.0,0.0,0.0060833909447944095,0.0
1577836800,0.016950970396533514,0.0,0.0,0.0,0.014757891631946818,0.02210069155630556,0.0,0.016923971399201324,0.011601165774305495,0.12570586649853452,0.0,0.0,0.02676678712626635,0.0
1580515200,0.12394866870711557,0.0,0.009881693078446156,0.0,0.0,0.0037156644904586256,0.0,0.0,0.011598926409088066,0.0,0.0,0.0,0.010114548878115647,0.0
1583020800,0.06750362807796324,0.0,0.0,0.0,0.0,0.004938753911323586,0.0,0.0,0.024265906248012392,0.0,0.0,0.0,0.0048731589478494975,0.0
1585699200,0.0,0.0,0.0,0.0,0.0,0.06238139414944188,0.0,0.006310829737834048,0.0,0.003358247332874343,0.0,0.0,0.003280647638075225,0.0
1588291200,0.0,0.0,0.0,0.0,0.0,0.0033505870950940615,0.0,0.011130243144282135,0.0,0.0,0.0,0.0,0.002363847031858388,0.0
1590969600,0.0,0.0,0.0,0.0,0.0,0.0053784409499849,0.0,0.00710342856110696,0.0,0.0,0.0,0.0,0.020664361962724538,0.0
1593561600,0.040819934462042615,0.0,0.0,0.0,0.0,0.016199915338042478,0.0,0.005183022713120269,0.0,0.0,0.0,0.005503378796845537,0.018941922869021986,0.0
1596240000,0.07279745136636696,0.0,0.0,0.0,0.0,0.0,0.0,0.00233380075111732,0.0,0.0018571717920870567,0.0,0.0,0.002999530646199881,0.0
1598918400,0.010804758521433382,0.0,0.0,0.0,0.0,0.004035092986833618,0.0,0.0041240248329323095,0.0,0.0,0.0,0.0,0.002363918104600549,0.0
1601510400,0.0506362971020941,0.0,0.0,0.0,0.0,0.003690770744558518,0.0,0.0,0.0,0.001780058967999952,0.0,0.0,0.0,0.0
1604188800,0.01612566866209672,0.0,0.0,0.0,0.0,0.0,0.0,0.004128945481898623,0.0,0.0017822029901683732,0.0,0.0,0.003227661224699809,0.0
1606780800,0.02877244567496061,0.0,0.0,0.0,0.0,0.0,0.0,0.004528524084947732,0.0,0.0,0.0,0.0,0.02037016429180489,0.0
1609459200,0.005366882026428221,0.0,0.0,0.0,0.0,0.008308031721685939,0.0,0.004124528411331141,0.0,0.0,0.0,0.0,0.0,0.006274735723474472
1612137600,0.12798289524057177,0.0,0.0,0.0,0.0,0.007982131422687354,0.0,0.0,0.0,0.0,0.0,0.0,0.0031801153806001415,0.0
1614556800,0.0,0.0,0.0,0.030211324259096284,0.0,0.0033303615403457104,0.0,0.0041239827312231055,0.0,0.0,0.0,0.00580243152784775,0.0011669635242530121,0.0
1617235200,0.0,0.0,0.0,0.0,0.0,0.0013019220827881867,0.0,0.006779775849415423,0.004730258821188264,0.0,0.005320418193666299,0.0,0.0010533816190321406,0.0
1619827200,0.0,0.0,0.0,0.0,0.0,0.0006963121332032077,0.0,0.006450714211370257,0.0,0.0,0.007205810935911252,0.0,0.0,0.0
1622505600,0.0,0.0,0.0,0.0,0.0,0.0012946637124873579,0.0,0.004519104764228098,0.0,0.003551022528404562,0.007185656851685004,0.0,0.0018190858173090386,0.0
1625097600,0.010695722292961608,0.0,0.0,0.0,0.0,0.0012908005245077338,0.0,0.0,0.004725841823658562,0.0017755900934072319,0.007174185865692372,0.0,0.0021380548170840115,0.0
1627776000,0.06101946184942341,0.0,0.0,0.0,0.0,0.006992989521024089,0.0,0.006766797092912124,0.0,0.0,0.0071618457066913695,0.0,0.004953957296706405,0.0
1630454400,0.0,0.0,0.0,0.0,0.0,0.0012837143560601651,0.0,0.0,0.0,0.0017744301300218444,0.0,0.0,0.003979907843285602,0.0
1633046400,0.044560949379751906,0.0,0.0,0.0,0.0,0.004479433493882957,0.005043350091210316,0.004109033218206834,0.0,0.0,0.00712891000685896,0.0,0.005778843657634873,0.0
1635724800,0.005292326171472434,0.0,0.0,0.030147598699239435,0.0,0.0036002861111384906,0.0,0.006757139360376921,0.004717679701725482,0.0,0.007125499168910697,0.0,0.02831018740550097,0.0
1638316800,0.04420569142565572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007116408671625535,0.0,0.008592071496967758,0.0
1640995200,0.0,0.0,0.0,0.0,0.0,0.0012733668114657706,0.0,0.0,0.0,0.0,0.0,0.0,0.00601229361498782,0.0
1643673600,0.0,0.0,0.0,0.0,0.01481516493096585,0.009320557943401591,0.0,0.0,0.006966816861129189,0.0,0.0,0.0,0.0034820770645608602,0.0
1646092800,0.08913669965948588,0.0,0.0,0.0,0.0,0.001621287118203364,0.014440448582109099,0.0,0.003478219009672212,0.11628660616097425,0.0,0.0,0.004767911523761058,0.0
1648771200,0.0,0.0,0.0,0.0,0.0,0.0023051001022571576,0.0,0.002318155474712492,0.0,0.0,0.0,0.0,0.0020303994999935054,0.0
1651363200,0.0,0.0,0.0,0.0,0.029529246258589104,0.0023019603643476354,0.0,0.00674207885126767,0.0,0.0,0.0,0.0,0.005393884518524286,0.0
1654041600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001375491429554983,0.0
1656633600,0.0,0.0,0.0,0.0,0.0,0.0016112260848134552,0.0,0.0,0.0,0.0,0.005190462123589904,0.0,0.0,0.0
1659312000,0.09238467540381883,0.0,0.0,0.0,0.0,0.0022901327775712225,0.0,0.022203228200974198,0.0,0.0,0.0,0.0,0.018400679302145374,0.0
1661990400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003431950396122191,0.0
1664582400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006504909143743938,0.018593592597431624,0.0,0.0,0.0,0.00579341912279749,0.0
1667260800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022129902968490014,0.022206429940897793,0.0,0.006991106778272914,0.0,0.0346804928445703,0.0
1669852800,0.09802723122550945,0.0,0.0,0.0,0.0,0.021277156023699808,0.0,0.0,0.018529975998764058,0.0,0.0,0.0,0.003971866459992882,0.0
1672531200,0.0,0.0,0.0,0.0,0.029505197831836392,0.0015968029130906253,0.0,0.02208839531593005,0.03709889872204124,0.0,0.005145345199987214,0.0,0.008610238526201438,0.0010122802878116655
