,cost_savings_10,cost_savings_20,cost_savings_30,cost_savings_40,cost_savings_50,cost_savings_60,cost_savings_70,cost_savings_80,cost_savings_90,pct_id,stp_id,regional_team_id,month,numerator,denominator,calc_value,percentile
0,-325.9979388478914,-1202.8392113683733,-2168.678024198034,-2753.618923199454,-3730.5094513083814,-4377.314831966679,-6433.564083399168,-8229.248965279165,-10385.433747955301,00Q,QE1,Y62,2018-07-01,1417.4156300000002,175.43500000000003,8.079434719411747,0.06666666666666667
1,-538.8830333779007,-1188.673572342605,-1828.2626311708545,-2423.5437377159033,-2998.995671997286,-3679.268594255548,-4258.997000364736,-5618.857259140777,-6931.81423707294,00Q,QE1,Y62,2020-04-01,326.37158,178.55700000000002,1.8278285365457527,0.009523809523809525
2,-627.0522900869923,-1204.3713887412325,-1597.31011648939,-2319.984631249295,-2847.0065126524414,-3363.3874883305234,-4618.929258247754,-5594.736817842622,-6974.197186087505,00Q,QE1,Y62,2020-05-01,364.36888,178.512,2.0411450210630098,0.02857142857142857
3,-344.6373336085228,-560.1535844516598,-821.9257900816292,-1211.892420290606,-1454.3374764377027,-2265.950736868959,-2708.4646761473614,-3486.459354733912,-4566.400169395664,00Q,QE1,Y62,2023-05-01,274.4203,183.18700000000004,1.4980337032649693,0.05714285714285714
4,36.516641667346335,-484.52474098364087,-940.493964027213,-1335.8272678285496,-1841.980593368199,-2547.744343352102,-3219.9421703052403,-4351.072083206045,-5412.588039943919,00Q,QE1,Y62,2020-12-01,871.86464,179.05000000000004,4.8693920134040765,0.11428571428571428
5,-307.37213493089274,-551.245362411104,-909.0648182257603,-1509.1530808217778,-1973.4601787077236,-2358.9729246908,-3311.9031873278277,-4073.3781141521104,-5171.31271778298,00Q,QE1,Y62,2022-03-01,222.53568,181.242,1.2278372562651043,0.009523809523809525
6,128.90588922409393,-165.10726147399282,-580.6199322853139,-1070.8239211380514,-1358.1060533167574,-1986.3479432685335,-2656.093014661819,-3332.3844800916177,-4453.095042104286,00Q,QE1,Y62,2022-05-01,578.9066200000001,181.458,3.190306406992252,0.13333333333333333
7,-44.57093203801662,-298.1852051688828,-699.7885617389102,-1163.286438117014,-1485.2848193732511,-1990.1693684923728,-2645.1529785163775,-3731.6995962172277,-4431.7737045436415,00Q,QE1,Y62,2022-01-01,421.66913,180.95800000000003,2.3302044120735195,0.06666666666666667
8,25.935895006018427,-298.1400455476879,-596.4105354080749,-1016.1759380302127,-1308.0607773106358,-1765.517352822546,-2695.147772074108,-3365.590861134345,-4469.395852460829,00Q,QE1,Y62,2022-11-01,508.99203,182.088,2.7953079280347963,0.13333333333333333
9,-443.8769824362191,-1150.170922031599,-1621.0377539269255,-1787.2609568591488,-2302.567877497266,-3169.8984428292592,-3685.4367197974734,-4627.632829668695,-6250.695129498645,00Q,QE1,Y62,2020-10-01,238.32282,178.88000000000002,1.332305567978533,0.01904761904761905
