,cost_savings_10,cost_savings_20,cost_savings_30,cost_savings_40,cost_savings_50,cost_savings_60,cost_savings_70,cost_savings_80,cost_savings_90,pct_id,stp_id,regional_team_id,month,numerator,denominator,calc_value,denom_items,denom_cost,denom_quantity,num_items,num_cost,num_quantity,percentile
0,-344.7853292071368,-689.4521411506148,-1106.653661691672,-1445.9535190675251,-2033.06464075623,-2645.7843820575645,-3205.9287507136587,-4514.190842386616,-5911.450074360243,01A,QE1,Y62,2022-03-01,10009.0,193428.0,0.051745352275782204,1705,4850.053570000001,193428.0,98,849.9894400000002,10009.0,0.0
1,-170.08366974909222,-338.2717838914232,-468.78155483521004,-610.7196824104049,-890.3331617218046,-1070.5365892456593,-1381.1931398457218,-1794.9618422996064,-2535.8880429966466,01A,QE1,Y62,2022-09-01,9279.0,188444.0,0.049240092547388085,1664,9893.660570000002,188444.0,89,764.8991299999999,9279.0,0.0
2,-327.9015971765766,-603.3280780282948,-821.196455190613,-1042.5014485197826,-1315.003177443832,-1724.2718182062963,-2174.6953939953164,-2852.8395975167514,-3816.3687169130208,11J,QVV,Y58,2022-10-01,22351.0,426524.0,0.05240267839558853,3874,24659.487909999996,426524.0,188,1738.4506300000003,22351.0,0.0
3,-548.2308500539166,-1355.3106556267248,-1949.0530515984683,-2550.8731567312334,-3491.314150053884,-4536.418966696263,-5297.945266864372,-7201.4283533382295,-11092.004017426574,11J,QVV,Y58,2021-10-01,20335.0,408005.0,0.04984007548927096,3779,11287.408930000001,408005.0,187,1465.4219699999996,20335.0,0.0
4,-1602.4159540016208,-2371.6059076390047,-3654.8591179700907,-4671.259046979196,-5637.182258638726,-6844.587185372786,-7791.9477534031375,-9717.530678049063,-13893.377284828975,11J,QVV,Y58,2019-06-01,21184.0,422588.0,0.05012920385813133,3671,12578.04672,422588.0,184,1662.8911400000006,21184.0,0.0
5,-1741.232388646953,-2512.883858449213,-3421.617508440777,-5011.389958622916,-6407.61793148514,-7537.831289825306,-8216.573843723483,-10079.248481140032,-14116.017926040917,11J,QVV,Y58,2018-08-01,22932.0,390110.0,0.05878342006100843,3493,13060.550210000001,390110.0,200,1839.1984399999994,22932.0,0.0
6,-543.4596876706164,-1412.389682212095,-1926.7669383298671,-2379.8939712028114,-3425.5903492321268,-3935.298127844737,-5019.396275300809,-5690.822520029124,-8567.78780882372,11J,QVV,Y58,2020-06-01,20566.0,405687.0,0.05069425443753436,3679,15248.424050000001,405687.0,181,1543.10264,20566.0,0.0
7,-1041.8651017149496,-2043.0228979814783,-2722.2916075752146,-3695.7947080438935,-4951.083328834349,-5491.565715796827,-7164.323006641418,-7979.4287744732865,-12510.84285679039,11J,QVV,Y58,2020-03-01,25362.0,489339.0,0.05182910007172942,4296,17269.759970000006,489339.0,215,1945.13895,25362.0,0.0
8,-1686.61592818162,-2475.271483580147,-3510.767288405188,-4662.495530662889,-6162.324317192595,-7366.912800962096,-8383.107944903712,-9916.009740441457,-14095.017423271029,11J,QVV,Y58,2018-09-01,26537.0,406270.0,0.06531863046742314,3654,13725.612139999996,406270.0,226,2113.3602300000007,26537.0,0.0
9,-656.188005679418,-1447.9850114487745,-2172.978617496383,-2665.329381274458,-3611.8654402941283,-4519.373775575001,-5472.189209303313,-7338.545616353291,-11271.022023351921,11J,QVV,Y58,2021-09-01,20699.0,448039.0,0.04619910320306938,4112,13347.607890000003,448039.0,192,1494.12949,20699.0,0.0
10,-496.9009494189522,-1130.277510374699,-1722.8734805162658,-2426.242358488311,-3079.050295329398,-3799.7540067967893,-4701.462147587763,-6086.1059879635395,-9444.708806349212,11J,QVV,Y58,2022-04-01,17994.0,399249.0,0.04506961820818587,3674,9178.013009999999,399249.0,166,1193.2551500000006,17994.0,0.0
11,-1005.1256417148197,-1720.812879662908,-2502.1896574328075,-3241.6220158722845,-3959.318184840353,-4982.536756470223,-5863.811015112033,-7024.927535239285,-10297.35855800333,11J,QVV,Y58,2019-11-01,19089.0,417890.0,0.04567948503194621,3699,15522.174520000002,417890.0,168,1449.0390099999997,19089.0,0.0
12,-1552.471501076965,-2316.1603394998237,-3481.2383387755963,-4435.557165463271,-5857.995883568856,-6662.0092232272655,-7953.623337093846,-9045.177692097637,-13073.568913867439,11J,QVV,Y58,2018-12-01,21392.0,378702.0,0.05648768688837133,3410,10759.744510000004,378702.0,190,1641.8704399999995,21392.0,0.0
13,-951.5311974485121,-1956.193472512312,-2500.2853552217257,-3266.4349874884665,-4049.639855495074,-5382.183566713962,-6022.706369895162,-7617.902903402521,-10409.363682476216,11J,QVV,Y58,2019-12-01,19520.0,404392.0,0.04826999544995945,3584,15145.964699999995,404392.0,183,1558.5377999999996,19520.0,0.0
14,-666.7654760017867,-1073.4461105811934,-1333.7674589605522,-1905.0709097516847,-2469.335530537839,-2840.474009350517,-3770.708528405532,-4466.791098472328,-5930.066562618682,11J,QVV,Y58,2023-03-01,20165.0,428389.0,0.04707170352179911,3912,17103.049109999993,428389.0,167,1558.2917300000004,20165.0,0.0
15,-1700.7811675350003,-2646.4164959055506,-4035.884432583978,-5681.875090178724,-6585.743957340215,-8380.553014133653,-9479.179405356896,-11214.786180470368,-15880.327971570321,11J,QVV,Y58,2019-01-01,25627.0,419007.0,0.061161269382134426,3717,11203.267450000003,419007.0,218,2071.1789599999997,25627.0,0.0
16,-713.191378678328,-1258.7302553677764,-2092.486506374691,-3085.3465178170336,-4041.2421450389375,-4814.105111474833,-5908.416580207722,-7451.733037352678,-11445.490727289463,11J,QVV,Y58,2021-11-01,20776.0,447731.0,0.0464028624330234,4097,12309.289320000003,447731.0,193,1499.3781099999999,20776.0,0.0
17,-555.3361348463986,-986.73649557932,-1314.8697276411149,-1737.5539236311743,-2194.1694964226517,-2797.3656933311468,-3632.526796062197,-4083.592773941924,-5020.264386288338,11J,QVV,Y58,2023-02-01,15505.0,397166.0,0.03903909196658324,3708,18248.26516,397166.0,153,1225.1395200000002,15505.0,0.0
18,-1145.5946936589062,-1873.3807527735516,-2467.0269419454526,-3459.6857226458997,-4305.797832937049,-5217.307603291072,-6219.67961215755,-7360.6502695113995,-10421.80109708096,11J,QVV,Y58,2019-09-01,19775.0,439801.0,0.04496351759091043,3939,17016.19381,439801.0,176,1499.7265600000003,19775.0,0.0
19,-563.8106324289802,-1454.097419832371,-1841.4456284433927,-2565.7333989435338,-3290.9854135365185,-3908.680053203747,-4993.798821353319,-5906.929599891935,-9127.187722180477,11J,QVV,Y58,2020-08-01,20377.0,395870.0,0.05147396872710738,3627,14067.96927,395870.0,184,1523.9782799999998,20377.0,0.0
20,-788.32585262477,-1425.6131269333437,-1905.0578140648522,-2442.989309962586,-3308.414745462849,-4147.162651066976,-4947.488852381599,-6025.038744274791,-8700.691447580559,11J,QVV,Y58,2020-05-01,19628.0,398711.0,0.04922863929011239,3569,13532.557809999997,398711.0,173,1433.9103599999999,19628.0,0.0
21,-1714.6668135036052,-2491.1606472907843,-4001.542179633081,-4795.009335012965,-6441.885173426632,-7462.515813967631,-8789.844081226234,-10518.69655510821,-14107.702741134373,11J,QVV,Y58,2018-05-01,24241.0,397541.0,0.060977358310212025,3523,14154.336200000002,397541.0,213,1926.9197700000004,24241.0,0.0
22,-1802.2845300220251,-2734.384269206219,-3869.678693686823,-5053.956679892221,-6076.2641832010195,-7341.727654693761,-8716.1658858224,-10448.808836478227,-14328.262254694135,11J,QVV,Y58,2019-04-01,17983.0,394064.0,0.04563471923342401,3461,11728.84174,394064.0,159,1501.5884099999998,17983.0,0.0
23,-1476.8026224982677,-2118.323898323355,-3299.598904571163,-4070.656250359478,-5250.202972907633,-6403.885221306993,-7257.037200411791,-9053.388912738164,-12097.740064524607,11J,QVV,Y58,2019-02-01,21616.0,368256.0,0.058698296836982966,3300,11762.926699999995,368256.0,186,1728.1407400000005,21616.0,0.0
24,-1173.3073400709818,-1884.0635383764165,-2758.4678712571767,-3641.65925936028,-4351.220198582534,-5321.618845223111,-6400.914902746685,-7428.537199413768,-10619.925245896367,11J,QVV,Y58,2019-07-01,23765.0,411443.0,0.05776012716220716,3604,14553.021870000004,411443.0,195,1809.5396599999992,23765.0,0.0
25,-1867.4382550222545,-2815.16783239138,-4170.287071676321,-4966.968905439779,-6549.300408951149,-7890.973604613129,-8836.45926381867,-10551.871856420774,-14720.089219972782,11J,QVV,Y58,2018-10-01,21756.0,412138.0,0.05278814377708437,3632,12887.467629999996,412138.0,187,1740.4688499999997,21756.0,0.0
26,-652.7346862692539,-1780.4825435405855,-2266.767521896969,-3197.7494393564466,-4013.4882521713535,-4950.832681115191,-5913.835999235462,-7137.077189827125,-10784.949710234325,11J,QVV,Y58,2020-11-01,23038.0,453455.0,0.05080548235216284,4139,15474.676390000006,453455.0,208,1754.3866,23038.0,0.0
