month,ratio_quantity.00L,ratio_quantity.00N,ratio_quantity.00P,ratio_quantity.00R,ratio_quantity.00T,ratio_quantity.00V,ratio_quantity.00X,ratio_quantity.00Y,ratio_quantity.01A,ratio_quantity.01D,ratio_quantity.01E,ratio_quantity.01F,ratio_quantity.01G,ratio_quantity.01H,ratio_quantity.01J
1514764800,13.472261004740504,25.594171244662544,18.408883539733313,0.747897116656176,8.839670005930945,2.073620258635509,8.540043630684549,12.470675338357099,0.0,4.45568806117627,2.4851749669963836,13.464912395836516,2.4317074571056323,28.74748536567293,10.955380569457265
1517443200,18.431445284493552,18.56918254013743,20.702281118728454,0.0,5.39239457416804,1.4825841797929238,7.278652696570382,13.033060031006533,0.0,5.05856974223596,0.9336344123032208,12.419220463128982,4.422851036145641,21.499899287727725,3.3729142163556367
1519862400,17.406215261973006,19.58681967254874,19.452084903467565,0.0,8.154723078517211,3.0457596873375645,8.885555628257976,13.058295193924877,0.11935881808625808,4.455393115281501,2.865040078388261,13.465407895539686,2.7018522675998993,19.858775987301282,14.315420221830061
1522540800,20.421111363978856,19.458736326322818,18.31698335000212,0.0,9.066375275352664,6.754676688632619,8.031998070129532,14.9748525660367,0.0,5.251087830597111,3.7307273005153383,12.404828895020044,1.6908726447102496,19.196271874990362,6.734347620605662
1525132800,17.318462247541092,28.06213058222468,25.295063301834983,0.0,5.536369634083268,3.5218306829041186,10.749564954485278,16.559735763525968,0.0,4.450685454856948,2.8009870875179343,24.769281267125375,2.9556001610482774,17.961864006268463,10.87202744086959
1527811200,17.39606814454456,27.229552254938735,23.68101393455897,0.0,7.738364872722574,1.6142633366946342,7.971960118240758,15.283230106500362,0.0,4.445763709218736,2.802258829718549,13.43534111904382,1.7306803860543534,11.393263050753365,10.084165719192995
1530403200,14.995379622326508,27.639148733393075,21.595997781885384,0.0,6.307329878076332,4.67556494150889,9.232312628127398,18.842706044224506,0.0,8.889767841347574,1.868568642074465,12.376714310681526,4.779277476081538,14.713059721969579,6.722450742191278
1533081600,17.763130680633406,30.47779076926982,20.22416890740923,0.0,8.684321154800813,2.9363129907418255,15.411086573973497,17.65920842019786,0.0,0.0,4.920228008357277,25.752245165892603,2.742477894206292,14.581045625795163,0.0
1535760000,17.5550982062423,28.843318779786653,23.07953419896363,0.0,5.367747927031509,3.43916053536166,7.045317132191766,17.546759705519943,0.0,9.055394570316995,4.570384431595546,5.427432815460401,0.7121169226955578,20.276295271227138,0.0
1538352000,19.55078224891967,28.722332846993154,21.268429489209296,0.0,10.095777019955623,3.027371763937431,8.9441208317285,20.01516529505283,0.0,8.848018204209298,4.103066404763715,34.54264467066594,6.40000304774068,10.185509897438578,0.0
1541030400,10.500155762476014,28.41254577279443,25.60345468819863,0.0,7.074025267681108,5.696697172597293,11.511717062166497,14.690280355280159,0.0,4.620897163558344,4.7615345260037625,13.86581346922704,5.204899849819963,19.825685295122383,0.0
1543622400,12.742957644643926,29.02656226630331,22.29302336710028,0.0,6.272503051091325,2.350588321231866,8.746730672303066,15.999609729738133,0.0,4.618291310689726,6.204098831277909,26.677726825502543,4.183100554224518,14.72115220741826,0.0
1546300800,10.70771751180582,21.1276691753159,28.980788499697443,0.0,10.520151878753657,6.372190825455731,8.990217334777899,18.27978691758639,0.0,8.835807873252783,4.099509809504826,2.106081394909036,2.7075311690137283,13.40749249507874,0.0
1548979200,8.6771015446592,17.14878386941424,18.097342168004314,0.0,5.837090381904396,5.740676297933236,8.486509528368737,13.062647160362612,0.0,4.414878854251561,5.022736877529932,1.0528436656663167,1.9071867581682427,14.102821961368022,1.673821838561513
1551398400,7.998119283175173,23.560249439284313,28.598958270990362,0.0,14.603621907901053,4.565254665998648,8.227420482481019,12.882115941354975,0.0,7.447182534128935,7.889679807742443,2.1050230755867085,0.0,13.758150856144903,3.9768787069809024
