,pct_id,stp_id,regional_team_id,month,numerator,denominator,calc_value,percentile
0,00N,QHM,Y63,2019-01-01,7,778,0.008997429305912597,0.0
1,00N,QHM,Y63,2020-02-01,11,713,0.015427769985974754,0.0
2,00N,QHM,Y63,2019-06-01,6,746,0.00804289544235925,0.0
3,00N,QHM,Y63,2018-06-01,8,750,0.010666666666666666,0.0
4,00N,QHM,Y63,2019-03-01,3,758,0.00395778364116095,0.0
5,00N,QHM,Y63,2019-05-01,7,774,0.00904392764857881,0.0
6,00N,QHM,Y63,2019-02-01,10,699,0.01430615164520744,0.0
7,00N,QHM,Y63,2018-05-01,3,781,0.0038412291933418692,0.0
8,00N,QHM,Y63,2018-07-01,10,760,0.013157894736842105,0.0
9,00N,QHM,Y63,2018-10-01,9,770,0.011688311688311689,0.0
10,00N,QHM,Y63,2018-08-01,12,728,0.016483516483516484,0.0
11,00N,QHM,Y63,2019-04-01,11,757,0.01453104359313078,0.0
12,00N,QHM,Y63,2018-12-01,8,737,0.010854816824966078,0.0
13,01V,QYG,Y62,2020-12-01,3,470,0.006382978723404255,0.0
14,01V,QYG,Y62,2021-05-01,4,382,0.010471204188481676,0.0
15,01V,QYG,Y62,2021-06-01,4,420,0.009523809523809525,0.0
16,01V,QYG,Y62,2022-09-01,1,395,0.002531645569620253,0.0
17,01V,QYG,Y62,2021-08-01,4,394,0.01015228426395939,0.0
18,01V,QYG,Y62,2022-07-01,0,386,0.0,0.0
19,01V,QYG,Y62,2020-08-01,4,406,0.009852216748768473,0.0
20,01V,QYG,Y62,2023-02-01,1,354,0.002824858757062147,0.0
21,01V,QYG,Y62,2020-11-01,5,425,0.011764705882352941,0.0
22,01V,QYG,Y62,2020-10-01,3,447,0.006711409395973154,0.0
23,01V,QYG,Y62,2021-03-01,5,432,0.011574074074074073,0.0
24,01V,QYG,Y62,2019-10-01,7,448,0.015625,0.0
25,01V,QYG,Y62,2022-06-01,2,396,0.005050505050505051,0.0
26,01V,QYG,Y62,2021-11-01,2,375,0.005333333333333333,0.0
27,01V,QYG,Y62,2020-09-01,7,465,0.015053763440860216,0.0
28,01V,QYG,Y62,2021-07-01,3,407,0.007371007371007371,0.0
29,01V,QYG,Y62,2020-03-01,9,495,0.01818181818181818,0.0
30,01V,QYG,Y62,2020-06-01,8,444,0.018018018018018018,0.0
31,01V,QYG,Y62,2022-11-01,2,386,0.0051813471502590676,0.0
32,01V,QYG,Y62,2019-08-01,5,432,0.011574074074074073,0.0
33,01V,QYG,Y62,2020-05-01,5,409,0.012224938875305624,0.0
34,01V,QYG,Y62,2022-08-01,3,407,0.007371007371007371,0.0
35,01V,QYG,Y62,2021-04-01,4,431,0.009280742459396751,0.0
36,01V,QYG,Y62,2022-01-01,1,379,0.002638522427440633,0.0
37,01V,QYG,Y62,2022-05-01,2,413,0.004842615012106538,0.0
38,01V,QYG,Y62,2022-12-01,1,415,0.0024096385542168677,0.0
39,01V,QYG,Y62,2022-03-01,3,404,0.007425742574257425,0.0
40,01V,QYG,Y62,2023-04-01,0,370,0.0,0.0
41,01V,QYG,Y62,2021-02-01,3,384,0.0078125,0.0
42,01V,QYG,Y62,2023-05-01,2,389,0.005141388174807198,0.0
43,01V,QYG,Y62,2021-10-01,3,375,0.008,0.0
44,01V,QYG,Y62,2019-07-01,5,462,0.010822510822510822,0.0
45,01V,QYG,Y62,2020-01-01,9,442,0.020361990950226245,0.0
46,02P,QF7,Y63,2022-04-01,8,1049,0.0076263107721639654,0.0
47,10R,QRL,Y59,2021-01-01,3,267,0.011235955056179775,0.0
48,10R,QRL,Y59,2018-11-01,4,379,0.010554089709762533,0.0
49,10R,QRL,Y59,2022-10-01,1,255,0.00392156862745098,0.0
50,10R,QRL,Y59,2023-01-01,1,256,0.00390625,0.0
51,10R,QRL,Y59,2023-03-01,1,247,0.004048582995951417,0.0
52,11M,QR1,Y58,2021-12-01,23,2400,0.009583333333333333,0.0
53,11M,QR1,Y58,2021-09-01,23,2345,0.009808102345415778,0.0
54,11M,QR1,Y58,2022-02-01,18,2131,0.008446738620366025,0.0
55,36J,QWO,Y63,2019-11-01,43,2608,0.016487730061349692,0.0
56,36J,QWO,Y63,2020-04-01,47,2702,0.017394522575869726,0.0
57,36J,QWO,Y63,2019-09-01,42,2521,0.016660055533518445,0.0
58,36J,QWO,Y63,2018-09-01,51,2606,0.019570222563315427,0.0
59,36J,QWO,Y63,2020-07-01,47,2625,0.017904761904761906,0.0
60,36J,QWO,Y63,2019-12-01,51,2692,0.018945022288261514,0.0
61,72Q,QKK,Y56,2019-09-01,990,2669,0.3709254402397902,1.0
62,72Q,QKK,Y56,2022-02-01,613,2080,0.29471153846153847,1.0
63,72Q,QKK,Y56,2021-04-01,773,2375,0.3254736842105263,1.0
64,72Q,QKK,Y56,2018-07-01,1120,2876,0.3894297635605007,1.0
65,72Q,QKK,Y56,2018-05-01,1179,2983,0.39523969158565203,1.0
66,72Q,QKK,Y56,2021-06-01,799,2483,0.3217881594844946,1.0
