month,ratio_quantity.05V,ratio_quantity.05W,ratio_quantity.06H,ratio_quantity.06K,ratio_quantity.06L,ratio_quantity.06N,ratio_quantity.06Q,ratio_quantity.06T,ratio_quantity.07G,ratio_quantity.07H,ratio_quantity.07K,ratio_quantity.09D,ratio_quantity.10Q,ratio_quantity.10R,ratio_quantity.11J
1483228800,21.9298816881776,21.756742416147222,20.923099771101576,22.188241647901023,19.990177413602787,19.001648099415206,22.827459403939365,26.276002425500998,20.75271255376953,22.155832003604694,21.049120616745288,21.30744935062894,19.360885303442842,20.359248382088577,21.028007947333183
1485907200,22.655151142540202,21.67969181857923,21.32458590956977,22.480422618587024,20.297432520844918,19.320950957298145,22.660580659472423,26.060201621590636,20.996595272865083,21.836996195877937,21.029450856396863,21.019995039614198,19.436961939183792,20.191788060390763,21.019759556298876
1488326400,22.234291752831123,21.733232015998478,20.98616972012356,22.414634006048388,20.21751093628946,19.112982980075074,22.506120898014007,26.197693930945533,20.725144393314526,22.005091972906758,20.929827184760622,21.439108586939415,19.466946110889516,20.575267444496195,21.13879703626369
1491004800,22.35385377833057,22.065663037236902,21.30702439061768,21.9748264010989,20.497415852184268,19.128806570446198,22.823802314031898,26.407280912564136,21.303458473980317,22.348260064360417,21.26740431917632,21.226059578490894,19.49783838389155,20.60324341511817,21.320284137998637
1493596800,22.057967025300282,21.759084097462527,21.31139448709136,22.352506776051065,20.30133999410625,19.46460710213951,22.589804595540446,26.174832375713116,21.061576009969667,22.1046315523989,21.205675646766167,21.17770688434047,19.68833494672383,20.785106816709842,21.188592063604865
1496275200,22.05507940302144,21.543468725769948,21.27465857093585,22.006245035431725,20.712086425549927,19.50584144515554,22.38607700855561,26.076111177570095,21.048130919387084,22.23232443277621,21.12552643755141,21.66055141052977,19.63413433307355,20.465694798962385,21.459308089635602
1498867200,22.741871040758785,21.67256459544623,21.239978980525574,22.319933157446215,20.597750463341026,19.476296270086763,22.19147358373749,26.14369423585674,20.938588496360317,22.422129110595513,21.141849919554453,21.208567977657314,19.693735534875323,20.585388884540112,21.27250594761883
1501545600,21.91281126756898,21.620476828675578,21.45935205106217,22.508997225366418,20.3126001149125,19.424239273113866,22.605678154761904,26.060148632362182,21.1633879603464,22.19615292290713,21.16836732826242,21.40972941604632,19.84109606448791,20.7780018241647,21.188655514483152
1504224000,21.85092497005988,21.118765024856227,21.110632572873048,21.79768697845887,20.30037970231438,19.122749693177536,21.744533115093756,25.624831150085033,20.877385059633017,21.922828737097745,20.8838749087635,20.752043859418634,19.381874104349944,20.528077900458648,20.81924390569515
1506816000,21.676894200404863,20.979187548062097,21.013215304829174,21.632644067749357,20.03079094306349,18.92317318485045,21.922876278456275,25.6669286068016,20.936383766345134,21.799559230884785,20.833522534222116,20.498259002501104,19.48222317762822,20.04360964049196,20.62929393010989
1509494400,21.497872108053524,20.811861211839172,20.95146924903119,21.310648938311907,20.16728241763645,18.692871300374208,21.78472345434974,25.347335424434746,20.88058137334472,21.481050011619452,20.739511793534934,20.518091577201446,19.319211479556877,20.39457185826519,20.5552764500799
1512086400,21.75939566314273,21.176358695030046,20.926370399770736,21.537179572265618,20.15297279883152,19.140242748893012,21.98653937377507,25.538491909528396,20.83696851646172,21.498327124645886,20.539988732688506,20.860406791750208,19.462863921952863,20.43759003686636,20.80517590834361
1514764800,21.731716690417688,20.788958525981908,21.16472119292009,21.468404107166517,20.064155802387816,18.979758059774955,21.687565879363888,25.420226873830405,21.051730055900613,21.694158468817196,20.5210969218802,20.712594046798735,19.367966493331842,21.092792855590066,20.696753721235194
1517443200,22.01501155469184,20.970502475830187,21.211914486175687,21.52265954315105,20.36451298660508,19.354812395292207,22.158472039261962,25.48935239599217,21.344988522290116,21.943188629375207,20.96751514709612,20.57068114494519,19.007269166718988,21.062158950706777,20.999014848412166
1519862400,21.419108645307773,20.90957801505547,21.34580381373139,21.55504330483349,20.524067985217176,19.256021131392377,22.267318683514542,25.39227738333667,21.26759605792091,21.491888172596298,20.510975516505724,21.022028854316034,18.815509221961076,21.152590652948792,20.991861068060498
1522540800,21.5099025199362,21.089026657200797,21.363831543268475,21.444732025626262,20.711607188829788,19.318249382134574,22.60886495275042,25.68106593880535,21.445262179346635,21.99341851326342,21.07439277347811,21.318348080530402,18.911369593363492,21.617688233995583,21.214074731872778
1525132800,21.873992767014414,21.087465528200102,21.323127906246487,21.69981500854214,20.58478821780497,19.271388331226294,22.324656918734796,25.401731112688914,21.17206985564304,21.978070223825654,20.901099411894517,21.53999764840881,18.889337084864398,21.856873392438942,21.28182613689556
1527811200,21.116677628635347,21.277350814150473,21.330695045349728,21.41303149989599,20.653134807868632,19.33483126857585,22.193081049843016,25.660163944127376,21.30418945547725,21.452737585290198,20.879164890167974,21.312921628845185,18.7425922596607,21.654123996310584,21.27382971365836
1530403200,22.16799895689875,21.205351378488427,21.381098496688484,21.563922451802178,20.717073781684732,19.437990573550817,22.55835990573372,25.794435157552346,21.57447955163621,21.77658124581575,21.157404492888787,21.452610839258114,18.910078644195192,21.892021439156927,21.547889383103577
1533081600,21.267638809152366,21.595321705494083,21.718425863332943,21.787578601577486,20.931240988420875,19.85774123145995,23.032983450524824,25.738928303789734,21.447258315524827,22.10724622895103,21.24671775249914,20.999424268134714,19.40935456995202,22.423044915313426,21.510259561279764
1535760000,20.305275773777538,21.430957003408736,21.36680234382489,21.458312715105166,20.59827787894376,19.217033662819457,22.375959111920874,25.209593440371705,21.352627276765883,21.76687431074585,20.837705172830557,20.309839633290824,18.73091526994657,21.842516110370124,21.297419243197282
1538352000,18.317138315840857,20.142069503848653,20.532212700813187,18.80877063540397,19.74937118999597,17.18662855336028,20.43803931304923,21.745069311657875,20.35046223397761,19.67452897497188,19.68916664897734,17.447471259729028,17.92611273937216,20.884871579105823,19.361530099056413
