"","name","is.nbreak","is.tfirst","is.tfirst.pknown","is.tfirst.pknown.offs","is.tfirst.offs","is.tfirst.big","is.slope.ma","is.slope.ma.prop","is.slope.ma.prop.lev","is.intlev.initlev","is.intlev.finallev","is.intlev.levd","is.intlev.levdprop"
"437","ratio_quantity.M85782",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","ratio_quantity.M85783",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","ratio_quantity.M85792",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","ratio_quantity.M85794",4,4,4,33,33,33,-0.546555134260522,-0.0364767116649422,0.500543976093763,15.1081769008593,5.28087611755457,9.82730078330471,0.65046238522305
"441","ratio_quantity.M85797",15,17,17,20,20,18,-8.32242063580953,-0.453434949510619,1.83881773972929,14.0029757344845,9.47701296177668,4.52596277270782,0.323214355186086
"442","ratio_quantity.M85801",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","ratio_quantity.M85803",4,12,12,20,20,14,-0.638226789859668,-0.0518763219145988,1.22911094993722,10.908057341342,10.3887984494639,0.519258891878117,0.0476032418632512
"444","ratio_quantity.M86001",1,8,8,8,8,8,0.0334785771197279,0.00361113581763591,0.518518518518518,9.23744857998874,11.045291744454,-1.80784316446531,-0.195708062546802
"445","ratio_quantity.M86002",6,6,6,6,6,7,-0.221284905946484,-0.0128595950859851,0.500773019718442,17.3447935528441,8.50706079835581,8.8377327544883,0.509532311673963
"446","ratio_quantity.M86003",4,15,15,20,20,32,-0.138544433028876,-0.00911565235339091,0.6056351620692,14.9682866939322,14.0532510968871,0.91503559704511,0.0611316188522793
"447","ratio_quantity.M86004",2,20,20,21,21,21,-0.0760579357862938,-0.00475068430132834,0.513271432917075,13.928793950839,12.8915152005328,1.03727875030613,0.074470105162526
"448","ratio_quantity.M86005",2,44,44,44,44,44,-2.65924269433437,-0.23797830889437,0.646077246771867,13.8335497422709,9.71756716027886,4.11598258199203,0.297536254878595
"449","ratio_quantity.M86006",2,17,17,17,17,17,-0.171863467341848,-0.0137036768335684,0.573491878288022,12.7132762158425,10.9152022707862,1.7980739450563,0.141432775826553
"450","ratio_quantity.M86007",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","ratio_quantity.M86008",2,2,2,2,2,2,0.295811202129352,0.0210641408382775,0.968626707084889,13.7475435399643,14.3583282725463,-0.610784732582081,-0.0444286450744108
