"","name","is.nbreak","is.tfirst","is.tfirst.pknown","is.tfirst.pknown.offs","is.tfirst.offs","is.tfirst.big","is.slope.ma","is.slope.ma.prop","is.slope.ma.prop.lev","is.intlev.initlev","is.intlev.finallev","is.intlev.levd","is.intlev.levdprop"
"1","ratio_quantity.F86731",3,23,23,24,24,23,221.468285094995,0.90103707291384,14.2292060225894,24.3243595725485,39.8887055201303,-15.5643459475818,-0.639866628396132
"2","ratio_quantity.G81001",4,11,11,11,11,11,5.05009688656656,355368975883220,29308781516141.8,2.8421709430404e-14,5.6843418860808e-14,-2.8421709430404e-14,-1
"3","ratio_quantity.G81002",1,40,40,40,40,40,-1.68955871867131,-0.0621739378479617,0.545454545454546,28.8642685271911,0.141770309778902,28.7224982174122,0.995088380305035
"4","ratio_quantity.G81003",2,49,49,50,50,50,-2.03438748423096,-0.104488932538958,0.580895408083198,2.06155097908609,1.16039748807438,0.901153491011706,0.437124039208189
"5","ratio_quantity.G81004",3,52,52,53,53,53,-12.0059188635773,-0.934172491097023,35.1668662919291,0.708250481720239,0.366851883280646,0.341398598439594,0.482030873611812
"6","ratio_quantity.G81006",3,18,18,19,19,18,26.3195755303688,0.996708023900213,35.7612980033235,0.086929583714469,0.822908896543822,-0.735979312829353,-8.46638487591024
"7","ratio_quantity.G81007",7,16,16,31,31,60,164.884702472917,22.6146487949511,1.70232896681135,8.13994231047263,104.998249774842,-96.8583074643697,-11.8991393022226
"8","ratio_quantity.G81008",3,11,11,13,13,11,10.2271428561016,0.903118831556669,34.3671184921734,1.09710651036714,1.39469162383625,-0.297585113469107,-0.271245417520602
"9","ratio_quantity.G81011",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","ratio_quantity.G81012",1,40,40,40,40,40,1.80873708282644,0.166243905754153,0.545454545454546,9.07128329819888,48.8634991203805,-39.7922158221816,-4.386613725324
"11","ratio_quantity.G81016",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","ratio_quantity.G81017",3,42,42,43,43,42,11.9210872162485,NA,111.308361700635,NA,0.107099655714165,NA,NA
"13","ratio_quantity.G81019",5,2,2,3,3,2,47.0794427300723,0.999999999999936,20.4730430174126,3.02767046219314e-12,2.29958207434538,-2.29958207434235,-759521917281.781
"14","ratio_quantity.G81021",2,2,2,2,2,2,-23.6512186626369,-0.997023510239577,0.504039426311802,47.3730450987594,0.449694606716548,46.9233504920428,0.990507373849854
"15","ratio_quantity.G81022",4,47,47,47,47,50,-18.8713287223785,-0.976430096292893,16.4751367984056,1.06189048832916,0.0297305691369445,1.03215991919222,0.972002226723281
"16","ratio_quantity.G81023",1,23,23,23,23,23,0.58421349871131,0.0856124482589551,0.512820512820513,6.23971819103803,29.0240446407791,-22.7843264497411,-3.65149927483355
"17","ratio_quantity.G81024",3,7,7,8,8,7,111.963460841555,40.8923787230874,27.8679211836191,2.71134388712812,4.01764667352745,-1.30630278639933,-0.481791628351125
"18","ratio_quantity.G81025",10,2,2,2,2,10,-129.379046565774,-260121172278200,4.43716992058655,31.917424956867,1.5407323749339,30.3766925819331,0.951727547663509
"19","ratio_quantity.G81026",8,2,2,2,2,5,-30.4152327258427,-10327052983300.1,1.24191892085091,24.4905140063429,0,24.4905140063429,1
"20","ratio_quantity.G81027",3,28,28,29,29,28,10.1578190559441,0.999999999999999,43320786093983.5,6.93689521461019e-15,4.2632564145606e-14,-3.56956689309958e-14,-5.14577023677901
"21","ratio_quantity.G81028",3,49,49,50,50,50,-20.7074542574257,-0.999999999999999,17.0727265592262,1.21289673243401,0,1.21289673243401,1
"22","ratio_quantity.G81029",3,17,17,21,21,21,-9.54944806065229,-1.1197764523102,2.30270434825754,4.89646979362355,0.74941197967604,4.14705781394751,0.846948513671632
"23","ratio_quantity.G81030",4,6,6,6,6,8,-10.6586022492541,-1.00149893383459,38711352514541.1,1.16448863930505e-13,0,1.16448863930505e-13,1
"24","ratio_quantity.G81031",3,2,2,2,2,3,-13.446127346622,-1,0.995758135616672,13.5034069676919,1.13686837721616e-13,13.5034069676918,0.999999999999992
