month,ratio_quantity.26A,ratio_quantity.27D,ratio_quantity.36J,ratio_quantity.36L,ratio_quantity.42D,ratio_quantity.52R,ratio_quantity.70F,ratio_quantity.71E,ratio_quantity.72Q,ratio_quantity.78H,ratio_quantity.84H,ratio_quantity.91Q,ratio_quantity.92A,ratio_quantity.92G,ratio_quantity.93C
1514764800,0.7181388409548461,0.8492133369061746,0.7464769532248445,0.8483971625079629,0.8454727870751536,0.7601817587584738,0.8292636241830958,0.8475087318457202,0.8634532732595561,0.8698354758503941,0.794518846125177,0.8078876718889827,0.8037597583719817,0.8433074514856632,0.8168054141462538
1517443200,0.7167486934902836,0.8502024864773017,0.7423493453077242,0.8460353122463623,0.8468149299444584,0.7612972640639409,0.8276697568023116,0.8445785661803296,0.8602519006013843,0.8697437728774217,0.7927632965643223,0.8068035537172642,0.802338468358639,0.8421884379325975,0.8184773196562979
1519862400,0.7143214777461867,0.8482021429388512,0.7403049217231147,0.8493248506881329,0.8470142297893494,0.7573535608933839,0.8286111497289032,0.845865264070733,0.8628363789562378,0.871977429700704,0.7934159309421775,0.8079489501035633,0.8015846370778218,0.8411484995335927,0.8166283832233444
1522540800,0.7136749344211794,0.8473716710680173,0.739370418283743,0.8489051585169264,0.8439367834428775,0.7599553240663947,0.8273486400160419,0.8440609255776333,0.8612127998621818,0.8699031811894883,0.7900840528477512,0.8077125704882634,0.8017736846593332,0.8408372599187284,0.8161619465797718
1525132800,0.7124121194818173,0.8483425095291264,0.7441160048053332,0.8464211109690071,0.8457066557107642,0.7568634564291887,0.8279043030767547,0.8436943785226936,0.8630469260192182,0.8716684294024326,0.7926115805870015,0.8088897200922636,0.8019570126285858,0.8415918758212146,0.817990676662822
1527811200,0.7117578795896579,0.8499637437198944,0.7373874816830647,0.8478325892609866,0.8441808339676901,0.759941642798142,0.8261687976686791,0.8447651723518681,0.8634857802097776,0.8706485054658402,0.7897705148656626,0.8080639679903561,0.8012973828655987,0.8412128813480588,0.8167925760694084
1530403200,0.7108953712236649,0.8486762704465501,0.7402807212590765,0.8474296086608899,0.8437979848972466,0.756136833798972,0.8273469952921628,0.8447033818605876,0.8632934375423914,0.8715274009766685,0.7909369444339373,0.8065921816016822,0.8003621702883695,0.8404104306615847,0.8131768206993469
1533081600,0.7057797994637026,0.8465193603215762,0.7360161361735622,0.8457934929089392,0.8441876543209876,0.7552402383631287,0.8278013071187909,0.8439839277851167,0.862950441164344,0.8691721981023767,0.791089038159211,0.8089159816508112,0.8004669569969035,0.8402492391763112,0.8152827046984724
1535760000,0.7094084433064145,0.8474227081762361,0.7367916489135066,0.8492454987779995,0.8408640118572768,0.7541243866154496,0.8276660396469396,0.8434702098949048,0.8625818673883626,0.8723911579892281,0.7907875643676242,0.8093277821958179,0.8005751437859465,0.840251484130323,0.8201915149977804
1538352000,0.7071945919845485,0.8483605538568623,0.7380343502004587,0.8486962264345637,0.8427753277592641,0.7550512994854829,0.8296403681438528,0.8440481650344871,0.8643777678260437,0.8729721616789131,0.7921794433104035,0.8079298811006128,0.8031544615184902,0.8366724218436112,0.8162232110424991
