month,ratio_quantity.06H,ratio_quantity.06K,ratio_quantity.06L,ratio_quantity.06N,ratio_quantity.06T,ratio_quantity.07G,ratio_quantity.07H,ratio_quantity.07K,ratio_quantity.09D,ratio_quantity.10Q,ratio_quantity.10R,ratio_quantity.11J,ratio_quantity.11M,ratio_quantity.11X
1514764800,0.012374771106715431,1.0669459230775675,0.06240845278194382,0.3022797390857442,0.4772610194757535,0.8285966309585437,1.546321486299261,0.14169890231042087,0.0,0.14979866404630443,0.7987276867189267,1.0006506280487653,0.0,0.09866477545163367
1517443200,0.04789144544503847,0.3765306180551485,0.09345786334695798,0.3907525809178839,0.09068756132591971,0.8053440588710322,0.5418710185727875,0.3058433304456482,0.12799381879816266,0.01924865244524339,0.6294431790079267,0.925270031645017,0.0,0.01602168331353361
1519862400,0.004524022386137849,0.18825199496572406,0.031093402747934127,0.038600202408757216,0.22159936096060584,0.6869297203929612,0.6852818908518622,0.03025921090977321,0.03786196457063373,0.24324278890120185,0.7547559727258533,1.087428287847387,0.0,0.04866404927295912
1522540800,0.0,0.08400873787381749,0.01864396631264846,0.026792652422733494,0.17323929648612618,1.0702362017130864,0.5235787734703531,0.040391064573540095,0.056907740090060346,0.14026255040126062,0.49230334471226617,1.0193679751955178,0.0,0.09089131138468605
1525132800,0.0,0.16428633737690068,0.08086681741041209,0.04035878351414809,0.20296162575667615,0.5422866247085192,0.6304500547445838,0.050480466225757296,0.03179596241147918,0.08004584507987651,0.6891732696897377,1.0325040817855002,0.0,0.041469374553308236
1527811200,0.019016762830309335,0.05796489136659538,0.0,0.05527712437291163,0.05769770670724957,0.9255205883683065,0.4965395294275157,0.10109641607625303,0.0,0.05833599135127012,0.5143832952838951,0.7632133222867437,0.03137535511363635,0.06211223209600234
1530403200,0.0,0.0714956479956755,0.04963919935196356,0.014171738506146418,0.1306520505018393,0.5996541231992051,0.7566521838773134,0.02010985774218458,0.04771357305519558,0.06811981532224765,0.5729393039233569,0.8736264209223648,0.0,0.08569289332171515
1533081600,0.01886440640916344,0.09504781864927327,0.1942484915042399,0.014133877747309915,0.25413896672032055,0.7047761395838851,0.4485191856235684,0.10808242758664557,0.009645078046324267,0.059975830484353336,0.36052169491083413,0.7867915501600118,0.007988425676196344,0.037211429799566
1535760000,0.006001530570335009,0.06487792771108421,0.11556979618556298,0.17954271454199142,0.11530492789826274,1.112125480441866,0.5712918969831317,0.04006905638811278,0.15343236162803145,0.04668368267133013,0.5207619988166504,0.7784800451708679,0.003988628582419697,0.048345963134820515
1538352000,0.08652709909591781,0.11629018596330654,0.11546902027852429,0.004713794191676222,0.32188160118143233,0.5759109236609025,0.6894620895143908,0.0,0.15949220635149447,0.047334023507454304,0.49424161783571996,0.7997041566010012,0.003974653387530548,0.037651653260296694
1541030400,0.03516220060306082,0.09480362286542979,0.20000951981097073,0.0,0.3766744890726355,0.6404519373963866,0.11391992574806296,0.04014485048779423,0.03220548893420386,0.019767694182497072,0.7215622299885226,0.8340583677827365,0.007951399116347568,0.03001072509222542
1543622400,0.005961112740218813,0.0,0.16906815736767505,0.0,0.20014837204459032,0.057018911521895164,0.5076389547942171,0.0,0.12655109903972245,0.014342654542619388,0.029646112001512487,0.13830551149757728,0.0,0.0
1546300800,0.011912259470300756,0.019243627079427127,0.0844928847316778,0.004184550642532075,0.3430427759329093,0.05700026912467201,0.4381800942474896,0.03453153292364504,0.23752938866588547,0.0,0.11514003826064527,0.04136190511729733,0.0,0.0
1548979200,0.011900439157205497,0.0,0.16892014558849325,0.0,0.17151884812925072,0.05691750696674984,0.1602783298317339,0.0,0.20588943214077607,0.0,0.0,0.04599609766046164,0.00711803556774897,0.0
1551398400,0.0,0.0,0.08445247405661523,0.0,0.3430937376089359,0.1138241409376467,0.16024150431876935,0.0,0.25325486985190426,0.03581209685180229,0.0,0.0043008613658517166,0.0,0.0
1554076800,0.0059423097488545025,0.0,0.1687742833300489,0.0,0.2286174195579339,0.032331345883298716,0.0,0.0,0.2528182027248769,0.04471901926167954,0.02338352653847477,0.066686568202946,0.0,0.0
1556668800,0.011870389017899349,0.022647713541727097,0.08432418825246261,0.0,0.3428016101239919,0.0,0.5508621893457626,0.0,0.0631416441768091,0.006703597607212062,0.0,0.043089103326264096,0.0,0.0
1559347200,0.005931791524326234,0.0,0.0,0.0,0.11431481096392385,0.16815607965290913,0.25550454018638163,0.0,0.06316865988599532,0.029646676294875753,0.0,0.05400224304358409,0.0,0.0
1561939200,0.005927446596278424,0.0,0.08422285753116142,0.0,0.3992446796253467,0.0,0.15951893160034125,0.0,0.0,0.0,0.0,0.08558948798374817,0.0,0.0
1564617600,0.0059134596676913495,0.0,0.0,0.0,0.11413073697867666,0.0,0.10850155106947103,0.0,0.0,0.0,0.0,0.028691886845623765,0.0,0.0
1567296000,0.005908376625901062,0.0,0.08400935496770601,0.0,0.057067711389292085,0.0,0.0,0.0,0.0,0.0,0.0,0.027377230674520737,0.0,0.0
1569888000,0.005905375671243187,0.0,0.08402412155791522,0.0,0.0,0.09606538408304499,0.1587017380547781,0.0,0.0,0.0,0.0,0.05039723751425879,0.0,0.0
1572566400,0.0,0.0,0.0,0.0,0.056903110509506055,0.0,0.0,0.0,0.0,0.006606263628278892,0.0,0.0,0.0,0.0
1575158400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016169951760309276,0.0,0.0
1577836800,0.0058724599831850195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014077075457040756,0.0,0.013473502838915241,0.0,0.0
1580515200,0.0,0.0,0.0,0.0,0.014204630528984642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1583020800,0.0,0.0,0.0,0.0,0.056558176271167555,0.0,0.010819685977870166,0.0,0.0,0.02104944441861546,0.0,0.0,0.0,0.0
1585699200,0.0,0.02243312175039774,0.0,0.0,0.0,0.0,0.03239393190752134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588291200,0.0,0.0,0.0,0.0,0.0,0.0,0.1693191344170337,0.0,0.0,0.028085009341543885,0.0,0.0,0.0,0.0
1590969600,0.0,0.0224170766909401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1593561600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021058275763535216,0.0,0.0,0.0,0.0
1596240000,0.0,0.0,0.0,0.0,0.0,0.0,0.08586193218729696,0.0,0.0,0.021094746757968897,0.0,0.006309563882976089,0.0,0.0
1598918400,0.0,0.0,0.0,0.0,0.0,0.0,0.010792186753813451,0.0,0.0,0.014074911794518174,0.0,0.013455938507621569,0.0,0.0
1601510400,0.0,0.0,0.0,0.0,0.0,0.0,0.16866635861827803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604188800,0.0,0.0,0.0,0.0,0.0,0.0,0.09033730697556816,0.0,0.0,0.017937910211303823,0.0,0.0,0.0,0.0
1606780800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609459200,0.0,0.0,0.08382730345291775,0.0,0.0,0.0,0.06826608115141636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612137600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614556800,0.0,0.0,0.0,0.0,0.0,0.0,0.06705397693644755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617235200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030607263715034125,0.0,0.0,0.0,0.0
