month,ratio_quantity.99A,ratio_quantity.99C,ratio_quantity.99E,ratio_quantity.99F,ratio_quantity.99G,ratio_quantity.A3A8R,ratio_quantity.B2M3M,ratio_quantity.D2P2L,ratio_quantity.D4U1Y,ratio_quantity.D9Y0V,ratio_quantity.M1J4Y,ratio_quantity.M2L0M,ratio_quantity.W2U3Z,ratio_quantity.X2C4Y
1514764800,1.0534831329673904,0.34980039108544486,0.7286044981629145,0.49644824470761373,0.07871540284108415,0.7259704951852181,1.317725709724194,0.7621731395045014,0.18495973345709274,0.39869715547105977,0.18865012201802878,0.0,1.1192703880081212,0.16081510272825225
1517443200,1.0156957418370014,0.2110012058318413,0.16351652732287536,0.10986002378892731,0.051920633909034904,0.5172027753981632,0.8668495482135988,0.7375208760461766,0.19916884022613537,0.2935460090889681,0.09627952505252434,0.0,0.8073463791063942,0.0
1519862400,0.7357735084616569,0.0,0.5515560116839029,0.16460252674599016,0.02686277634360625,0.5745162601139631,0.9727332970170179,0.8620234508062298,0.40546838724507406,0.4461405329719857,0.1511384454643237,0.08710725797667408,0.9625864643401587,0.06886225215587916
1522540800,0.9516208432460015,0.5259833136862498,0.29240592525656744,0.0,0.051954080412425926,0.4251773761221302,0.9820702404261344,0.7420016789213167,0.16383865902388586,0.33814993880310235,0.06613481287066542,0.017754924780589057,0.8354388533914078,0.09194824225375045
1525132800,0.8461734242342417,0.39526552149481464,0.5534026066146965,0.0,0.02688177413184852,0.3839872989237226,0.9446905472877153,0.8310835503777286,0.15535242610975644,0.5396469421382812,0.09545352665889165,0.01773430704552044,1.1254792144373758,0.0
1527811200,0.900076277493359,0.0,0.5340470376788347,0.0,0.05194288750166025,0.377283162628086,0.8057374980391843,0.8130699229181262,0.13060918773271127,0.12844663832899123,0.1138461546072779,0.010239263519807187,0.8444263971925319,0.0
1530403200,0.942722783515793,0.19345965530301298,0.10272630046535253,0.21924590658881504,0.07881945734746856,0.4110122093366483,0.6394792115548622,0.81028000460342,0.0628983171578666,0.3258546861926473,0.059227261676756786,0.010203340099278521,0.8147558434395524,0.0
1533081600,0.7292435859905123,0.0,0.52621458610993,0.10942390777352796,0.0,0.32430245916278777,0.9411746227626617,0.7901515363898384,0.06138446736687985,0.21315112175885065,0.09680729310548954,0.023657983849438055,0.7098578781824617,0.0
1535760000,1.017699319109622,0.23110341532230538,0.2619965243084301,0.0,0.051806352790277364,0.4971539477180365,0.6962537032049558,0.6343199930147984,0.06358519748872367,0.2602022258166987,0.09765865180346742,0.0,0.9228178477064104,0.006514836838746485
1538352000,0.8178696179773608,0.11540177169922063,0.44436514647172765,0.0,0.126303398509007,0.3048671788064533,0.38653752932562246,0.6539728556600508,0.18003800573321888,0.3663854972515749,0.08710083863826984,0.0,0.7880461414846313,0.0
1541030400,1.0435249529731716,0.11542030962286028,0.20851630132492824,0.0,0.05396620304724882,0.4115660782453574,0.35671245067050333,0.7728909942554966,0.07648909493337733,0.2912956847918474,0.06953769335762021,0.0,0.936188340029296,0.0
1543622400,0.243604826490125,0.0,0.0,0.0,0.028801853334252225,0.16704207893326894,0.08101793467512966,0.1981902434583898,0.08713609998137889,0.06102312256512019,0.009992206104792017,0.0,0.31117731824914624,0.0
1546300800,0.2659391649768049,0.0,0.05794660247759377,0.0,0.0,0.22504225187763502,0.07615338398729647,0.09605867259731941,0.092703262768166,0.055991590167711554,0.009982325806090528,0.0,0.2545209917281129,0.0
1548979200,0.15199265234997159,0.0,0.0,0.0,0.13633592709280443,0.17718618140960998,0.005393957977948,0.07908067850046593,0.23280662307097927,0.061806889020063684,0.009974131878390413,0.0,0.2713458622055949,0.0
1551398400,0.08541259741267504,0.0,0.05549526591888089,0.0,0.05375032351776047,0.15495512057136396,0.12193056159971612,0.06154174314085371,0.025700192054988382,0.04518278849456572,0.0,0.0,0.22156985146335426,0.0
1554076800,0.0,0.0,0.0,0.0,0.0,0.08097954887028462,0.08553816975339212,0.07218025017067067,0.10850676932753847,0.13332272144147284,0.0,0.0,0.20435624672155023,0.0
1556668800,0.03750603227544071,0.0,0.0,0.0,0.0,0.2527985210309454,0.11789701902382305,0.003989117227948325,0.08978099141226918,0.059220711756226015,0.0,0.02298992927031937,0.2640679179864262,0.0
1559347200,0.07504235076725609,0.0,0.0,0.0,0.0,0.11596108737125282,0.005379026101677485,0.17487050676847493,0.042797454201210866,0.038239608343337346,0.0,0.0,0.25271346341124085,0.0
1561939200,0.07511798468210756,0.0,0.0,0.0,0.0,0.1880436870168086,0.045710108101379376,0.034680541307517854,0.06204135980690028,0.0030828843497257698,0.0,0.0,0.20296215170065082,0.0
1564617600,0.10513582490314054,0.0,0.0,0.0,0.0,0.14809760261415933,0.04561548059250078,0.035938317334200436,0.0127830515973975,0.03278970999985494,0.0,0.0,0.16943347665784925,0.0
1567296000,0.07509985203684855,0.18345375455189505,0.0,0.0,0.053534697401182295,0.10746500524848722,0.04558805715142525,0.057187701625246695,0.012767450035151146,0.005127952981824552,0.0,0.0,0.15394067765069083,0.0
1569888000,0.1116964673261089,0.0,0.0,0.0,0.0,0.13229228358360615,0.055120482754294764,0.00399416523111584,0.0662032494345132,0.057603716327188643,0.0,0.0,0.14690022515408838,0.0
1572566400,0.037142004381161,0.0,0.0,0.0,0.0,0.07587158779267746,0.0,0.014657420042978365,0.012742028557373228,0.00839162152853878,0.0,0.0,0.12077178009159951,0.0
1575158400,0.07414809484336995,0.11464135363424112,0.0,0.0,0.0,0.07187989803123904,0.05587406577419014,0.011979846563518385,0.031849294599998246,0.02654451225786188,0.013360428962518028,0.0,0.15497763797912661,0.0
1577836800,0.037061901467428895,0.0,0.0,0.0,0.055521587754736555,0.09907636486881544,0.04978417019777469,0.02664480075649882,0.0,0.0032742945426017835,0.0,0.0,0.1430461723190016,0.0
1580515200,0.0,0.0,0.0,0.0,0.0,0.03343552845272804,0.005330252224982219,0.008541103122092464,0.08442379377067595,0.0,0.0,0.0,0.1420004505250349,0.0
1583020800,0.08874500287885033,0.0,0.0,0.0,0.0,0.014405598177206057,0.05499489251805215,0.010913777366901568,0.0,0.045657254536188525,0.013294418503365706,0.0,0.0955367403919641,0.0
1585699200,0.14789280619153244,0.0,0.0,0.0,0.0,0.008552713441518046,0.0,0.0,0.010590236201635482,0.01491292415979083,0.0,0.0,0.10691490262927598,0.0
1588291200,0.0,0.0,0.0,0.0,0.0,0.008562758845113625,0.005322679586307972,0.0,0.010596465546371467,0.006540740277649202,0.013298658038140579,0.0,0.12800294021987585,0.0
1590969600,0.0,0.0,0.0,0.0,0.0,0.015003198416308686,0.008322044675845868,0.008530902756780832,0.0,0.0,0.0,0.0,0.0745759490419685,0.0
1593561600,0.0,0.0,0.0,0.0,0.0,0.024594161683129216,0.005329018877947564,0.0,0.0,0.018578949266867446,0.0,0.0,0.11753688697138567,0.0
1596240000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035626491614799125,0.0
1598918400,0.0,0.0,0.0,0.0,0.0,0.0,0.005327230762445667,0.008530102821159995,0.0,0.0,0.0,0.0,0.19455631821520816,0.0
1601510400,0.0,0.0,0.0,0.0,0.0,0.0,0.013579365884492023,0.0,0.0,0.0,0.0,0.0,0.10043027327919744,0.0
1604188800,0.0,0.0,0.0,0.0,0.0,0.009594239434899024,0.0,0.0,0.010593933731938215,0.0,0.0,0.0,0.042208945610186954,0.0
1606780800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12065306734069994,0.0
1609459200,0.07674432378359057,0.0,0.0,0.0,0.0,0.0,0.005309430413363287,0.0,0.0,0.0,0.0,0.0,0.04902431819112643,0.0
1612137600,0.029490414689290013,0.0,0.0,0.0,0.0,0.0,0.02487617345267983,0.0,0.0,0.0,0.01319679183765355,0.0,0.070363261279717,0.0
1614556800,0.0,0.0,0.0,0.0,0.0,0.0,0.005304768657486856,0.008530045147487805,0.0,0.0,0.0,0.0,0.06657083827047747,0.0
1617235200,0.0,0.0,0.0,0.0,0.0,0.004767392133165657,0.0,0.0,0.0,0.0,0.013141819556614398,0.0,0.09202818700812437,0.0
1619827200,0.0,0.0,0.0,0.0,0.0,0.0,0.005299069978935585,0.0,0.0,0.0,0.0,0.0,0.09318583690007551,0.0
1622505600,0.0,0.0,0.0,0.0,0.0,0.014217032913208867,0.021117393831140797,0.0,0.0,0.0032544949633363366,0.0,0.0,0.07728230443765506,0.0
1625097600,0.0,0.0,0.0,0.0,0.0,0.0,0.005284321280723698,0.004261848357884516,0.0,0.0,0.0,0.0,0.036020303750882866,0.0
1627776000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017782408445627656,0.0
1630454400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00967453215796922,0.0
1633046400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029645428250571947,0.0
1635724800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00997553001819506,0.0
1638316800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023867281929688563,0.0
1640995200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018741857705858102,0.0
1643673600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03555572921804013,0.0
1646092800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009879618850889445,0.0
1648771200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651363200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03349939997634521,0.0
1654041600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01968161774396476,0.0
