month,ratio_quantity.01V,ratio_quantity.01W,ratio_quantity.01X,ratio_quantity.01Y,ratio_quantity.02A,ratio_quantity.02E,ratio_quantity.02G,ratio_quantity.02H,ratio_quantity.02M,ratio_quantity.02P,ratio_quantity.02Q,ratio_quantity.02T,ratio_quantity.02X,ratio_quantity.02Y
1514764800,1.9845817418946727,0.2076900499349721,0.0310165379257946,0.5573121063518254,1.228050807109352,1.1361634045131563,0.0,0.4272155462557355,0.2643062710060971,1.2123728069161597,1.2237714485917415,1.346504088294448,0.700739184796199,0.13277871235140548
1517443200,1.8400679841770637,0.3761298484459285,0.0,0.4722530825467204,0.5922041475226624,1.1702510177947705,0.07225970920726454,0.4250768652772983,0.1014358306996344,0.9890376701122212,0.5387087853466598,1.2804353664345498,0.5673477649704809,0.030034126098732048
1519862400,1.7280099299299299,0.6258352433598494,0.031029151093419225,0.556801679025645,0.7287675642574601,1.1900928071052714,0.0,0.4970645701128085,0.25419931232737725,1.443074651315714,0.6258752068794897,1.6285862114331597,0.4320749355134874,0.05848458625216753
1522540800,1.2362526499364015,0.4332530483698196,0.015520364510821413,0.49883710239145584,0.8043283810627381,1.1429836815938654,0.0,0.5826381416526035,0.2372194409678765,0.9982764634924045,0.6950098052590292,1.6301181129148579,0.5398004474719709,0.056980080782033225
1525132800,1.1664687627472468,0.3477446708921226,0.015512942510350968,0.6363363763360514,0.7101333416000167,1.136918358083728,0.0,0.5622572324129187,0.1710817468952416,1.2075509624317624,1.1890492210988939,1.0656268240071056,0.6463015060964015,0.0
1527811200,0.8084481324482122,0.35479626936898273,0.015510623229461753,0.8739687378208341,0.8467573628715508,0.9482266066266907,0.0,0.5288920812894184,0.19919556359578677,1.010460918230743,0.668993522797879,1.2253326388731622,0.5374675201295769,0.0
1530403200,1.5226062107829421,0.2925171793821821,0.015516644918520313,0.5354462521681865,0.857027231124114,0.5259830448734087,0.0,0.3933759879678004,0.032424950586486326,0.6027749730709815,0.8448191951569979,0.8878616030624158,0.5401539031443681,0.060223027581362075
1533081600,1.0608112660764324,0.5411062242494175,0.015492973410170863,0.4719840883711663,0.6864886235341624,0.8529045667822158,0.0,0.6325320521594713,0.0,0.2081179195620131,0.5560178742853258,0.7284262821237255,0.4462583928082958,0.008316597251828288
1535760000,0.9983120848980632,0.36553214447615584,0.04557354850770778,0.4792485423314361,0.6510958396773794,0.662497875839386,0.0,0.5941938180303898,0.0,0.2021643643819791,0.5203598214891739,0.3997835053875172,0.3312513857189435,0.1681414650922848
1538352000,1.1434543742318557,0.12214600801750436,0.04245129656776019,0.7891298508223066,0.7340659752232787,0.7071342009541391,0.0,0.5824661655049194,0.0,0.15747549263439842,0.05192135517346627,0.2592375481870811,0.175218274426983,0.014735635346448383
1541030400,1.378224793520329,0.2615537713734582,0.11947131978028092,0.6709430493751128,0.8941136979196681,0.6232371976525222,0.0,0.5447571046325517,0.0,0.11653950870323347,0.5563794359895603,0.07016927242238104,0.16745365741574503,0.0
1543622400,0.0,0.0,0.0,0.1862655887756188,0.02093706805765813,0.15833373694912156,0.0,0.03507631896776702,0.0,0.0,0.3216920925502161,0.0,0.252196645513646,0.09976465928137439
1546300800,0.0,0.0,0.0,0.0,0.0,0.158234711211778,0.0,0.057983497148404325,0.0,0.0,0.0,0.0,0.07881524217186991,0.0
1548979200,0.0,0.027060439560439565,0.0,0.45451814774245125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551398400,0.0,0.0,0.0,0.2741641188587052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554076800,0.0,0.15012460256079743,0.0,0.14085259541773248,0.0,0.15804896497359458,0.0,0.0,0.0,0.0,0.0,0.0,0.09443076884977444,0.0
1556668800,0.0,0.0,0.0,0.25784392498362585,0.0,0.0,0.0,0.0,0.0,0.019403213699183436,0.0,0.0,0.1885583978281505,0.09957327507380412
1559347200,0.08118338570494314,0.0,0.0,0.469552964714777,0.0,0.0,0.0,0.052469461439685776,0.0,0.0,0.0,0.0,0.0,0.19919624234155123
1561939200,0.0,0.0,0.0,0.0,0.0,0.15781009417531797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09955413846530212
1564617600,0.0,0.0,0.0,0.15611018294787712,0.0,0.15745386984527884,0.0,0.062345818962398374,0.0,0.0,0.0,0.0,0.0,0.09930006352101893
1567296000,0.0,0.0,0.0,0.2961674752258984,0.0,0.1573954738639253,0.0,0.0,0.0,0.0,0.0,0.2180918780356179,0.0,0.0
1569888000,0.0,0.0,0.0,0.3119279661990998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022916469756912094,0.0,0.0
1572566400,0.0,0.0,0.0,0.14019085161906858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07643910409333564,0.0,0.0
1575158400,0.0,0.0,0.0,0.1558844942664867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024488027725267803,0.0,0.0
1577836800,0.0,0.0,0.0,0.334893062602648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580515200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1583020800,0.0,0.0,0.0,0.3110702745809788,0.0,0.0,0.0,0.0,0.0,0.03217892080715925,0.0,0.0,0.0,0.0
1585699200,0.0,0.0,0.0,0.23355955513583393,0.0,0.0,0.0,0.0,0.0,0.12863373117029217,0.0,0.07645714337154713,0.0,0.0
1588291200,0.0,0.0,0.0,0.31157476268908013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590969600,0.0,0.0,0.0,0.1556800260551654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1593561600,0.0,0.0,0.0,0.1556489792548629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596240000,0.0,0.0,0.0,0.15565239904139155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048960439510953996,0.0,0.0
1598918400,0.0,0.0,0.0,0.15540291697968012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09540901803246202,0.0,0.0
1601510400,0.0,0.0,0.0,0.31071858536808833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604188800,0.0,0.0,0.0,0.311347748408081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606780800,0.0,0.0,0.0,0.15567216359745786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609459200,0.0,0.0,0.0,0.15574104693289606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612137600,0.0,0.0,0.0,0.15584157327556594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
