month,ratio_quantity.36J,ratio_quantity.36L,ratio_quantity.42D,ratio_quantity.52R,ratio_quantity.70F,ratio_quantity.71E,ratio_quantity.72Q,ratio_quantity.78H,ratio_quantity.84H,ratio_quantity.91Q,ratio_quantity.92A,ratio_quantity.92G,ratio_quantity.93C,ratio_quantity.97R
1514764800,0.004851356190560699,0.5839395796425514,0.0,0.3441192758253459,1.0272404544162568,0.22629084083969742,0.7238368340407761,0.0,0.3253634361832271,0.42414250326831304,0.23309136493123134,0.8189589633617156,0.8550828691597997,0.4664565533678644
1517443200,0.02203633778689706,0.5492012963495501,0.0,0.22383952510566943,0.7125634648476805,0.24292793301118717,0.6822067535817472,0.013146503898925365,0.07363904622941612,0.1006027581901809,0.16138965447453632,0.7373270674033815,0.5994030077124322,0.4113621425957542
1519862400,0.008419245182690606,0.38247219448500647,0.01463988650543009,0.2082927510755423,0.5611713418147769,0.16851552706065187,0.6798573862609079,0.0,0.15272241634737269,0.11789228817520202,0.1717022891074247,0.8928727843677856,0.518047248167342,0.20697936940443754
1522540800,0.0,0.39981520298961754,0.0,0.25505277543785365,1.2663547797095185,0.2443678152133061,0.4655546686278883,0.020246273902808674,0.1367246124558064,0.25559687332370806,0.20187778570482934,0.5141398696206767,0.46666355963946987,0.17528672682154117
1525132800,0.004842816985088353,0.2988519370585822,0.0,0.24077859867949222,0.48638789285790546,0.16143049672453558,0.40970364233345913,0.012747804088215181,0.09734471244656977,0.14352831429148813,0.17218252910743329,0.697291675122783,0.4721504925268376,0.08915799045646888
1527811200,0.0,0.327047093065482,0.02139065152230739,0.1407640701878858,0.9000855140444044,0.12887206123774017,0.4621150731687201,0.0202484864471881,0.17637011488836485,0.1634149424877082,0.0917781778931172,0.8878117092591091,0.5705379044965746,0.033417305349459504
1530403200,0.017135961701107063,0.36248556937343457,0.0,0.15263469280458727,0.1735562981359213,0.05883264116371206,0.4913134360379075,0.012589902905633114,0.16659076326330868,0.24333813226859088,0.11279835118932861,0.7825839567246891,0.5874406631789553,0.049877661430436815
1533081600,0.008388405395097262,0.27027404036169833,0.006741789647872698,0.2779930277457641,0.2890203251577048,0.10309051290219826,0.5408045792759759,0.025248760112173616,0.05492802754107401,0.26721999543711417,0.08582604547476962,0.7408216809094056,0.7344256274443381,0.1007361642600737
1535760000,0.004826297865506607,0.1959487593661785,0.006733801513622369,0.10593196109686506,0.4953024290813681,0.1907879419785056,0.4065931152513108,0.016213588752475864,0.1816166748263794,0.1985850527977664,0.22531623535404527,0.6356273284397118,0.5332182655254811,0.1594740817285785
1538352000,0.0,0.3692510027188936,0.04656958939483634,0.2093559062600415,0.16410083900143063,0.14708821547965584,0.508482073215483,0.010020682364444767,0.13665997975789276,0.17722805534310448,0.20269729547803486,0.7557662551037976,0.674442334424589,0.15811431575057275
1541030400,0.004817216842111883,0.2681498707116586,0.025873568846916172,0.16267175934885728,0.08810915839370359,0.16045137606294058,0.42777174346895136,0.018812624206833526,0.12250143890473636,0.22808144933558339,0.07054535675245269,0.600976246300088,0.589639532653303,0.2318188830746213
