name,is.nbreak,is.tfirst,is.tfirst.pknown,is.tfirst.pknown.offs,is.tfirst.offs,is.tfirst.big,is.slope.ma,is.slope.ma.prop,is.slope.ma.prop.lev,is.intlev.initlev,is.intlev.finallev,is.intlev.levd,is.intlev.levdprop
00L,3,31,31,31,31,31,0.0257796330455858,0.388653301348085,0.559291280380357,0.00031152647975098597,0.23077849378213602,-0.230466967302385,-739.798965040165
00N,3,33,33,33,33,47,0.00487320718463755,0.49836957962132,0.52357375827799,3.08632255121385e-05,0.10241429666441901,-0.102383433438907,-3317.32771737159
00P,3,32,32,32,32,47,0.00921083653576606,,0.520731472324518,,0.212243115013633,,
00Q,1,30,30,30,30,30,0.0022133933250168803,0.0333486301992243,0.53125,0.064157948220171,0.0707981281952217,-0.00664017997505065,-0.103497386672397
00R,2,33,33,33,33,33,0.0101497417672728,0.6329424729843921,0.5065543403138589,0.0004927745436321259,0.10067691037577302,-0.10018413583214,-203.306232285675
00T,7,15,15,16,16,31,0.00500015649532891,0.11010831742652301,0.504632638097317,0.0423524667267326,0.15853612684844698,-0.11618366012171401,-2.74325603916665
00V,3,29,29,29,29,36,0.0128347799857677,0.0512525157395933,0.527815747513253,0.246573916399505,0.26581652836524106,-0.019242611965735998,-0.0780399332042839
00X,2,33,33,33,33,33,0.0779876997562978,0.9934344774987299,0.5857422764622471,0.000515413959520982,0.266802150943322,-0.266286736983802,-516.6463423522409
00Y,2,32,32,32,32,32,0.0120232066022086,,0.513039054539769,,0.187271411219841,,
01A,2,32,32,32,32,32,0.0378251171809017,0.9972284157693191,0.566479855553339,0.000105126866267034,0.200421784961482,-0.200316658095215,-1905.47540517748
01D,3,32,32,32,32,39,0.0253707517753051,2.68195236201028,0.526066244131994,0.0007168007189547731,0.24185327410327803,-0.241136473384323,-336.406572995552
01E,3,32,32,32,32,34,0.0701428547228495,3.4858556958675404,0.52423221425331,0.000108667263408621,0.267710897022438,-0.26760222975903003,-2462.58368311685
01F,2,32,32,32,32,32,0.0064766145155602,0.555124788445249,0.51113680167694,0.00012120543230185701,0.1268312074183,-0.12671000198599902,-1045.4152060646302
01G,1,32,32,32,32,32,0.0100470947929616,0.9103703136419742,0.5333333333333329,0.000989177636405944,0.30240202142525396,-0.30141284378884803,-304.71053195662
01H,4,16,16,31,31,47,0.0176556013817207,635.4013517057621,0.54485175142749,4.6717607978321706e-05,0.38889967811616205,-0.388852960508183,-8323.47753525013
01J,6,16,16,32,32,37,0.0253642737166366,1.43163691809893,0.520203695230303,0.00688779363087431,0.34123830078858897,-0.334350507157715,-48.542468760823404
01K,2,32,32,32,32,32,0.007615716058269629,0.6640214872875699,0.521747727722684,0.000154220142202954,0.131523157432252,-0.131368937290049,-851.8273645291221
01T,4,32,32,32,32,39,0.00826901205304967,0.728046857650412,0.525418498149909,0.000262987599928935,0.126166618053235,-0.12590363045330602,-478.74360041054496
01V,2,33,33,33,33,33,0.0103812549881095,0.241719398662913,0.5230226368070879,0.00029761904761917,0.258329117778335,-0.258031498730716,-866.985835734848
01W,2,32,32,32,32,32,0.006665871883376529,0.550209216395882,0.522563381860975,1.81515317652709e-05,0.127579173118041,-0.127561021586276,-7027.56236971344
01X,2,32,32,32,32,32,0.00562559766868107,0.47342771433393,0.527486021276507,0.00035044467469142203,0.13899444042622597,-0.138643995751535,-395.623063394002
01Y,3,33,33,33,33,47,0.00892551943668061,0.37699260577492893,0.5076088837416041,0.00062279194729515,0.21162428674124598,-0.21100149479395103,-338.799330515355
02A,8,16,16,16,16,38,0.020993682188431,5.57705614407852,0.541801437931192,0.00283408803024717,0.23248259000816301,-0.22964850197791503,-81.030828798175
02E,2,30,30,30,30,30,0.00394171381954738,0.4311464573126121,0.508726190411545,4.0540520594323904e-05,0.0775225710085204,-0.0774820304879261,-1911.22435903732
02G,2,32,32,32,32,32,0.0058104228191782105,,0.5165562371264559,,0.10116674756532303,,
02H,3,29,29,29,29,36,0.00975297425335875,0.0465331979111829,0.5128073153072991,0.20498431816392898,0.22802146338194798,-0.0230371452180194,-0.112384915218716
