name,is.nbreak,is.tfirst,is.tfirst.pknown,is.tfirst.pknown.offs,is.tfirst.offs,is.tfirst.big,is.slope.ma,is.slope.ma.prop,is.slope.ma.prop.lev,is.intlev.initlev,is.intlev.finallev,is.intlev.levd,is.intlev.levdprop
A81002,1,3.0,3.0,3.0,3.0,3.0,-0.000702110332569423,-0.0157368459010258,0.508474576271186,0.0453178063230636,0.0038932967014676,0.041424509621596,0.914089029956285
A81004,12,2.0,2.0,3.0,3.0,12.0,-0.0666666666666666,-1.03333333333327,1.06666666666664,0.0625000000000005,0.0,0.0625000000000005,1.0
A81006,0,,,,,,,,,,,,
A81007,1,6.0,6.0,6.0,6.0,6.0,-0.0020307313780124803,-0.0121654458377916,0.5178571428571429,0.168956909430944,0.0552359522622447,0.113720957168699,0.6730766889126789
A81009,0,,,,,,,,,,,,
A81011,3,53.0,53.0,54.0,54.0,53.0,0.00943396226415095,,339894311499660.0,,2.77555756156289e-17,,
A81013,1,19.0,19.0,19.0,19.0,19.0,-0.00244102279725612,-0.0238230725487003,0.511627906976744,0.104905673075513,0.00238271559075612,0.10252295748475698,0.9772870663625501
A81017,2,13.0,13.0,13.0,13.0,13.0,-0.00827086220575229,-0.077729390037504,0.5368772223981461,0.11467671720810901,0.0222437154636023,0.0924330017445067,0.8060311107159119
A81018,3,11.0,11.0,12.0,12.0,11.0,0.017543859649123,inf,75472735310739.5,0.0,0.0,0.0,
A81019,2,18.0,18.0,18.0,18.0,18.0,-0.00335437152738508,-0.0829782869579275,0.537428883448459,0.0437790615319624,8.84423359298891e-05,0.0436906191960326,0.997979802836447
A81020,3,18.0,18.0,19.0,19.0,19.0,-0.0194292537660203,-0.0889154929028371,0.82602223312696,0.0731375915905135,0.0260946598464855,0.047042931744028,0.643211387208569
A81021,1,2.0,2.0,2.0,2.0,2.0,-0.00306023653715161,-0.00740698562892625,0.516666666666667,0.41621569416360793,0.23260150193451104,0.183614192229097,0.441151534658183
A81022,10,2.0,2.0,2.0,2.0,10.0,-0.0666666666666665,-1.06666666666667,0.933333333333328,0.0714285714285709,0.0,0.0714285714285709,1.0
A81023,0,,,,,,,,,,,,
A81025,2,28.0,28.0,28.0,28.0,28.0,-0.017441433140361,-1256787708667798.0,0.999999999999987,0.017441433140361,0.0,0.017441433140361,1.0
A81026,4,10.0,10.0,10.0,10.0,10.0,-0.0320412614750966,-0.264257116980639,0.618879848084525,0.153291587071603,0.0497456029059645,0.103545984165639,0.675483802756063
A81027,3,21.0,21.0,25.0,25.0,25.0,-0.0131124944099273,-0.5905582049876861,1.0766695093043002,0.011988957511738998,5.9311784782467595e-06,0.0119830263332607,0.999505279881721
A81029,0,,,,,,,,,,,,
A81030,0,,,,,,,,,,,,
A81031,0,,,,,,,,,,,,
A81032,3,53.0,53.0,54.0,54.0,53.0,0.0196078431372549,,209317629739805.0,,1.11022302462516e-16,,
