,pct_id,stp_id,regional_team_id,month,numerator,denominator,calc_value,percentile
0,00Q,QE1,Y62,2022-02-01,853,921,0.9261672095548317,0.8761904761904762
1,00Q,QE1,Y62,2018-04-01,1165,1336,0.8720059880239521,0.5428571428571428
2,00Q,QE1,Y62,2019-05-01,1046,1169,0.894781864841745,0.7428571428571429
3,00Q,QE1,Y62,2019-10-01,987,1103,0.8948322756119673,0.7714285714285715
4,00Q,QE1,Y62,2021-05-01,839,922,0.9099783080260304,0.8285714285714286
5,00Q,QE1,Y62,2021-08-01,888,980,0.9061224489795918,0.8095238095238095
6,00Q,QE1,Y62,2022-01-01,899,1002,0.8972055888223552,0.7904761904761904
7,00Q,QE1,Y62,2020-06-01,1009,1110,0.909009009009009,0.8095238095238095
8,00Q,QE1,Y62,2021-06-01,836,912,0.9166666666666666,0.8571428571428571
9,00Q,QE1,Y62,2021-02-01,869,951,0.9137749737118822,0.8476190476190476
10,00Q,QE1,Y62,2022-07-01,945,1010,0.9356435643564357,0.9333333333333333
11,00Q,QE1,Y62,2018-06-01,1175,1370,0.8576642335766423,0.5047619047619047
12,00Q,QE1,Y62,2022-10-01,904,973,0.9290853031860226,0.8857142857142857
13,00Q,QE1,Y62,2019-07-01,1048,1170,0.8957264957264958,0.7523809523809524
14,00Q,QE1,Y62,2022-08-01,980,1064,0.9210526315789473,0.8857142857142857
15,00Q,QE1,Y62,2021-11-01,801,866,0.9249422632794457,0.9047619047619048
16,00Q,QE1,Y62,2018-12-01,995,1138,0.8743409490333919,0.6476190476190476
17,00Q,QE1,Y62,2018-11-01,1049,1200,0.8741666666666666,0.6476190476190476
18,00Q,QE1,Y62,2020-02-01,878,976,0.8995901639344263,0.7714285714285715
19,00Q,QE1,Y62,2022-12-01,882,986,0.8945233265720081,0.780952380952381
20,00Q,QE1,Y62,2018-10-01,1047,1225,0.8546938775510204,0.5047619047619047
21,00Q,QE1,Y62,2019-11-01,944,1058,0.8922495274102079,0.7714285714285715
22,00Q,QE1,Y62,2019-12-01,953,1055,0.9033175355450237,0.819047619047619
23,00Q,QE1,Y62,2018-09-01,917,1066,0.8602251407129456,0.5619047619047619
24,00Q,QE1,Y62,2022-06-01,919,1007,0.9126117179741807,0.8095238095238095
25,00Q,QE1,Y62,2021-09-01,893,967,0.9234746639089969,0.8857142857142857
26,00Q,QE1,Y62,2022-11-01,955,1038,0.9200385356454721,0.8476190476190476
27,00Q,QE1,Y62,2019-09-01,940,1056,0.8901515151515151,0.7428571428571429
28,00Q,QE1,Y62,2018-03-01,1115,1341,0.8314690529455631,0.11428571428571428
29,00Q,QE1,Y62,2021-03-01,947,1038,0.9123314065510597,0.8380952380952381
30,00Q,QE1,Y62,2018-05-01,1083,1251,0.8657074340527577,0.5428571428571428
31,00Q,QE1,Y62,2019-02-01,905,1026,0.8820662768031189,0.6857142857142857
32,00Q,QE1,Y62,2022-03-01,984,1058,0.9300567107750473,0.9142857142857143
33,00Q,QE1,Y62,2020-05-01,937,1025,0.9141463414634147,0.8476190476190476
34,00Q,QE1,Y62,2020-09-01,952,1067,0.8922211808809747,0.7714285714285715
35,00Q,QE1,Y62,2021-12-01,899,980,0.9173469387755102,0.8571428571428571
36,00Q,QE1,Y62,2020-01-01,1004,1125,0.8924444444444445,0.7428571428571429
37,00Q,QE1,Y62,2018-08-01,985,1193,0.8256496227996647,0.3142857142857143
38,00Q,QE1,Y62,2020-12-01,1006,1117,0.900626678603402,0.7904761904761904
39,00Q,QE1,Y62,2022-05-01,891,980,0.9091836734693878,0.8095238095238095
40,00Q,QE1,Y62,2020-08-01,840,932,0.9012875536480687,0.780952380952381
41,00Q,QE1,Y62,2022-04-01,870,944,0.9216101694915254,0.8571428571428571
42,00Q,QE1,Y62,2021-04-01,899,986,0.9117647058823529,0.8476190476190476
43,00Q,QE1,Y62,2018-01-01,1172,1382,0.8480463096960926,0.14285714285714285
44,00Q,QE1,Y62,2018-07-01,1045,1240,0.842741935483871,0.37142857142857144
45,00Q,QE1,Y62,2019-04-01,905,1020,0.8872549019607843,0.7047619047619048
46,00Q,QE1,Y62,2019-03-01,875,986,0.8874239350912779,0.7238095238095238
47,00Q,QE1,Y62,2023-01-01,877,963,0.9106957424714434,0.8380952380952381
48,00Q,QE1,Y62,2020-04-01,1061,1159,0.9154443485763589,0.8380952380952381
49,00Q,QE1,Y62,2020-11-01,877,957,0.9164054336468129,0.819047619047619
50,00Q,QE1,Y62,2019-06-01,903,1006,0.8976143141153081,0.7904761904761904
51,00Q,QE1,Y62,2021-01-01,880,979,0.898876404494382,0.7523809523809524
52,00Q,QE1,Y62,2021-10-01,936,1010,0.9267326732673268,0.8952380952380953
53,00Q,QE1,Y62,2020-03-01,963,1092,0.8818681318681318,0.7333333333333333
54,00Q,QE1,Y62,2018-02-01,1124,1320,0.8515151515151516,0.14285714285714285
55,00Q,QE1,Y62,2019-01-01,909,1068,0.851123595505618,0.5142857142857142
56,00Q,QE1,Y62,2020-07-01,982,1089,0.9017447199265382,0.8
57,00Q,QE1,Y62,2022-09-01,968,1049,0.9227836034318398,0.8952380952380953
58,00Q,QE1,Y62,2019-08-01,935,1078,0.8673469387755102,0.6476190476190476
59,00Q,QE1,Y62,2020-10-01,867,970,0.8938144329896908,0.7523809523809524
60,00Q,QE1,Y62,2021-07-01,940,1028,0.914396887159533,0.8380952380952381
61,00R,QE1,Y62,2019-12-01,587,751,0.7816245006657789,0.2857142857142857
62,00R,QE1,Y62,2022-01-01,656,871,0.7531572904707233,0.20952380952380953
63,00R,QE1,Y62,2021-02-01,625,843,0.741399762752076,0.20952380952380953
64,00R,QE1,Y62,2021-11-01,631,821,0.7685749086479903,0.3238095238095238
65,00R,QE1,Y62,2022-12-01,748,910,0.8219780219780219,0.4666666666666667
66,00R,QE1,Y62,2019-05-01,651,794,0.8198992443324937,0.37142857142857144
67,00R,QE1,Y62,2020-09-01,595,777,0.7657657657657657,0.24761904761904763
68,00R,QE1,Y62,2020-10-01,635,863,0.7358053302433372,0.2
69,00R,QE1,Y62,2022-09-01,866,1045,0.8287081339712918,0.49523809523809526
70,00R,QE1,Y62,2018-05-01,696,804,0.8656716417910447,0.5333333333333333
71,00R,QE1,Y62,2018-09-01,535,640,0.8359375,0.4
72,00R,QE1,Y62,2021-01-01,644,855,0.7532163742690059,0.26666666666666666
73,00R,QE1,Y62,2018-04-01,604,681,0.8869309838472834,0.6095238095238096
74,00R,QE1,Y62,2018-11-01,561,655,0.8564885496183207,0.5142857142857142
75,00R,QE1,Y62,2020-01-01,622,781,0.7964148527528809,0.3238095238095238
76,00R,QE1,Y62,2018-07-01,652,757,0.8612945838837517,0.5428571428571428
77,00R,QE1,Y62,2019-01-01,598,710,0.8422535211267606,0.45714285714285713
78,00R,QE1,Y62,2020-07-01,671,832,0.8064903846153846,0.4
79,00R,QE1,Y62,2021-07-01,654,860,0.7604651162790698,0.2571428571428571
80,00R,QE1,Y62,2021-10-01,627,893,0.7021276595744681,0.08571428571428572
81,00R,QE1,Y62,2019-02-01,544,668,0.8143712574850299,0.3047619047619048
82,00R,QE1,Y62,2019-08-01,591,737,0.8018995929443691,0.3333333333333333
83,00R,QE1,Y62,2022-10-01,855,1073,0.7968313140726934,0.37142857142857144
84,00R,QE1,Y62,2021-12-01,652,917,0.7110141766630316,0.11428571428571428
85,00R,QE1,Y62,2021-04-01,625,808,0.7735148514851485,0.3047619047619048
86,00R,QE1,Y62,2018-01-01,797,859,0.9278230500582072,0.6
87,00R,QE1,Y62,2020-02-01,541,713,0.758765778401122,0.22857142857142856
88,00R,QE1,Y62,2020-03-01,538,702,0.7663817663817664,0.23809523809523808
89,00R,QE1,Y62,2022-02-01,639,830,0.7698795180722892,0.23809523809523808
90,00R,QE1,Y62,2018-08-01,654,770,0.8493506493506493,0.47619047619047616
91,00R,QE1,Y62,2019-11-01,588,757,0.7767503302509907,0.2761904761904762
92,00R,QE1,Y62,2020-06-01,651,811,0.8027127003699137,0.3904761904761905
93,00R,QE1,Y62,2021-05-01,576,759,0.758893280632411,0.2571428571428571
94,00R,QE1,Y62,2022-03-01,740,938,0.7889125799573561,0.3047619047619048
95,00R,QE1,Y62,2019-09-01,597,768,0.77734375,0.26666666666666666
96,00R,QE1,Y62,2022-11-01,879,1104,0.7961956521739131,0.3523809523809524
97,00R,QE1,Y62,2018-06-01,724,830,0.8722891566265061,0.5904761904761905
98,00R,QE1,Y62,2019-06-01,560,680,0.8235294117647058,0.3619047619047619
99,00R,QE1,Y62,2023-01-01,873,1071,0.8151260504201681,0.44761904761904764
100,00R,QE1,Y62,2022-08-01,879,1046,0.8403441682600382,0.49523809523809526
101,00R,QE1,Y62,2019-04-01,598,700,0.8542857142857143,0.5428571428571428
102,00R,QE1,Y62,2020-04-01,606,787,0.770012706480305,0.24761904761904763
103,00R,QE1,Y62,2020-12-01,609,851,0.7156286721504113,0.1523809523809524
104,00R,QE1,Y62,2021-03-01,656,887,0.7395715896279594,0.18095238095238095
105,00R,QE1,Y62,2018-02-01,595,647,0.919629057187017,0.5619047619047619
106,00R,QE1,Y62,2018-12-01,539,630,0.8555555555555555,0.5047619047619047
107,00R,QE1,Y62,2019-07-01,611,743,0.8223418573351279,0.37142857142857144
108,00R,QE1,Y62,2020-11-01,639,803,0.7957658779576587,0.3619047619047619
109,00R,QE1,Y62,2022-04-01,711,924,0.7694805194805194,0.26666666666666666
110,00R,QE1,Y62,2019-10-01,595,763,0.7798165137614679,0.26666666666666666
111,00R,QE1,Y62,2021-08-01,573,777,0.7374517374517374,0.1619047619047619
112,00R,QE1,Y62,2018-03-01,716,766,0.9347258485639687,0.6666666666666666
113,00R,QE1,Y62,2022-05-01,772,971,0.7950566426364573,0.3142857142857143
