,cost_savings_10,cost_savings_20,cost_savings_30,cost_savings_40,cost_savings_50,cost_savings_60,cost_savings_70,cost_savings_80,cost_savings_90,pct_id,stp_id,regional_team_id,month,numerator,denominator,calc_value,percentile
0,3.30732,3.30732,3.30732,0.13863271252173393,-2.7024288281570685,-8.64544319779306,-14.089639678474988,-18.760033636330768,-32.5305330429847,00L,QHM,Y63,2019-01-01,3.30732,326.53399999999993,0.010128562416164933,0.4095238095238095
1,5.21022,5.21022,5.21022,5.21022,1.2633597800500938,-4.049845348323586,-10.64108667452183,-23.698806862172248,-38.16937927960918,00L,QHM,Y63,2018-12-01,5.21022,326.405,0.015962439300868554,0.5238095238095238
2,4.82813,4.82813,4.82813,3.282934801977052,-2.495620836657382,-9.401738464449837,-22.961431509242082,-39.37892469140632,-61.487225794194956,00L,QHM,Y63,2019-09-01,4.82813,328.114,0.014714794248340516,0.4666666666666667
3,9.09811,9.09811,9.09811,9.09811,8.06658776636425,4.8808350368659355,1.3016935245608945,-5.403565733790046,-18.764721956363168,00L,QHM,Y63,2018-09-01,9.09811,326.35400000000004,0.027878040410106813,0.7238095238095238
4,4.82112,4.82112,4.82112,4.82112,-7.884560874477132,-29.354183475417493,-63.05303926853016,-87.08461251793175,-169.58710560017505,00L,QHM,Y63,2023-03-01,4.82112,335.5460000000001,0.014367985313489054,0.4666666666666667
5,8.14191,8.14191,8.14191,6.0777133661454865,0.858574182879523,-5.94711437896842,-18.4136720220096,-29.261361398713827,-44.51414672490239,00L,QHM,Y63,2019-04-01,8.14191,326.91400000000004,0.024905357372275273,0.5238095238095238
6,121.20371,121.20371,121.20371,121.20371,116.2409969183301,110.20330472132962,93.82001335514153,76.53759187641185,38.078976921134114,00L,QHM,Y63,2020-01-01,121.20371,328.4200000000001,0.3690509408684001,0.9714285714285714
7,3.1342,3.1342,3.1342,2.4145362178159218,-4.687614501439836,-14.415543901283336,-33.25238950071612,-62.16168247561395,-153.40338364042483,00L,QHM,Y63,2022-06-01,3.1342,333.64,0.009393957559045677,0.44761904761904764
8,8.150220000000001,8.150220000000001,8.150220000000001,5.345708129764697,2.4470056018298765,-3.9171810829691065,-11.108141285889072,-24.850976960605454,-58.57688772282263,00L,QHM,Y63,2019-02-01,8.150220000000001,326.6740000000001,0.024949092979545354,0.5619047619047619
9,10.41605,10.41605,10.41605,5.687783317723571,1.440064565135586,-3.7756948062174978,-10.145943268326567,-19.33082627205664,-34.898268946917355,00L,QHM,Y63,2018-05-01,10.41605,325.449,0.03200516824448685,0.5142857142857142
10,3.6107,3.6107,3.6107,3.6107,1.309650110229533,-1.6963538914422887,-7.543502047214435,-27.745251500704132,-48.32527481249128,00L,QHM,Y63,2020-08-01,3.6107,329.2479999999999,0.010966505491301393,0.5428571428571428
