month,ratio_quantity.01K,ratio_quantity.01T,ratio_quantity.01V,ratio_quantity.01W,ratio_quantity.01X,ratio_quantity.01Y,ratio_quantity.02A,ratio_quantity.02E,ratio_quantity.02G,ratio_quantity.02H,ratio_quantity.02M,ratio_quantity.02P,ratio_quantity.02Q,ratio_quantity.02T,ratio_quantity.02X
1514764800,0.009536861853986472,0.01240212243758741,0.013721762023162122,0.011616654918028331,0.009418139594890981,0.014540693267176625,0.015529945075570248,0.01507078395413157,0.011140781160808444,0.01764734113393582,0.018539849849653976,0.012641833981621277,0.016711452237431052,0.019443553083514576,0.013122436460630974
1517443200,0.009601529792216106,0.011813677435676373,0.01516075683022081,0.011856281251610907,0.008752594865271728,0.014408721955891768,0.017656522304068327,0.015257594813922274,0.010844635571727865,0.017088061261565066,0.019107333039913597,0.012094999606026072,0.01551565195495966,0.019159038261352155,0.012758788370748442
1519862400,0.010279551073554142,0.012586688623243903,0.01294391517402679,0.012367180273873712,0.00943609035603108,0.013919818095316804,0.016701290079553042,0.01516310741455033,0.011663032784048491,0.018576789313599955,0.019104171973029105,0.012647184789959643,0.015170063174859605,0.01895506814951541,0.011982875356905807
1522540800,0.009545184553257138,0.01287866247310048,0.012875864365609512,0.011848175259859125,0.009388512510290025,0.013529775336125765,0.017846864562849205,0.013921324423221202,0.008795646208824106,0.019378773961620063,0.0180650716729277,0.012441187735786103,0.013698316081479188,0.01870217738780366,0.012281100589944676
1525132800,0.010121943255151339,0.012889075565625583,0.014252633398873253,0.012423753384939413,0.008735247765359768,0.013074445540994392,0.017364761701700083,0.014014734270211573,0.010622364798402444,0.018663790948243827,0.019494679396951698,0.012319472875149742,0.013587716614071679,0.01854427189426948,0.01215535676390408
1527811200,0.009059530060179389,0.011611048717082786,0.012583364548779122,0.012371859549759516,0.009249577836904844,0.014193247640778237,0.015535898477792017,0.014354102134015697,0.01039451424207551,0.020308931374350313,0.020714116749636535,0.012390481385592036,0.014468622158616202,0.019004604929043007,0.012382443432501887
1530403200,0.009240090304547479,0.01264118528626954,0.012320148846270187,0.012086377508554519,0.008721840130616111,0.013134814113925714,0.016115589740139852,0.013576950408062189,0.009123679548263602,0.018355898487779024,0.0192085075964493,0.011597108666058599,0.013768100635790533,0.019135237688952755,0.01236590183447792
1533081600,0.009301172873420444,0.010521928308561902,0.013752112883074888,0.010713122171945701,0.008198352227709501,0.013904308295557279,0.016143240433031517,0.013907504098002949,0.010357462421706681,0.01817638377762418,0.018576541180694454,0.011565666633012932,0.014187457171137789,0.018507191014573772,0.012543394529017697
1535760000,0.008317372881010445,0.011160778154696238,0.011859409093589669,0.012631321649434138,0.008655475440533678,0.013316239690012763,0.016654413881668897,0.013356935545284223,0.01092102417311292,0.01835132475710309,0.018794660479654557,0.012334127659412287,0.012659418897779799,0.018423151401928895,0.011834581042144568
1538352000,0.008887279940342581,0.011947513710802953,0.014223654708520179,0.011082895588414942,0.0081140119085368,0.013443499539295802,0.014367086905322932,0.014147162364235523,0.009674937215581865,0.018985736333100144,0.017500469173149128,0.01193595718971172,0.012736505050034992,0.01741348335234798,0.0126171899197143
