,cost_savings_10,cost_savings_20,cost_savings_30,cost_savings_40,cost_savings_50,cost_savings_60,cost_savings_70,cost_savings_80,cost_savings_90,pct_id,stp_id,regional_team_id,month,numerator,denominator,calc_value,denom_items,denom_cost,denom_quantity,num_items,num_cost,num_quantity,percentile
0,1543.6073497063444,1240.796739182526,806.826060766547,574.566912707025,202.91894949742345,-116.26730019211027,-785.976479028428,-1574.1917753333328,-3122.70377179328,00L,QHM,Y63,2018-08-01,3003.0,190396.0,0.01577239017626421,4641,18210.115120000006,190396.0,73,3209.43133,3003.0,0.5619047619047619
1,2412.0553335543736,1998.8587087748183,1706.627056165209,1272.4065058912965,923.0748281120432,455.98888520674336,-119.0037116873882,-675.0818842436165,-2019.5588015068897,00L,QHM,Y63,2018-07-01,3761.0,176150.0,0.021351121203519726,4335,15909.22769,176150.0,77,4022.019190000001,3761.0,0.6952380952380952
2,1664.9650415010692,1325.5133998800593,886.9339244613984,514.3336584708304,155.3633586337637,-335.64828899168424,-1011.236783409433,-1655.8929732446486,-3446.9292978124067,00L,QHM,Y63,2018-05-01,3206.0,175615.0,0.01825584374911027,4318,19909.99921,175615.0,75,3425.576,3206.0,0.5428571428571428
3,1538.8892454055022,1160.5342750883283,699.1019930276416,462.89402179456374,48.25870725569257,-390.50189839887025,-1027.1974633591271,-1874.3052867927436,-3377.661732505203,00L,QHM,Y63,2018-06-01,2954.0,171852.0,0.01718920931964714,4225,19383.418309999994,171852.0,70,3158.12082,2954.0,0.5142857142857142
4,3148.079103722869,2951.865208215846,2865.2641444644123,2646.8810549222962,2500.635705449602,2276.337111253133,2069.216752954322,1788.0934198603009,882.5690626266078,00N,QHM,Y63,2018-10-01,3878.0,104014.0,0.03728344261349434,2606,10872.316200000001,104014.0,83,4139.275500000001,3878.0,0.9523809523809523
5,3452.219380007389,3249.058670284454,2986.570272613224,2763.570218407822,2548.727654865954,2254.858771694706,1850.5212426401322,1464.6965978430708,392.76714980407087,00N,QHM,Y63,2018-05-01,4438.0,104987.0,0.042271900330517115,2609,14225.94135,104987.0,85,4741.118410000001,4438.0,0.9428571428571428
6,2895.9551817314286,2728.6022905086675,2579.2726402721346,2420.0356238211007,2315.7431336456975,2148.461831073,1970.2422823288762,1690.3497132600369,697.0118639059438,00N,QHM,Y63,2018-12-01,3528.0,100301.0,0.0351741258810979,2519,9544.699180000003,100301.0,84,3771.8588200000004,3528.0,0.9714285714285714
7,3273.751584114081,3095.612796077342,3006.367339059986,2837.5075237576475,2659.574701060921,2464.3562616444106,2303.5675103912017,1998.1091533159488,1181.7474249117295,00N,QHM,Y63,2019-01-01,3864.0,105098.0,0.036765685360330355,2673,10106.408989999998,105098.0,86,4130.6836,3864.0,0.9809523809523809
8,4538.043652761808,4417.443200889431,4256.511021703518,4077.411824923005,3930.987369354909,3612.4836308521153,3389.4024685299228,3040.897932709124,2262.688624802342,00N,QHM,Y63,2018-09-01,5339.0,99921.0,0.05343221144704317,2537,13084.889029999998,99921.0,92,5702.93255,5339.0,0.9904761904761905
9,3188.04052247412,2993.4096316340183,2878.380476200483,2750.2020283703896,2659.1040430703024,2574.3357122237658,2402.071007213104,2175.4166860723453,1732.699393764784,00N,QHM,Y63,2019-05-01,3689.0,103995.0,0.03547285927208039,2403,9831.422859999999,103995.0,67,3943.82013,3689.0,0.9904761904761905
10,4121.050580321268,3876.615731990867,3703.7401676730788,3446.868189580873,3240.2139466510525,2963.8997786148757,2623.7512396767743,2294.791912283563,1499.4393085920328,00N,QHM,Y63,2018-07-01,4916.0,104166.0,0.04719390204097306,2663,12038.02838,104166.0,88,5255.9638,4916.0,0.9809523809523809
