month,ratio_quantity.11M,ratio_quantity.11N,ratio_quantity.11X,ratio_quantity.12F,ratio_quantity.13T,ratio_quantity.14L,ratio_quantity.14Y,ratio_quantity.15A,ratio_quantity.15C,ratio_quantity.15E,ratio_quantity.15F,ratio_quantity.15M,ratio_quantity.15N,ratio_quantity.16C,ratio_quantity.18C
1514764800,3.184689681575261,8.55641883150239,8.593027780635333,9.116139086089015,2.758414353480906,20.56908787362446,5.826810672463488,6.482652281693048,6.077128948371486,9.628912410824224,3.9009746283467,5.123603966222707,4.9513373884277,4.633941063936326,4.11540877110309
1517443200,2.9561652156275584,7.262006077016164,7.774904734863662,8.86752213021343,2.32784017422398,17.921681226563873,5.3538614088423016,6.6967738766680265,4.867835285160976,8.961636444984952,3.4123080010597255,4.2458251380880725,4.426802368603749,4.014220409560208,2.6444383631171084
1519862400,2.7642926108969106,8.817732322142236,7.7415700007664086,9.6031950242036,2.687192377547237,21.335702026936296,5.643071828842537,6.781835209989859,5.43824364417719,9.458076272406949,3.6046829765522217,5.072945867443691,4.930536513325023,4.38781048011647,2.937610383906157
1522540800,2.300684942311858,8.337572906605413,7.447349333639622,10.050437256476608,2.2961502333134325,19.3708788827917,5.853541389473084,6.7891355848628905,5.441674541755164,8.94927879492395,3.9098901048952253,4.3965735407128195,5.099200619073672,4.176837877239713,2.4869838211954463
1525132800,2.550500426526222,8.281457489526506,7.563258506488873,9.496177935583253,2.551146168215765,19.97609351444637,5.660779415259856,6.285488225020683,5.184974367967784,9.55011059528863,3.4478760172766556,5.133776702178691,4.689848798714976,3.924809339486308,2.7189203310693975
1527811200,2.1236137598814233,8.866148976250965,6.690594419325577,8.737236614853193,2.2627146271928997,19.373951063601126,5.613340873101595,7.183706775563586,5.393403912711708,8.949490551193104,3.801260356321106,4.624675104627638,5.02310353801735,4.453442159913969,2.2227504348625633
1530403200,2.2279249111264723,8.661826310332067,6.476126702377687,9.642248462338431,1.553875756213522,20.407597059817665,5.760261669074502,7.2692449641337324,4.711453025103598,8.262363256212373,3.5120356553693552,4.115170697157295,4.684763882295167,4.385227128430414,2.2534972524257557
1533081600,1.7791625028897273,9.12220078781148,6.416839091217926,9.116153759363902,1.260843342031576,19.882730793135522,5.616123554694592,6.96513919944284,5.0188449909930215,8.427088544583418,3.1218400858532243,3.5418350927889066,4.942385319455733,4.218988259221595,1.794222421635128
1535760000,2.061501381034814,8.203041076742714,6.529437368295389,9.238911714544184,1.4227729751068448,18.081347159291667,5.326090661637814,6.5285696949285335,4.2755484194075475,7.893692806370877,2.541662595942624,3.134194270862135,4.523032708426508,4.047637561526277,1.8155645731435495
1538352000,2.050495404084439,8.993891393240496,6.123315523453229,9.831085774654575,1.321071365504932,19.913667697773615,5.49335942408144,6.8979899962746245,4.239014431323067,8.105917464640687,3.171433484931093,3.3497614387723234,5.0453905158010395,4.071174783593618,1.7517569427353055
1541030400,1.8995688205694643,8.715538814530229,5.7215090256573236,8.751368617849982,1.220417373157689,18.760369847088516,4.932728211894153,6.363937140993713,4.32218437013638,7.307703812664908,2.3443209741793423,3.1963800572580565,4.3118146066048535,4.665833585536741,1.9653824111466058
1543622400,2.1595413579839886,8.217049368105526,6.086615340811046,9.353891030377493,1.4976609313344549,18.81940543669872,5.110445831689608,6.3832776485438,4.574187216949401,7.351001622789406,2.658017901863765,2.709730091947005,4.715363267970259,4.261668801585998,2.0443797128629235
1546300800,1.9475408396572222,8.299506054949557,5.873147540474514,9.724305663949485,1.3470795166377154,17.77030760711101,5.50509086356792,5.497106433280294,4.363173789486367,7.394677373241456,2.4289856483456376,2.681249487376119,4.476564826351699,4.7196759249399785,1.589190301433455
1548979200,1.7180882794223917,8.189575410218119,5.728338999062224,9.96460635656201,1.300693888620001,18.772027572729566,5.234868339619767,5.005302111482034,4.41654885968148,6.742300517012161,2.458895329091346,2.4115030433008773,4.658533044344986,4.382751918463359,1.6937846875673939
1551398400,1.6534575080185108,8.642217430008765,5.48789234438218,9.440333571612895,1.40072570227734,17.149442823515084,5.290504790487056,3.5625486488401115,4.1861060329425195,6.863553734677342,2.087126152207091,2.661525124665773,4.590784900038336,4.9593103316250575,1.7643719147293233
1554076800,1.4847626152223423,7.883916336309417,5.5789625949938335,8.299882124429157,1.31572417885704,17.72944681343233,5.460550991834862,2.8710627422375117,4.082299301335894,6.564889827196382,2.276388693993938,2.2481992973772367,4.480197910140066,4.183061208868783,1.6735470838198225
1556668800,1.5825502889361296,6.994276944382719,5.531180704267058,9.955851162239092,1.4590775062866888,17.555458562056494,4.499204667984149,2.393610311391693,3.6149041564567894,6.7244745716285355,1.9659216114562854,2.368245558020519,4.035695210614161,4.064929025512277,1.6926200004507759
1559347200,1.5046261297271566,7.1800186793927585,4.881627966594519,8.002649137159354,1.6830638217629479,15.758993569576342,4.008070684183476,1.7238599669584558,3.392718256057469,5.454093141427765,1.556550068270565,1.9398721757901556,3.9174225564784524,3.6971066267398327,1.3676847967561083
1561939200,1.5763417597629092,7.858605170927599,4.6581923427984036,9.586859794480173,1.3797653979434792,17.08699284535114,4.530488035492209,2.09478583908947,3.5860651783678215,5.631200981574614,1.616953028130866,2.118787399959146,3.342328265183447,3.550548879685676,1.4912751875901062
1564617600,1.6257525941542412,8.03670034607787,5.767016082074749,9.296993224142065,1.818569306734241,16.84826444123326,5.529924737488096,2.207279117667323,4.531540481775606,7.153629680834146,2.3138578702514097,2.4569674655057843,4.592390833537905,4.4085141602889255,1.6474807302281893
1567296000,1.14045707018075,7.475669118518381,4.6268860203834725,8.534927148361833,1.1546785335956415,15.058092103764427,4.222812798051645,2.172704988391929,4.033604301724686,5.508541429572203,1.4895204332152756,2.067273872438211,4.084606427291366,3.561056843868202,1.810424200521171
1569888000,1.3868370881644991,7.9151286182175316,5.1506177350002424,9.343070476596017,1.5630543620469908,15.207402747941755,4.298786805935779,1.7617121535181237,3.5221318866606914,5.930371370449327,1.6578759169012525,2.174160694343154,3.8097753330005433,3.7706529950972345,1.6799400267296587
1572566400,1.30924742721836,7.225031373516094,5.370977834560933,8.011088586257378,1.2377927741019024,14.72472526106787,4.218398139986594,2.244088400579097,3.60917782315719,5.068885820466087,1.3851819450180254,1.8380831325015023,3.9562699897897065,3.1667055509780684,1.508673618524098
1575158400,1.3585910884477632,7.111758796464296,5.0794748670196785,7.489160080074037,1.2660392012525268,14.488349304911548,4.673987454740171,1.9033692224427208,3.463898164888504,5.342905941872336,1.4335919346367474,2.0274671584787805,4.110684692047858,3.573837222612417,1.5652445930263708
1577836800,1.093925912447497,7.295429838853216,5.291413494842308,8.109993050462512,1.6790822736870448,14.62819990580184,4.372968821415762,1.9160845717373682,3.7182885980232867,5.471267441566501,1.4604871154572077,1.9958469168406272,3.7759521924316033,3.321952621258273,1.4343988529997835
1580515200,1.1947852515287212,7.010115147722182,4.363701792615739,6.9478579791039685,1.311982991962082,12.72099128144853,4.206019713859389,1.9577078368980696,2.669805396887545,4.694498678620586,1.3056780307763713,1.5262537649020704,3.8122979851290797,3.0469703636653778,1.4127314608337296
1583020800,1.4204670308451162,7.96522519720031,5.620489872966713,7.974883282342333,1.3430397820816002,15.145290362150744,5.111686752483099,2.5906591042370493,3.5801421743450677,5.343232548336584,1.6719191602712116,2.272191746307638,4.284490746756111,3.8667109494386214,1.6621991613942568
1585699200,1.32514880447942,7.967583445778611,4.849662146077983,7.4595346301478305,1.1473576613907408,14.025004548766779,4.473620170029685,1.7705260261655358,3.4431525883592404,4.692355102061917,1.1287090836932312,1.5247021509595817,3.941059974744947,3.2413910076784354,1.486762081770503
1588291200,1.25759830888577,7.0739885219440986,4.5080965871137275,7.134358330300799,1.267523414556339,13.794659134314553,3.9363496473567996,1.5702202034556887,2.930990744119632,4.8320374495786504,1.4311186366786648,1.6606736031398577,3.519786877724983,3.136551814210397,1.3569778893033049
1590969600,1.2100264988105813,7.770757500456849,4.837799357073984,7.416919837716431,1.1401330414850444,12.354501161266516,4.573251278435995,2.061837949356251,3.2150967467287184,4.808101069362131,1.2079302001982075,1.6041900511835046,4.02231407292592,3.284015235932397,1.3762820827238496
1593561600,1.3521549717779153,7.713063928639704,4.705661385806389,7.371650046886416,1.3605519687512337,14.895957662715245,4.255551038788325,1.8153958182377201,3.283687947156645,5.179183354210918,1.3516029651049577,1.8274235460604396,3.908212134315149,3.7967559532212602,1.440742357915497
1596240000,1.1178706985623932,7.182634642607408,4.13361029861041,7.459592406972108,1.1270073521934165,12.233064391428373,4.281499332765925,1.8947404511018782,2.934890295484706,4.1730205239038956,1.2878939913264402,1.4340675741779092,3.701128727131585,2.9923159788867575,1.1835084437108756
1598918400,1.2351107294995471,7.584685807455159,4.396001847164264,7.074298342606772,1.3525451608525525,13.518839570571833,4.421019321549153,1.711607606343656,2.8619679824840345,4.757983095115629,1.3418491438661195,1.5718695664865918,3.92235135024612,3.4843270541229203,1.173882718537428
1601510400,1.2935056944270296,7.88177819587883,4.90362633679552,7.560488011116697,1.4163812686840052,13.370549195129652,4.606387285921322,2.1600017623331844,3.201698302083302,4.725274242466276,1.5669859097087526,1.845539018206581,3.82730709075702,2.875072122029233,1.3369123442273112
1604188800,1.206930281130074,7.747681294449082,4.79201344208185,6.481723037425059,1.3489270832356177,12.817628351471733,5.09720280516206,2.0634587968870752,2.757326941293572,4.210919483908904,1.0771958398437935,1.4419151549723936,4.058221664542067,3.1755218943521375,1.2382350138874905
1606780800,1.4786454601922545,8.533473135709016,5.361590486516021,7.638656302317191,1.4971617289254162,13.453476410884408,5.283929261564529,2.210708129228736,3.2076106070602965,5.008276174622461,1.510300428849729,2.0165492620956473,4.233091412251379,3.187552389502508,1.491147595208074
1609459200,1.32023446741884,8.138114265459352,4.5146618329466355,7.152249578564457,1.4081874420681713,13.055830035782254,4.9722846246789185,2.4304840037522175,3.1001559648695296,4.629167747669992,1.2023270946370697,1.37278053799125,4.2146347848504195,3.0652124003657764,1.1164570145139014
1612137600,1.1763325862720335,7.37324855495244,4.7151658074546905,7.02577348564869,1.1591257311697964,11.603402625011833,4.554382227802679,1.6290260305205206,2.6679215487918184,4.226087025956334,1.2306648512539387,1.69918329089688,3.840047973486996,2.8950833063209096,1.0380682790311904
1614556800,1.4873167237208655,8.071981423834512,4.321010963859114,7.558081065726086,1.6242250063855042,13.49985345592148,5.40213770066562,2.7956100615165473,3.0380976266644386,4.942655729404214,1.2736949956090102,1.6549245458605977,3.9800153646903653,3.242820563413632,1.3644240616874734
1617235200,1.4264101690693307,7.908181560360313,4.605682884671274,7.809444518370665,1.4450746714512512,12.728256379611803,4.735946921206754,2.1131402558781485,3.0599501800864237,4.50522988809122,1.346438824082345,1.4842817565817275,3.8532355812726635,3.0089866503402534,1.3524103803262773
