month,ratio_quantity.26A,ratio_quantity.27D,ratio_quantity.36J,ratio_quantity.36L,ratio_quantity.42D,ratio_quantity.52R,ratio_quantity.70F,ratio_quantity.71E,ratio_quantity.72Q,ratio_quantity.78H,ratio_quantity.84H,ratio_quantity.91Q,ratio_quantity.92A,ratio_quantity.92G,ratio_quantity.93C
1514764800,8.361341020317369,10.435010893988334,12.451839532503259,6.134293719946489,4.937995696769769,13.049036532851796,11.593903932830138,9.276137997812171,14.32780068536826,0.8255511899794477,4.811532381858547,9.791752169020086,6.126297212242638,5.710598197533277,8.826519892132747
1517443200,6.79435787497126,10.025378531679758,10.19800360654752,5.558081874328453,3.7766071382589996,10.330829140031462,9.692634302514923,8.429695081206438,11.439308934157598,0.752880083797799,4.662965189730022,9.042009960012452,5.960143177803947,5.181850856012874,8.021190864438752
1519862400,8.365178515434216,10.484529015748755,11.731694999746791,5.777594955961453,4.286292627769184,12.063034084285505,11.172391742297364,9.157979485697416,12.20242425991318,0.8294002015087318,5.296904730387667,9.941336636175462,6.318300966855403,5.654973547804998,8.562388444233251
1522540800,7.499034332990389,10.016190942552477,12.02007187713991,5.265077269030763,3.9127464134102294,11.067987330196246,9.042283815218758,9.10441104337467,11.28015770753469,0.7297878559220919,5.007582467591336,9.131279973099264,6.674815306850436,4.833163959964545,7.940358670027537
1525132800,7.480775735765389,9.401534682636013,10.66048155914174,5.669757715295958,3.803179993167897,11.488488781968341,10.239773283246496,9.502686072288661,11.489499357595177,0.9485622203988258,4.981498892421698,9.44065956038905,5.998478988430546,4.917252175269118,8.060729022508456
1527811200,6.84324891708141,10.130743253209411,11.327214652743248,5.42940010168073,3.287905851215552,11.014315184033483,8.767921127190768,9.47863323558188,10.622802751712058,0.7194204556421259,4.340038622354567,8.721600999852424,6.83719218244035,4.787639746450865,8.109897168585722
1530403200,6.814994984774192,9.330905226022946,9.712274201896001,5.582781652793158,3.3426075162673334,11.078807411164982,8.098304785492985,8.82756854009377,11.199594692631077,0.8920044832559131,4.065590092621125,8.710172256051322,5.943524039035318,4.527396108247945,7.866328722443334
1533081600,6.451983416783425,9.68876844377344,10.958240399557447,5.440309994610454,3.6067114712698944,10.154547797002413,6.568738764579995,9.208764064988856,10.234515800612385,0.8351526736163672,3.8303492151591985,8.482124831617291,6.430363073422895,4.381452322764423,7.8285770517044995
1535760000,5.824510143148934,8.285904323549383,10.018771024925256,5.1177836994118735,3.0659396275845676,9.615438371797541,5.411302408933236,8.220483716145859,9.595236252148794,0.887802797029101,3.7128790005258456,7.353927980638163,5.057069416488859,4.011647110608331,6.660248155517762
1538352000,5.621700860832815,8.733638072727135,10.473493631450173,5.809392834157042,3.422945319455388,8.815855735525803,5.364061892154595,9.208261913538662,10.037921070014045,0.7385114584906479,3.8716397557887707,7.705461646906065,6.149857946338749,4.388380940437806,8.122199506635527
1541030400,6.046714219194363,7.992582483725316,9.800842577150581,5.090664988144596,3.1430500408068087,8.777487210478453,5.0018700921205586,8.103448440005023,9.187451256493665,0.778609752512892,3.375501523705391,7.4163051472147075,5.554356265903336,4.1972002249122085,7.108904431681153
1543622400,6.001706986012116,7.646760703380774,9.860441471151734,5.644047985119779,2.9156098112486215,8.42039837979987,4.6404654719913525,7.702648315350716,8.93608852377997,0.7706588814442132,4.043726212532883,7.356012291892742,5.7855211167459775,3.961800726237641,7.022976089931789
1546300800,5.310400835218899,6.787802540626825,9.38206219266349,5.433824317105372,2.8645951313200997,8.503141509786909,4.404995146482403,8.013394003046807,8.402590706402341,0.8075391452381103,3.192696858513319,7.0336461671593415,6.009244323861985,3.5734982005163127,6.476071300281889
1548979200,5.430584748369225,7.386893849423485,9.150661213820497,5.496875919195231,3.0255547738248607,8.168529333149673,4.610681752478242,7.865221218861492,8.045390096514415,0.7560728811919992,4.2937447444742665,7.409278004503986,6.1637889474308984,4.464220617953372,7.04238487789421
1551398400,5.062841267280477,7.600537296862247,8.497013840754486,5.510538194547516,2.9141814967342796,8.355510035808946,4.182394090703681,7.991854267556582,7.883993300514397,0.796248869019784,3.5921934870042813,6.98748119089132,5.561601416732299,4.046945696700762,6.560592854152354
1554076800,4.6770551859594605,6.8985072434344845,8.505252524777838,5.255992167202427,2.9472223684792964,8.114085981008415,4.141600883772337,7.571039021221802,7.519980478603019,0.748758074937451,3.504785025978545,7.047933472732248,5.41118434759447,3.780606891241983,6.271612316015522
1556668800,4.5973097750474246,6.837837456880399,8.247839933753172,5.292184486129983,2.5847270364556887,7.018530452289163,4.2756862970186695,7.1104957573962295,7.133817554124984,0.7087483547834911,3.2619855724513847,6.281964301347463,4.680974995599581,4.1970621521306475,6.161163525366532
