,cost_savings_10,cost_savings_20,cost_savings_30,cost_savings_40,cost_savings_50,cost_savings_60,cost_savings_70,cost_savings_80,cost_savings_90,pct_id,stp_id,regional_team_id,month,numerator,denominator,calc_value,percentile
0,-30342.908564582853,-38089.266111491925,-43144.90325497639,-48936.540909911426,-51988.035967603144,-55381.291833740106,-60940.44085537183,-69353.50931315958,-77834.98071534542,03L,QF7,Y63,2020-09-01,286.51611,264.84700000000004,1.0818174644228553,0.0
1,-27069.541588038817,-32452.141493912804,-35184.596698804155,-37431.44870431306,-41059.265102905876,-46979.417462250865,-51838.120056045445,-57566.52335348843,-71643.76244714759,03L,QF7,Y63,2018-01-01,554.6603399999999,262.655,2.1117448363823264,0.0
2,-30391.11491766545,-39062.74716363455,-43482.71639820573,-47965.165648362374,-51694.69933633857,-55038.00010490095,-60218.564441634786,-69413.30106233891,-81299.17799275293,03L,QF7,Y63,2020-04-01,262.05716,265.01800000000003,0.9888277777358518,0.0
3,-28044.739162690777,-35506.57881489889,-39911.49232314662,-44524.33945185918,-48546.22324227034,-52182.19782069871,-58159.93425699313,-65352.83970429691,-73159.57451354287,03L,QF7,Y63,2020-08-01,123.77512999999999,264.83500000000004,0.4673669643362848,0.0
4,-27743.742405573026,-36473.1860693345,-38905.43908205079,-44162.59745574859,-46574.08758590605,-49171.8165442556,-54777.93030639766,-62580.7109591915,-73007.2781580355,03L,QF7,Y63,2019-07-01,538.92627,264.71900000000005,2.035842799345721,0.0
5,-26806.619661014734,-33668.754498568036,-37471.87446917565,-39874.73045155566,-42596.89501218569,-47038.51938689192,-50547.511572281306,-58397.890768977486,-70169.82936154486,03L,QF7,Y63,2019-04-01,287.86819,264.343,1.0889949421773983,0.0
6,-30133.226946930943,-36369.4975488193,-43339.28707898305,-47161.94926957555,-50942.973728501056,-54863.07183194285,-60052.82633357299,-67739.58404201451,-77471.50897146753,03L,QF7,Y63,2020-11-01,80.76935,264.716,0.30511699330603365,0.0
7,-29220.161072143575,-36573.37736890623,-45550.337118137286,-49033.321658837835,-52913.0801910144,-56301.325961438866,-64692.888562549604,-72129.34093637869,-80786.40071475176,03L,QF7,Y63,2021-03-01,479.2627499999999,264.71000000000004,1.8105200030221746,0.0
8,-28641.02736254669,-36039.58437244201,-43982.065509303604,-49649.6876983987,-51982.223466942036,-56386.266477756246,-65183.493423465996,-72232.75164990185,-81336.5524004795,03L,QF7,Y63,2021-10-01,459.09081000000003,266.334,1.7237409042780871,0.0
9,-30865.198957406043,-38390.884117751455,-47322.14632949379,-51644.50185395728,-55319.571648683384,-60295.18994852301,-68818.7928144679,-76729.15879225775,-86287.30230924679,03L,QF7,Y63,2021-09-01,185.11193,266.06300000000005,0.6957447296317036,0.0
10,-31566.62264450951,-37908.181727897536,-46838.752002231595,-52264.68303485991,-56039.050438149236,-59916.283743308675,-70022.5509808396,-77660.92127711617,-84932.0507026066,03L,QF7,Y63,2022-04-01,412.57862,267.038,1.5450183868962468,0.0
11,-25685.078399165453,-33134.10560550302,-37276.836935258616,-40866.239184886406,-43062.08649296305,-47275.43443232555,-51320.99360470734,-59155.449795388704,-70763.25476907125,03L,QF7,Y63,2020-02-01,250.62733000000003,265.074,0.9454994831631922,0.0
12,-26993.918620523582,-33190.20324521579,-35946.5069405001,-39619.862958076315,-41599.88803494178,-46209.580040615256,-52734.17563121665,-58105.57135105296,-69148.65718364273,03L,QF7,Y63,2018-09-01,1030.5923300000002,263.94,3.9046462453587942,0.0
13,-33283.800254679525,-42885.66838307472,-50235.21356477919,-56232.36389162114,-59943.57148246465,-68788.94286700399,-78062.37877455707,-85909.35340964107,-97510.52052237048,03L,QF7,Y63,2022-12-01,263.65658,268.705,0.9812120355036194,0.0
14,-30226.47328059846,-39544.02617872523,-45932.49545865382,-49897.59609874007,-53195.03603761453,-56588.032516048275,-66076.32660661843,-72949.28713897879,-81058.05162279695,03L,QF7,Y63,2020-12-01,203.33858999999998,264.65400000000005,0.7683185971117004,0.0
15,-28405.69696459291,-35188.47861572709,-37965.001130137825,-40814.22153090869,-44012.868823665995,-47978.09580977799,-53368.13073727779,-60140.23484629567,-69849.04412336861,03L,QF7,Y63,2018-06-01,468.25149999999996,263.315,1.778294058447107,0.0
16,-28636.13963045145,-36341.58247295595,-43729.93359183348,-48970.58029824036,-51812.43076681531,-55683.20825343965,-64280.57261721861,-70016.43381476005,-78333.44648456683,03L,QF7,Y63,2021-04-01,441.41822,264.96,1.6659806008454108,0.0
17,-27499.186575928874,-36099.07804779151,-39416.62651415392,-42272.032587728805,-45278.49264887636,-49192.93918202288,-54136.702645515295,-63516.09456991185,-74984.98787476387,03L,QF7,Y63,2019-09-01,238.66464,265.16700000000003,0.9000540791274931,0.0
18,-27504.51386892621,-34788.970033211066,-38186.66566134757,-40958.050671157565,-43220.97582869645,-48231.62925302436,-51955.46395404825,-62606.35826404958,-68401.84793785111,03L,QF7,Y63,2019-03-01,267.34572000000003,264.31600000000003,1.011462491865797,0.0
19,-34611.3753892023,-45390.70776041969,-54040.73263467338,-60357.69778289223,-65947.17707860471,-72146.24739554472,-78387.69657547848,-90112.1896113432,-102094.2684715509,03L,QF7,Y63,2023-01-01,84.03958,268.77,0.3126821445845891,0.0
