month,ratio_quantity.01J,ratio_quantity.01K,ratio_quantity.01T,ratio_quantity.01W,ratio_quantity.01X,ratio_quantity.01Y,ratio_quantity.02A,ratio_quantity.02E,ratio_quantity.02G,ratio_quantity.02H,ratio_quantity.02M,ratio_quantity.02P,ratio_quantity.02Q,ratio_quantity.02T,ratio_quantity.02X
1556668800,0.0,0.0,0.10956704214883446,0.0,0.0,0.163209182402701,0.0694461620578514,0.0,0.03213007758211213,0.41066526161735906,0.0,1.609951112448988,0.0,0.0,0.43339221609654593
1559347200,0.062499085188451195,0.0,0.0,0.0,0.0,0.033564019583437056,0.0695346334128937,0.0,0.0,0.3372846589621572,0.0,1.4353898532290372,0.0,0.0,0.22301968344594703
1561939200,0.06624479450659414,0.0,0.10951717960202186,0.0,0.0,0.17953366348036395,0.1392439283158838,0.0,0.0,0.9742223671143233,0.0,0.9671292706958269,0.0,0.0,0.05920009508344498
1564617600,0.45365593715572144,0.0,0.0,0.0,0.004501649732107721,0.0,0.0694757449885576,0.0,0.208395612141504,0.5329960987433973,0.0,1.1592925734654251,0.0,0.0,0.10440924322341384
1567296000,0.00528228749177484,0.0,0.0,0.0,0.0,0.18591603246499439,0.1390832565713722,0.0,0.0,0.7522720371151411,0.0,1.0575621461740286,0.0,0.0,0.09060180992687603
1569888000,0.08138674350206836,0.0,0.32727194404380505,0.0,0.0,0.00905493565783485,0.0695331502388725,0.0,0.032043392816409604,0.41955871633141145,0.0,0.7843093887001573,0.0,0.0,0.03314842481725292
1572566400,0.0,0.0,0.016561000816576507,0.0,0.0,0.1778480721873047,0.0,0.0,0.0,0.7010693401424867,0.0,0.8923702211447629,0.0,0.0,0.03819826113718552
1575158400,0.0,0.0,0.0,0.0,0.0,0.009049770016801168,0.06962210533674944,0.0,0.03204510395119728,0.41699166114757064,0.0,1.2556700131609393,0.0,0.0,0.02765274073527195
1577836800,0.3035371729124006,0.0,0.0,0.0,0.0,0.15348415895182085,0.13924686312881315,0.0,0.296758289435626,0.6880543232749158,0.0,1.7989304514700073,0.0,0.0,0.019043903399598164
1580515200,0.0,0.0,0.0,0.0,0.0,0.008069252001357163,0.06969139761076716,0.012091864743592654,0.0,0.973793986462929,0.0,0.304704256956263,0.0,0.0,0.01594878101269715
1583020800,0.061448470621879595,0.0,0.0,0.0,0.0,0.032194127056149095,0.0695346638828152,0.0,0.032004905395935535,0.8478057907207923,0.0,0.007890489433124443,0.0,0.01459933639175397,0.024046609257927502
1585699200,0.3026445931624135,0.0,0.0,0.0,0.0,0.1543172545316182,0.06956749338461285,0.0,0.0,0.7939626412806647,0.0,0.0,0.0,0.0,0.024049055259342977
1588291200,0.06587798497011307,0.0,0.0,0.0,0.0,0.032245702252217116,0.06959309017956981,0.0,0.0,0.26549541703206286,0.0,0.0,0.0,0.0,0.015914946434441715
1590969600,0.0,0.0,0.0,0.0,0.004499012236176345,0.00903820659727797,0.06958752159249815,0.0,0.0,0.7234927679405223,0.0,0.0,0.0,0.0,0.0399591876874662
1593561600,0.06580818098965313,0.0,0.0,0.0,0.0,0.1764812614951359,0.0695657054510915,0.0,0.032119611083761164,0.2279474145381217,0.0,0.0,0.0,0.0,0.024030079021157277
1596240000,0.0,0.0,0.0,0.0,0.0,0.009036167765644976,0.1391611540705558,0.0,1.294480038691523,0.9587207917465405,0.0,0.0,0.0,0.0,0.026698209341870217
1598918400,0.0,0.0,0.0,0.0,0.0,0.25465562416402515,0.0,0.0,0.0,0.733942257532604,0.0,0.0,0.0,0.0,0.02127099373678541
1601510400,0.30206525749515006,0.0,0.0,0.0,0.0,0.16968986211003712,0.06943661162014202,0.0,0.032029637190802616,0.7459338683480271,0.0,0.0,0.0,0.0,0.02126736052496692
1604188800,0.0,0.0,0.0,0.0,0.0,0.03222140272115077,0.06958172296950406,0.0,0.0,0.23623000506144123,0.0,0.0,0.0,0.0,0.021307989295228275
1606780800,0.644248982941974,0.0,0.0,0.0,0.0,0.1790661327052872,0.1391365564943093,0.0,0.0,0.3469599942502402,0.0,0.0,0.0,0.0,0.02943226590404183
1609459200,0.0,0.0,0.0,0.0,0.0,0.023193882738752274,0.0,0.0,0.20803168515407147,0.6760045862359038,0.0,0.0,0.0,0.0,0.02132416587372234
1612137600,0.12410118969799971,0.0,0.0,0.0,0.0,0.1692305367144957,0.06969147594457248,0.0,0.32206221643864524,0.21586753583368498,0.0,0.0,0.0,0.0,0.029485281253740683
1614556800,0.3021781890095794,0.0,0.0,0.0,0.0,0.03221299467101288,0.06961066592187032,0.0,0.0,0.6962553171137077,0.0,0.0,0.0,0.0,0.029492907518460103
1617235200,0.0,0.0,0.0,0.0,0.0,0.009032182835820893,0.06957217145950557,0.0,1.118603741481683,0.16162936864577582,0.0,0.0,0.0,0.0,0.3019734998206133
1619827200,0.0,0.0,0.0,0.0,0.0,0.17746144173392167,0.06954190809477365,0.0,0.0,0.8100340967057752,0.0,0.0,0.0,0.0,0.22135666544027469
1622505600,0.0,0.0,0.0,0.0,0.0,0.008045780038294743,0.06945213837611176,0.0,0.9438160447335389,0.13503842566518565,0.0,0.0,0.0,0.0,0.04536133902400138
1625097600,0.17380738797194198,0.0,0.0,0.0,0.0,0.03217722466377332,0.06942961209698187,0.0,0.0,0.742312705813697,0.0,0.0,0.0,0.0,0.26323740390473593
1627776000,0.0,0.0,0.0,0.0,0.0,0.0,0.06939989057740832,0.0,0.035198759564617724,0.15094177659463714,0.0,0.0,0.0,0.0,0.2632455839793439
1630454400,0.0,0.0,0.0,0.0,0.0,0.041115165097455116,0.0692587275107781,0.0,0.0,0.638194962367812,0.0,0.0,0.0,0.0,0.015887005787911117
1633046400,0.0,0.0,0.0,0.0,0.0,0.008998679417122039,0.1384272920795713,0.0,0.03196816702250534,0.2573967246406072,0.0,0.0,0.0,0.0,0.509445670648944
1635724800,0.0,0.0,0.0,0.0,0.0,0.008028428725579025,0.0,0.0,0.0,0.7090606315077311,0.0,0.0,0.0,0.0,0.30849992509867097
1638316800,0.0,0.0,0.0,0.0,0.0,0.02309507892546762,0.0,0.0,0.9374157410870378,0.1637226151866763,0.0,0.0,0.0,0.0,0.3085505519451751
1640995200,0.0,0.0,0.0,0.0,0.0,0.032148818181818174,0.0,0.0,0.0,0.6739525248037908,0.0,0.0,0.0,0.0,0.30897960990472
1643673600,0.0,0.0,0.0,0.0,0.0,0.008036433661396761,0.0,0.0,0.938532729025032,0.2148359071359009,0.0,0.0,0.0,0.0,0.30897296901549376
1646092800,0.18791593006114077,0.0,0.0,0.0,0.0,0.008999074099289236,0.0,0.0,0.0,0.5510159116917372,0.0,0.0,0.0,0.0,0.30845089359211236
1648771200,1.4273451150657723,0.0,0.0,0.0,0.0,0.04008881252351787,0.0,0.0,0.03178737011777144,0.13211552777416727,0.0,0.0,0.0,0.0,0.3083871989764055
1651363200,0.6009554746240603,0.0,0.0,0.0,0.0,0.023880910841735582,0.0,0.0,0.0,0.26770104149133755,0.0,0.0,0.0,0.0,0.32452070317378595
1654041600,0.05050841584739891,0.0,0.0,0.0,0.0,0.057149381334469014,0.0,0.0,0.9342689340206899,0.6327429320020537,0.0,0.0,0.0,0.0,0.3166975272970588
1656633600,0.0,0.0,0.0,0.0,0.0,0.04646949598518162,0.0,0.0,0.0,0.7401340839756533,0.0,0.0,0.0,0.0,0.3076111587252381
1659312000,0.0,0.0,0.0,0.0,0.0,0.0336458653968024,0.0,0.0,0.033903644011435585,0.10848420872863042,0.0,0.0,0.0,0.0,0.6067614619311524
1661990400,0.0,0.0,0.0,0.0,0.0,0.01962664313672255,0.0,0.0,0.0,0.415191686102427,0.0,0.0,0.0,0.0,0.033343964976215244
1664582400,0.0021429116278523937,0.0,0.0,0.0,0.0,0.039516045091889884,0.0,0.0,0.0,0.7214178088835715,0.0,0.0,0.0,0.0,0.02831366334473637
1667260800,0.0,0.0,0.0,0.0,0.0,0.03862339718220674,0.0,0.0,0.03861057692307692,0.06828819650375521,0.0,0.0,0.0,0.0,0.3086237260645379
1669852800,0.0,0.0,0.0,0.0,0.0,0.06537902172488443,0.0,0.0,0.0,0.8395529186917041,0.0,0.0,0.0,0.0,0.028280269410754663
1672531200,0.0,0.008868823909440748,0.0,0.0,0.0,0.02349668066657634,0.0,0.0,0.03864012072572624,0.019358624326224514,0.0,0.0,0.0,0.0,0.028328599400502804
