month,ratio_quantity.01J,ratio_quantity.01K,ratio_quantity.01T,ratio_quantity.01W,ratio_quantity.01X,ratio_quantity.01Y,ratio_quantity.02A,ratio_quantity.02E,ratio_quantity.02G,ratio_quantity.02H,ratio_quantity.02M,ratio_quantity.02P,ratio_quantity.02Q,ratio_quantity.02T,ratio_quantity.02X
1514764800,0.08299657451047082,0.0,0.2718976865681293,0.0,0.0,0.20726627466474531,0.06988863174367914,0.0,0.03194243276498507,3.164348127791348,0.0,1.1026824006225775,0.21626623598578068,0.0,1.7887685671417857
1517443200,0.0730244879380974,0.0,0.26879455501435434,0.0,0.0,0.04716647378963855,0.06997069415124799,0.0,0.0,1.089447999486852,0.0,1.5249704144289817,0.2325837095961967,0.0,0.9351946709149405
1519862400,0.0,0.0,0.2356029182402908,0.0,0.0,0.19587352516448975,0.0,0.009161203602181861,0.031960782590352975,3.073354842453078,0.015437912180824081,0.5889005918115432,0.0,0.0,0.9798292122340124
1522540800,0.08110989929836039,0.0,0.242084257635163,0.0,0.0,0.25035138147202235,0.0,0.0,0.0,1.7469203726704283,0.04541431293621532,1.186043864434388,0.40597924695610654,0.0,1.080634386691922
1525132800,0.006014719054881741,0.0,0.23831406662800436,0.0,0.0,0.16364594114179898,0.06984599169198338,0.0,0.032006334403730255,0.9719529344326282,0.014976125915361162,0.6800898704728852,0.3419559829314619,0.014678385629089855,1.0253409214903215
1527811200,0.1530463496056897,0.0,0.2356389548999529,0.0,0.0,0.03274864057309356,0.20946177006281827,0.0,0.0,3.2196405959599046,0.0,1.1072146591637035,0.0,0.0,1.0325535984052077
1530403200,0.3853082390484481,0.0,0.12558106003063974,0.0,0.0,0.026886298917530083,0.06980171912203453,0.0,0.03213159450468972,1.0478108825642711,0.0,1.1262217341137961,0.143821346279748,0.0,1.2782250708969274
1533081600,0.07860875181851659,0.0,0.108747844106366,0.0,0.0,0.00911869778562393,0.06962722605420817,0.0,0.03212523400798276,3.631411055447573,0.0,1.4656349853557686,0.0,0.0,1.0529109678462192
1535760000,0.03549445047653517,0.0,0.10868341178588883,0.0,0.0,0.22817044649349083,0.06954915435578782,0.0,0.0,0.9579049451501416,0.014932728621526843,1.0557667545245537,0.0,0.0,0.9297981275327214
1538352000,0.005985148485012868,0.0,1.2015210613939804,0.0,0.0,0.19287272424125937,0.06948425731571799,0.0,0.03197295965940078,0.9100643873328026,0.014914195165259997,2.2179721828964984,0.0,0.0,1.5301500093173488
1541030400,0.017276252875501334,0.0,0.0,0.0,0.0,0.008124227283882589,0.06955277391311505,0.0,0.0,1.2486345620594248,0.014920328235313945,2.170967986172718,0.0,0.0,2.319460904557565
1543622400,0.5262733446519525,0.0,0.3281512297293823,0.005364276027124055,0.0,0.1545481048213567,0.06954395116171921,0.0,0.0,1.378216290685749,0.01492354946122444,2.0598431642304385,0.0,0.0,1.805289692945027
1546300800,0.0,0.0,0.0,0.0,0.0,0.03265020446681346,0.0,0.0,0.03199493617470197,1.1947704768838736,0.014921060905497665,1.6994951513437928,0.0,0.0,0.8822281362924365
1548979200,0.0,0.00864220078435863,0.0,0.0,0.0,0.03263769683356211,0.06952186780664256,0.008011222627737223,0.0,1.5026132549954072,0.0,0.7864003007828753,0.0,0.0,1.155422987037944
1551398400,0.08182525397726587,0.0,0.21952304236200262,0.0,0.0,0.15438926503052752,0.0,0.016014493744445205,0.0,1.0740386495953687,0.0,0.9639554684132426,0.0,0.0,0.38239752137519695
1554076800,0.0,0.0,0.01664802104047726,0.0,0.0,0.009098829961121834,0.06950219944059047,0.0,0.0,0.26956265504931326,0.0,1.8834477841283879,0.0,0.0,0.8144651917248892
