month,ratio_quantity.26A,ratio_quantity.27D,ratio_quantity.36J,ratio_quantity.36L,ratio_quantity.42D,ratio_quantity.52R,ratio_quantity.70F,ratio_quantity.71E,ratio_quantity.72Q,ratio_quantity.78H,ratio_quantity.84H,ratio_quantity.91Q,ratio_quantity.92A,ratio_quantity.92G,ratio_quantity.93C
1514764800,4.213026738079754,1.8456319233817888,2.796504786834543,1.13440245489714,2.9521720542890657,3.163368912348939,3.3493201802866728,2.7851857365120205,1.0331286611060675,1.5194906141553517,1.4842676996964348,2.895972143216065,2.420709056022157,3.9359255369477815,1.2539521914178695
1517443200,3.8214980129882723,1.6696160500677926,2.6027441425267046,1.1233335098056427,2.802132207841458,2.7577590507296224,3.206705496286262,2.6571389771881497,0.9190819547819474,1.3424863505282618,1.1825169610570878,2.6049678688587696,2.0281746761848685,2.3163103285006983,1.0591914822752724
1519862400,4.776471766492269,1.7621703528882313,2.8865194781353676,1.128351327288391,2.89443029143851,3.0316362399962964,3.4690697648245177,2.9655202411419275,1.003586968179919,1.4451036607419658,1.4420947383118434,2.9269594818722053,2.2855032210118122,3.1356929640265148,1.1958380108796258
1522540800,3.740868266231955,1.5936048431912249,2.7940318252049186,1.0871640013405715,2.5595042111843993,2.7597830820855687,3.134729856199269,2.5062054770959534,0.8908785228367143,1.3392068362838987,1.2581948146133624,2.619056798439329,2.007212015121872,2.301877883522529,1.1685888883806677
1525132800,3.797412061852245,1.6599414802785013,2.6572774274287734,1.090865807806845,2.5733232099655106,2.780483129514753,3.1995372398224116,2.7583088061688237,0.9576604788465278,1.278287349822047,1.3729006406189386,2.6532159167679303,2.0872674116209193,2.5706008399860703,1.068243312706352
1527811200,3.7382621967709335,1.5987756116981364,2.5576829816959106,1.0252926682428976,2.460573618326608,2.7813446334573095,3.0176496046589714,2.522525725131737,0.8891725822603974,1.3224039529302765,1.3383022294396214,2.6160069245960598,1.97124342374205,2.14201979492475,1.0834636971888387
1530403200,4.362898146357369,1.4527007767461135,2.4639340940935885,0.9608201728377445,2.2506472821579186,2.787809886542868,3.1468442353553487,2.415636309386433,0.8929874565391681,1.263295771497906,1.1885550560983134,2.4410324558821728,1.8980128067421296,2.191546344410362,1.021357975442155
1533081600,4.555106055234414,1.7689559068924061,3.0396016718623433,1.1543161806096172,2.815158395436607,3.0602406370407453,3.3016494638595404,2.908877859190826,1.0727659948988395,1.5406899497887119,1.5668933944228594,2.8666870791096906,2.3361926049603015,2.33470410776562,1.1960276906968872
1535760000,3.7890062147679076,1.451840702300325,2.64673438412694,1.1166176124210443,2.565126597472946,2.8458891306858862,3.2360954260378807,2.6978272365951987,0.9054812361863247,1.3984517241688366,1.2131967034760371,2.612986996843502,2.12255106443991,2.2080762303517965,1.1339733361217121
1538352000,3.9140199200513464,1.5685720062042605,2.8416244797772,1.0595043004371487,2.61010597239637,2.8184293549358657,2.946967134543348,2.6525765275641606,0.9939030964100873,1.410574626731956,1.314552660313498,2.6877874002467363,2.025036402970196,1.9912185668770177,1.1000333937724234
1541030400,20.30703619992841,8.721625624463513,15.262503697788885,6.2852200883549845,15.325452022851806,17.94911101414242,17.918022784187464,16.9724964743187,5.5165267188685805,8.466863029017269,7.638173303671146,15.757809751914378,10.613361185457766,13.912985879332483,6.817347692649784
1543622400,19.019328479720453,8.625069508876605,13.320906011495332,5.65662722852995,14.291878678810283,15.045652551203837,15.553384367175523,14.461350370518831,5.088376258844052,7.758658886548164,6.739234533757541,13.915717837008025,9.71431511663082,12.534734692407977,5.566328490139941
1546300800,16.405163329283727,7.552034744634204,12.416772581972115,5.54600955013254,12.925195325246836,14.177472212412978,14.02311906365648,14.163036428465421,4.785764025501879,6.623423102672166,5.7947488305657755,12.760475538466025,9.072494777569228,11.374041006864797,5.672579425141099
1548979200,16.77129746793643,7.654883084522345,13.67184126914393,5.358109884922997,12.622993497916129,14.026562599492982,12.778106143898233,14.22243980152469,4.28281054396245,6.676634901727218,4.874868967629205,11.514082805578177,8.31062417247267,11.626683093168372,5.440970679161573
1551398400,16.28487729954271,7.7042324727974325,12.02717483008772,5.347384298977969,13.003432477382205,14.165706985025189,14.488029981645031,13.90695358567478,4.967357924918512,7.101039231035112,5.334664889936429,12.559357119458971,8.829497728062954,11.949168609701697,5.752634820922374
1554076800,15.895289071108358,6.813982718689911,11.95865650646253,5.010559676919326,10.44129823474183,12.940868683036792,12.098670939794403,12.933455921175085,4.142519881556473,6.352326673665267,5.071867517539795,11.093743599595111,8.03298506931712,10.629202339267632,4.77683936547387
1556668800,15.006737569787752,7.622756114262088,11.418747931743223,5.099296272447929,11.028755932724422,12.903004562646128,12.472686943438282,13.074803984490416,4.708913847035842,6.051532986749503,5.040034969320728,11.618867610684813,7.532271864600309,10.646787765323634,5.5480099335460755
1559347200,14.088688539120723,6.727796915777603,10.393801904988356,4.725688286118459,10.433551783457137,11.640977697572898,11.257327452864747,11.88761813041487,3.622899866862865,5.488019139944058,4.257085739214772,10.154451639549803,7.476833176669879,8.973873756565858,4.319635221206597
1561939200,16.937328498391594,8.263079393785386,13.41756838425873,5.343320304017374,11.015733378612232,15.367846378207403,13.49069649870803,14.620704093327568,4.951417774959254,6.408579413446983,5.793062269358556,13.669671878306382,7.977619719079628,11.875434241271334,6.242853498643566
1564617600,19.278536227856574,9.525171244345524,15.790324243564381,6.338384414583891,13.975106657025885,16.38890558492427,16.745955862746328,17.345855376267966,5.735373278831211,8.1520369083244,6.194871331755127,15.208502996531891,10.86675323351756,15.388238341860006,6.517115620206077
1567296000,19.266277211726596,8.441015150969324,14.41599712614985,6.294099343038729,12.875456139250938,14.831072532555803,15.451605458363112,16.498286559334726,5.231378077352955,6.569275721389773,5.675946160850321,13.796034159726332,8.623762305548691,13.918827187837199,6.425476213878225
1569888000,17.455257332512204,8.714481602942502,14.892658155042284,5.813692229576062,11.08534720495885,14.660332959347084,15.904501703761802,16.42059052786501,5.289990821585046,6.775904149630432,5.679840235074689,13.666662686567175,9.919534008335688,12.609203405583797,6.080293983744912
