month,ratio_quantity.26A,ratio_quantity.27D,ratio_quantity.36J,ratio_quantity.36L,ratio_quantity.42D,ratio_quantity.52R,ratio_quantity.70F,ratio_quantity.71E,ratio_quantity.72Q,ratio_quantity.78H,ratio_quantity.84H,ratio_quantity.91Q,ratio_quantity.92A,ratio_quantity.92G,ratio_quantity.93C
1514764800,0.009924818316951727,0.0069891321075510205,0.0049057523294821085,0.00664367703203235,0.0060263604946744825,0.00672015170830366,0.00878334775040409,0.010855745349319523,0.005828616707668539,0.008070543432749664,0.005921820644232654,0.009007649136325686,0.007684338994251549,0.008575645101131135,0.0070046880320673455
1517443200,0.008303597073605451,0.006031328640736695,0.0039935628799541035,0.005858685036878473,0.005016546127469922,0.005704500628922662,0.00724354374244186,0.009383581512129278,0.005099551544442043,0.006804315962622221,0.005283266320935658,0.0073109520305741854,0.006402723931209003,0.007450013446862029,0.006085041563984798
1519862400,0.009162837645292753,0.0069417924290981784,0.004136607996587726,0.006342296548468198,0.005612584203944353,0.006073875234136228,0.008121304242882928,0.009601137022414715,0.005287960285515412,0.0068371315106445845,0.005461021559802506,0.008077520068521877,0.0069724764412639655,0.007982335771067996,0.006480697712923609
1522540800,0.008324629893699587,0.006286415274846583,0.0044387679235258415,0.005728483291590634,0.005315459137240036,0.005577549090235507,0.007639436479071906,0.008885240346786916,0.004827915969772159,0.006474288663073577,0.005164127826543752,0.007465675064490288,0.006653889897555291,0.007390069453092,0.00598157118360462
1525132800,0.00840841403531506,0.006314883417477946,0.004218726973045838,0.005863637142402096,0.00517716684632355,0.0056747960701491185,0.007725885117351914,0.008890296265268325,0.004954413269279982,0.006682493177795822,0.005133539379048649,0.007485633778915345,0.006663442011286051,0.007197481200730278,0.006165960800688943
1527811200,0.008054512860268554,0.006197745846844479,0.003934607744056204,0.005773077357423068,0.005050137065709117,0.005425142695593094,0.007487367529718635,0.008735432241007778,0.004803574108604302,0.00678305391936095,0.005253661791297342,0.007185092166946934,0.00642012496219237,0.0069105236410197555,0.005971520047754779
1530403200,0.007866453751287882,0.006021049443185715,0.004124982407372689,0.005763304242203673,0.00532400064622423,0.005545982430168549,0.007470356246457223,0.008977137492962816,0.004902969347008297,0.006531028088986215,0.005556561509094791,0.007308027905853827,0.0062327242500541166,0.006976506917171365,0.006113850346575807
1533081600,0.008190962614472537,0.006222253927156723,0.004194920457603118,0.005984317792535913,0.005805165637182406,0.005812541717241554,0.008018088670357778,0.008762483462791938,0.004961346122594667,0.006686331749885208,0.005706205142968851,0.007604351191784022,0.006725781323700578,0.007268651774080731,0.005940618709969484
1535760000,0.007665394395109815,0.005878849523140967,0.003938327838001731,0.005667611259207772,0.004863000606451013,0.005469787687449441,0.007679569262124265,0.008658471390424789,0.004772337995145646,0.006370781358170057,0.005344716262825177,0.00720799513019701,0.006317298436649632,0.006937177308156009,0.006071040363180304
1538352000,0.00847119032158359,0.006428021826420793,0.004560474768640458,0.0064665654849398,0.005885691522327968,0.006034615196808519,0.008415824228281044,0.009511200027743883,0.005299167110850576,0.007033918236945838,0.006065841553141186,0.007975642407855001,0.007025852613120493,0.007428020575439838,0.006402536791459585
1541030400,0.007703226647585566,0.006281777466315088,0.004505018368613938,0.0059164905234026155,0.005139571402811535,0.005755026296372551,0.007822352334594638,0.009229667120031355,0.005141925854587033,0.0067492172521554416,0.005837802613970294,0.0074583568142548105,0.006746320665739833,0.006863849669455327,0.006242909462798236
