month,ratio_quantity.00L,ratio_quantity.00N,ratio_quantity.00P,ratio_quantity.00Q,ratio_quantity.00R,ratio_quantity.00T,ratio_quantity.00V,ratio_quantity.00X,ratio_quantity.00Y,ratio_quantity.01A,ratio_quantity.01D,ratio_quantity.01E,ratio_quantity.01F,ratio_quantity.01G,ratio_quantity.01H,ratio_quantity.01J
1514764800,0.007124839070178048,0.007528356819958478,0.010274385239727762,0.006317772451673309,0.005890105505807286,0.007301264115824245,0.006074498082101173,0.007417277922694907,0.009909896415817708,0.005682527803876734,0.008711769071954355,0.009240728704020625,0.006899421602826563,0.009623023732020813,0.007878070944939886,0.008303695666080415
1517443200,0.0059793750819228724,0.006093706731776285,0.008037027129569283,0.005894915484123983,0.005125285748620237,0.0058488216083628355,0.0052853129202434426,0.007048925875172021,0.008557882049232635,0.005084503864905394,0.0074555350292038495,0.007852247236060898,0.006003348803548549,0.008859032696008741,0.006340709947160293,0.007204018816284793
1519862400,0.006806005849997052,0.006338135755699992,0.008642421839664972,0.0061121366971804425,0.005553470989662923,0.006433377983912956,0.005481744022839819,0.007056348936257582,0.00888428993569977,0.005398791332287178,0.007870250408442804,0.008562463320336389,0.006422236627458432,0.009029056201946562,0.00690053001069755,0.00829252190206123
1522540800,0.006305554467912566,0.005811968212597378,0.008473621818076206,0.005591910097640782,0.00529149439272987,0.005499896197171563,0.004382961134914955,0.007420886828823364,0.007962538710572738,0.005185761250649181,0.006779338648688262,0.007839994124260155,0.005899009231913559,0.009058175114544037,0.006629728507040552,0.007266915815751943
1525132800,0.006102863402763316,0.006320858300926748,0.008193386950304499,0.005702740349103778,0.005727132899567721,0.005588707514946531,0.005005775663895426,0.007509243308030001,0.008116036621557257,0.0052720019492683975,0.0071998004898639585,0.00736252311632827,0.006038646438190497,0.00815601457935815,0.006681048210851926,0.007344344271124411
1527811200,0.0058371804782346715,0.005685288100391088,0.008109421172471619,0.005559993467321975,0.005492814324976564,0.005781801509793459,0.004893915075766902,0.007115253728621987,0.007713740118012129,0.005300289542071909,0.006444881128388185,0.007067248563277693,0.005555483979664043,0.008049868137696928,0.006188694557009653,0.007151614134318556
1530403200,0.00622381344219289,0.005769003214013332,0.008268298881346146,0.005692480521293097,0.005557565958515273,0.005066647931832415,0.004729643848758306,0.007330863797528859,0.007923590880719134,0.005442247072508171,0.0068336415302788145,0.007141080103756992,0.006215993964840017,0.0087531646900712,0.006485756680440243,0.0072190281206712765
1533081600,0.00649144755295223,0.005818089242314763,0.00821416806387223,0.006232726881286982,0.005852497670225375,0.005589077075032763,0.004818831115840176,0.007695902500041074,0.007489024405088862,0.005228071373686537,0.006947482902038977,0.008405353712807522,0.006043304635195147,0.00854530309431715,0.006796138156926319,0.007662846958202524
1535760000,0.006199020249802654,0.006446594060740281,0.007975116773888982,0.006017284996818536,0.005507796293077255,0.004869442567686051,0.004751201433866534,0.00692379284081654,0.007734830342286568,0.005283351375806209,0.006590892802599544,0.007821852656678232,0.005170821282885073,0.007884309458604362,0.00604303644747645,0.006861602122366851
1538352000,0.006329841982034045,0.006609298291888469,0.008386700159610247,0.006546536067389378,0.006171317101856252,0.005814748817532695,0.005441165827571223,0.008323462723834468,0.008285087090815303,0.005751716137677083,0.006975871369029451,0.008158314889021962,0.006153309303830949,0.008970448461237715,0.006253982654514573,0.007971373976334257
1541030400,0.0061493636574594035,0.006662900316675615,0.008365785531451472,0.00585103456589257,0.005344383626876746,0.00585473358381575,0.004878452369557387,0.007576141772454064,0.00822692137778275,0.00552583417260676,0.007346580530984436,0.007764122676200665,0.006067950246231673,0.008228691274487087,0.006560569734996117,0.007833856685497381
1543622400,0.006231232025745064,0.00579531745151197,0.008349170984320092,0.006200947588048549,0.005581533630291862,0.004983752907393631,0.0048308417379119605,0.007533278106458622,0.006780405257762837,0.005361870853014852,0.006616819818541805,0.00766288360660852,0.005675206738109794,0.008147806794300664,0.006857388524047039,0.006296785951968479
