,cost_savings_10,cost_savings_20,cost_savings_30,cost_savings_40,cost_savings_50,cost_savings_60,cost_savings_70,cost_savings_80,cost_savings_90,pct_id,stp_id,regional_team_id,month,numerator,denominator,calc_value,percentile
0,3484.179618283818,3428.0210412925744,3352.234331486451,3286.5065309430456,3190.993345792389,3009.0035022680095,2826.596790443409,2410.5687242691656,1572.7792516214568,00L,QHM,Y63,2021-12-01,3559.8073499999996,332.994,10.69030478026631,0.9619047619047619
1,3061.721800604046,2975.179337165395,2897.313127737816,2781.785010097195,2698.7376313123445,2594.370405277554,2281.523211622789,1680.562314659413,1100.3525513284396,00L,QHM,Y63,2020-03-01,3125.4198199999996,328.6329999999999,9.510365118536484,0.9714285714285714
2,3423.5360040894443,3358.40336014613,3270.2499968666193,3152.5999374714943,3114.161103035608,3010.063756178537,2742.1653225822297,2261.467024625037,1557.4971192078488,00L,QHM,Y63,2019-05-01,3539.6687799999995,327.14500000000004,10.81987736324871,0.9619047619047619
3,3410.665367528669,3343.652070981264,3303.636252955051,3203.238873925259,3133.571328185684,3026.3425145119277,2776.710052498944,2418.427902957662,1618.1647790182788,00L,QHM,Y63,2022-12-01,3480.1230399999995,335.1210000000001,10.384676102064622,0.9714285714285714
4,3399.521504314765,3349.3799826076674,3298.773649401818,3228.4814921868738,3128.874399788906,2955.1744925750518,2798.349053976677,2358.6072273602085,1502.636725311364,00L,QHM,Y63,2020-12-01,3500.9243799999995,329.99000000000007,10.609183247977208,0.9619047619047619
5,3390.3910735424192,3302.1595277972665,3251.5934182816018,3198.97620674523,3109.953038719753,3023.792136905101,2769.9798245933803,2480.665676692326,1948.748971784112,00L,QHM,Y63,2022-10-01,3429.1139699999994,334.685,10.245795210421738,0.9714285714285714
6,3430.68740409871,3361.7078843305253,3310.8944276790285,3225.2561213882614,3145.7679186520168,3024.849400834097,2680.684669256779,2339.6704307072473,1785.6736862554772,00L,QHM,Y63,2021-07-01,3485.1090499999996,332.09,10.494471528802432,0.9809523809523809
7,3264.04695776484,3209.2878406257805,3122.638118623594,3048.0406063132477,3004.584727081844,2928.7111783062983,2698.259902611289,2435.6895320327403,1651.138761772189,00L,QHM,Y63,2022-04-01,3330.8109200000013,333.3459999999999,9.992053061983652,0.9809523809523809
8,2572.908326621685,2499.45124611194,2435.07027041148,2377.4144593867327,2279.094268942914,2174.5016019797795,1938.0583398161139,1426.8524417167764,641.2886409761059,00L,QHM,Y63,2018-06-01,2701.955519999999,325.602,8.298338216595718,0.9523809523809523
9,3352.6018958306768,3294.7714601811904,3217.9174109849614,3144.03615026918,3075.514856318525,3004.357560505889,2711.7871474504,2300.223398506866,1582.3767191362804,00L,QHM,Y63,2021-04-01,3403.70578,331.113,10.27958968690447,0.9714285714285714
