month,ratio_quantity.11M,ratio_quantity.11N,ratio_quantity.11X,ratio_quantity.12F,ratio_quantity.13T,ratio_quantity.14L,ratio_quantity.14Y,ratio_quantity.15A,ratio_quantity.15C,ratio_quantity.15E,ratio_quantity.15F,ratio_quantity.15M,ratio_quantity.15N,ratio_quantity.16C,ratio_quantity.18C
1514764800,0.5092823991431632,0.5908102486527371,0.4542345155773663,0.46087176887987835,0.37842869082896435,0.49673902769463435,0.6111111111111112,0.5928954766164068,0.48245220357239027,0.5949690679482591,0.3769837902062293,0.6169843675227309,0.49165642016511507,0.4100174988068995,0.5248169243287225
1517443200,0.5050766474218594,0.5914953435248638,0.45354836088881667,0.45519469477979935,0.38182618261826184,0.498775597118217,0.6039065534654015,0.5955127101623917,0.4775290412165137,0.5911319031554619,0.3709011804600275,0.6172599059771658,0.4893777863927118,0.4060057809656354,0.5175415014449896
1519862400,0.5026325546903967,0.5868246171626698,0.45109810775894826,0.4539098246876767,0.3794239974888174,0.49364025765948405,0.610177238332233,0.5905024446062623,0.4718002611381803,0.587919296503794,0.366845474995674,0.6125080060329332,0.48635270824494414,0.40431146189186007,0.52053125
1522540800,0.5017603634298694,0.5851629304367922,0.4484497790984087,0.45864377497030556,0.37484459179444674,0.49889278779000445,0.6000628996750184,0.5921778554651226,0.4698729814259271,0.5836429155212126,0.3628975802769746,0.6107357924499794,0.48351444227732887,0.41000050027515134,0.5175798275917735
1525132800,0.5035726310276458,0.5850186054036564,0.4563201929599759,0.457438591070601,0.37124590552113346,0.49514982393196466,0.613014044659998,0.5918272459575348,0.47255761167680715,0.5867574257425743,0.36327808044511417,0.6107502706303606,0.4851977761252169,0.4129235990008012,0.5170611649600437
1527811200,0.5058620026907553,0.582024834110768,0.45490166528520837,0.45535714285714285,0.38115936141690704,0.4975100782546834,0.6047528419319994,0.5895263971019126,0.47692211212843344,0.5853933791917455,0.3655901246262692,0.6150686074154398,0.48606187125452155,0.41431129609911915,0.5209198339188758
1530403200,0.5048858691503169,0.5830906620073772,0.4510944435940609,0.45304906725192035,0.37390228325083824,0.49957995900399876,0.6096861721189781,0.5861088763743632,0.47165761488178476,0.5879852851887567,0.36240508926739173,0.6145718044563243,0.4823126801152738,0.4185830374377428,0.5168118768282326
1533081600,0.4961165048543689,0.5760565643580267,0.4474676724137931,0.4471700061970667,0.36679087098276664,0.4936569037656904,0.5956508200124558,0.578094066028145,0.4636913275256794,0.5781887846451336,0.35056831497539254,0.6052888078993093,0.48150703586019067,0.41541878627212153,0.5119570978704829
1535760000,0.5184198845983133,0.5832406752249065,0.45806167753289867,0.4639831681523725,0.37733092721491795,0.5093914350112697,0.6070911722141823,0.5907592602938712,0.4795313852093457,0.5949642810994407,0.36771314345926176,0.6132859364585648,0.4882721241005514,0.42065322520645787,0.5228089850578883
1538352000,0.5213825424721734,0.5932353841444751,0.46888726207906295,0.46031195840554595,0.3794911937377691,0.5166576510643714,0.606171335769387,0.5917676041880517,0.4921618665694495,0.5916635741034378,0.36929296355977725,0.6128475787571364,0.5000256405873403,0.42692423925424833,0.5270516535715353
1541030400,0.5263810597519729,0.593459552495697,0.4678253052663121,0.4675840978593272,0.3812123869116416,0.5136692531840357,0.6106791617321456,0.5905192823696532,0.4929218573046433,0.5949289670959512,0.37819697820880516,0.6169493621318605,0.5023285719250686,0.42843536443079266,0.5286827842396931
1543622400,0.5331850203930293,0.5952572347266881,0.4721809416796549,0.4684708082277166,0.38187976291278575,0.5156276341076907,0.6136523929471033,0.5950244291554492,0.500559110393241,0.5964782792070856,0.37467933768656714,0.6175296357717585,0.5050258858333894,0.4306727586367663,0.5296694664330172
1546300800,0.5336879432624113,0.5993420456946247,0.47659963436928704,0.47447073474470736,0.3837699779420301,0.5127224401153934,0.6119225627568451,0.5963353137949973,0.49721923490551545,0.6013349922657879,0.375,0.6198964107959374,0.5112157766332339,0.4295356309086286,0.5315997268976163
1548979200,0.5322845641994578,0.5942211482830208,0.4748517104087105,0.47530864197530864,0.38684141085407686,0.5180551606482798,0.6115716556893027,0.5972083194305416,0.5010590645508525,0.596970669889894,0.37571006949953983,0.617166610493203,0.5117280368408245,0.43227754183083456,0.5319785811687232
1551398400,0.5358945705367808,0.5903193612774451,0.47810917276308385,0.47663405495420486,0.38063806380638066,0.5170423866090713,0.6101459703947368,0.5891099261689909,0.5033796470146451,0.5948028833318502,0.3781973938223938,0.6163514028183319,0.5030838707410076,0.43021180669703657,0.5354585642238964
1554076800,0.5331160896130346,0.5936483642624832,0.4753336745541163,0.47067827922934813,0.3713675571560171,0.5137939327309582,0.6119168542855646,0.5899127589967285,0.49631616473703866,0.5951966843059616,0.37359830550710194,0.6149592297015961,0.5093004448038819,0.42882766180060783,0.5327054739481213
1556668800,0.5316552541983857,0.5920745194554348,0.4721590909090909,0.4778631355503892,0.37846797426891354,0.5160028681311518,0.6060028106805863,0.5835199283475145,0.498647831758455,0.5939063446723795,0.3751213913657632,0.6175285016286645,0.5015140369185499,0.4350908080059303,0.53341983765352
