month,ratio_quantity.97R,ratio_quantity.99A,ratio_quantity.99C,ratio_quantity.99E,ratio_quantity.99F,ratio_quantity.A3A8R,ratio_quantity.B2M3M,ratio_quantity.D2P2L,ratio_quantity.D4U1Y,ratio_quantity.D9Y0V,ratio_quantity.M1J4Y,ratio_quantity.W2U3Z,ratio_quantity.X2C4Y
1514764800,0.0,0.0,0.0,0.0,0.0,0.07753494264491065,0.0,0.3610537067388775,0.12785058868803564,0.25625287521827245,0.0,0.10437228766659179,0.0
1517443200,0.0,0.6316466237923988,0.0,0.0,0.0,0.02901594495260731,0.16959024775318154,0.04747703100804021,0.0,0.06099978650074723,0.0,0.138729182880984,0.0
1519862400,0.18021135187347723,0.0,0.0,0.0,0.0,0.011044709906092359,0.10087865306822423,0.193023772776212,0.0,0.06098356736793706,0.0,0.43285145007293047,0.0
1522540800,0.0,0.0,0.0,0.3012112997267583,0.0,0.07721397278758983,0.1692928897993981,0.18022319219538718,0.2553267544139613,0.2049044114822091,0.0,0.23672598104630407,0.0
1525132800,0.0,0.0,0.0,0.0,0.0,0.06425811935762078,0.0,0.12635695523962812,0.0,0.10241335860342314,0.0,0.4362141368638257,0.0
1527811200,0.0,0.0,0.0,0.601486530998038,0.0,0.03849977381382883,0.19708713262355146,0.17992083483267357,0.0,0.20476255770373408,0.0,0.2747288687711768,0.0
1530403200,0.0,0.0,0.0,0.0,0.1078277559426572,0.03844163118824455,0.02812575022927509,0.25854825156744876,0.0,0.0,0.0,0.23987311201911146,0.0
1533081600,0.0,0.0,0.0,0.0,0.0,0.03836946229309611,0.1966449955855205,0.047249303072779636,0.0,0.26558434952849647,0.0,0.19368410773068143,0.09474653047228893
1535760000,0.0,0.0,0.0,0.0,0.0,0.07656754966977965,0.12815416946586747,0.3901643960829379,0.0,0.0,0.0,0.35380880042586893,0.0
1538352000,0.0,0.0,0.0,0.0,0.0,0.0,0.2271334857518566,0.047180196898688374,0.12689727285070923,0.10200717329015035,0.0,0.283349760873041,0.0
1541030400,0.0,0.0,0.0,0.0,0.0,0.13435796411371398,0.16704168187110552,0.38961763271154237,0.0,0.06066735301665382,0.0,0.18072845670403745,0.0
1543622400,0.0,0.0,0.0,0.0,0.0,0.05072424714121312,0.027825727468862513,0.17892119933704975,0.0,0.18193373730708978,0.0,0.03376456850690263,0.0
1546300800,0.0,0.0,0.0,0.0,0.0,0.0,0.16683830488309903,0.07858638805172556,0.12666517201763683,0.2837636273237693,0.14924874856888123,0.2502500495286555,0.0
1548979200,0.0,0.0,0.0,0.0,0.0,0.037903657026052,0.20640879460241005,0.1318879047015683,0.0,0.18181311308896841,0.0,0.31346170069765233,0.0
1551398400,0.03222503097183532,0.0,0.0,0.0,0.0,0.037848220525360333,0.1665379632208839,0.542770640186989,0.0,0.21202702072352092,0.19589041498404958,0.11165770214829432,0.0
1554076800,0.04295109838485972,0.0,0.0,0.0,0.0,0.03782076738337019,0.16638605526393982,0.388760738927569,0.0,0.24228063608358189,0.0,0.24974875990593834,0.0
1556668800,0.0,0.0,0.0,0.0,0.0,0.05124072217055701,0.16624199094574865,0.5076329030726675,0.1261788256789052,0.18163533558036432,0.0,0.17764214940656425,0.0
1559347200,0.0,0.0,0.0,0.0,0.0,0.0511488755323521,0.0,0.26308145111343734,0.0,0.18152422259226278,0.0,0.04426569535083724,0.1394229688097327
1561939200,0.0,0.0,0.0,0.0,0.0,0.05108334785922682,0.0,0.4339264447510229,0.0,0.1814482473308963,0.0,0.3500238473454555,0.0
1564617600,0.0,0.0,0.0,0.0,0.0,0.08853372061619469,0.0,0.09739285607692147,0.12570014983457856,0.18134076105090605,0.0,0.24118742777143595,0.0
1567296000,0.0,0.0,0.0,0.0,0.0,0.09108391194686061,0.16572492818586443,0.0,0.0,0.1812108509057523,0.0,0.021939318196509697,0.22466154737887373
1569888000,0.0,0.0,0.0,0.0,0.0,0.06418016084261419,0.16465551713593488,0.17571769696855602,0.0,0.18081384310782828,0.0,0.23581250095164422,0.0
1572566400,0.0,0.0,0.0,0.0,0.0,0.0774023073894737,0.1916403731511838,0.22273461641020809,0.0,0.18063279279973612,0.0,0.18638279531480262,0.0
1575158400,0.0,0.0,0.0,0.35255958256945413,0.0,0.12612860676742152,0.0,0.0,0.0,0.18051486449651705,0.0,0.032515315100499396,0.0
1577836800,0.0,0.0,0.37845850247574936,0.0,0.0,0.12598754941351462,0.19180521984205434,0.17563819785799817,0.12492223590814718,0.18048543362227054,0.0,0.293427230046948,0.0
1580515200,0.0,0.0,0.37821482602117995,0.0,0.0,0.12578042546557577,0.0,0.0,0.0,0.0,0.0,0.14016334420497734,0.0
1583020800,0.0,0.0,0.3780701320094877,0.0,0.0,0.0,0.027370238189497853,0.2632393323435743,0.0,0.1802936623171822,0.0,0.20124356231829513,0.0
1585699200,0.16061877490706422,0.0,0.37818077040825515,0.0,0.0,0.18192198814239552,0.328209937141936,0.0,0.12459863664171789,0.18023148932488883,0.0,0.28672834903886585,0.0
1588291200,0.0,0.0,0.09457797954413413,0.0,0.0,0.03713972805760547,0.35612500770462757,0.17574237423240197,0.0,0.18033853149131543,0.0,0.08591302533513741,0.0
1590969600,0.0,0.0,0.0,0.0,0.0,0.0371343427685509,0.0,0.17591627641787352,0.0,0.18038418223131633,0.0,0.11347178424413613,0.0
1593561600,0.0,0.0,0.0,0.0,0.0,0.03711693336361605,0.16465890613560244,0.0,0.0,0.0,0.0,0.2865528193847618,0.0
1596240000,0.0,0.0,0.0,0.0,0.0,0.037093527797624766,0.0,0.17606768544879162,0.12466620623281166,0.19833745133970937,0.0,0.10872469758072237,0.0
1598918400,0.0,0.0,0.0,0.0,0.0,0.037089646116206285,0.027441967589076136,0.0,0.0,0.02884258318982144,0.3226779194188724,0.4412038430693086,0.0
1601510400,0.0,0.0,0.0,0.0,0.0,0.037080706599350484,0.0,0.17593410011278626,0.0,0.0,0.0,0.21409674114174734,0.0
1604188800,0.0,0.0,0.0,0.0,0.0,0.037047703770089,0.027269398281248768,0.0,0.12456402590931737,0.0,0.0,0.26679421971266254,0.0
1606780800,0.05347126543314399,0.0,0.0,0.0,0.0,0.10739942418062812,0.0,0.17574526978468066,0.0,0.0,0.0,0.3103433325245138,0.0
1609459200,0.0,0.0,0.0,0.0,0.0,0.03691634273308387,0.24559129515298295,0.0,0.0,0.0,0.0,0.29731250730008385,0.0
1612137600,0.08910035372840433,0.0,0.0,0.0,0.0,0.03691673211329393,0.6003711385219952,0.17558670651857816,0.0,0.0,0.0,0.3706824945570192,0.0
1614556800,0.0,0.0,0.0,0.0,0.0,0.036873059226034476,0.6272242599435498,0.0,0.12446139332040593,0.11972886201907161,0.0,0.3592479943244852,0.25033750860535187
1617235200,0.0,0.0,0.0,0.0,0.0,0.06303202420779908,0.16333530696829252,0.17544807794280864,0.06964914244493364,0.18658680113674428,0.015198752182445817,0.14262021101035524,0.0
1619827200,0.14915011070844533,0.0,0.0,0.0,0.0,0.06421810740937163,0.027204962185102554,0.0,0.0,0.0,0.09485074287101819,0.03142998577793146,0.0
1622505600,0.44697890153161224,0.0,0.0,0.0,0.0,0.045714604161596346,0.05433237637201378,0.1751439464309729,0.12428196097049302,0.0,0.0,0.33445252995048547,0.0
1625097600,0.14876682924755869,0.0,0.0,0.0,0.0,0.03641210702558605,0.02710772221555285,0.17490079845337733,0.0,0.0,0.0,0.3117601495557975,0.0
1627776000,0.14867572408617533,0.0,0.0,0.0,0.0,0.036310286963656006,0.054144259644929665,0.0,0.0,0.0,0.0,0.23831780196974853,0.0
1630454400,0.44566668729938363,0.0,0.42889884688757934,0.0,0.0,0.036220120017954834,0.027042088112780967,0.17477647727086537,0.0,0.0,0.0,0.22734696061841297,0.3746295515818065
