month,ratio_quantity.11X,ratio_quantity.12F,ratio_quantity.13T,ratio_quantity.14L,ratio_quantity.14Y,ratio_quantity.15A,ratio_quantity.15C,ratio_quantity.15E,ratio_quantity.15F,ratio_quantity.15M,ratio_quantity.15N,ratio_quantity.16C,ratio_quantity.18C,ratio_quantity.26A
1514764800,0.0,0.0,0.0,0.0,0.0,0.0,0.11942520648120591,0.23642954200409888,0.2230374976103126,0.20726807719995638,0.04576486990518504,0.3195603762252786,0.0,0.31371564813652886
1517443200,0.0,0.0,0.0,0.0,0.0,0.0,0.22263059918441666,0.03982942385410748,0.22286124272431937,0.0,0.0,0.2852090582396896,0.0,0.15394351983305687
1519862400,0.0,0.0,0.0,0.0,0.0,0.0,0.4607251655234594,0.19910654257462024,0.0,0.2072059571712687,0.0,0.31940271691936084,0.0,0.16723647427503935
1522540800,0.0,0.0,0.0,0.0,0.0,0.0,0.33332308232584107,0.0,0.2090859195405564,0.0,0.196012773499073,0.31922064559525376,0.07569621594616487,0.11209686689257033
1525132800,0.0,0.0,0.0,0.0,0.30021497536628905,0.0,0.4518054383107231,0.19896010186757224,0.09547624460104571,0.20702766499596578,0.0816201268703252,0.0,0.0,0.469066756555303
1527811200,0.0,0.0,0.0,0.0,0.0,0.0,0.28503591155573194,0.19884550300952672,0.09549187409623762,0.2069456121063183,0.04568657540773227,0.3190587766090034,0.0,0.15371987873209564
1530403200,0.0,0.0,0.0,0.5295941906632544,0.0,0.0,0.28489718476077047,0.03974965666234058,0.09556640158367181,0.0,0.0,0.4953976420211086,0.0,0.11376693705275365
1533081600,0.0,0.0,0.0,0.0934621657364585,0.0,0.3189032660093105,0.4508432548510141,0.19858685593317962,0.28678436205842894,0.20666913931529768,0.0,0.3185868398034432,0.0,0.2331925962298635
1535760000,0.0,0.0,0.0,0.0,0.0,0.0,0.34047640963667003,0.03969884456512895,0.09555868270080692,0.0,0.0,0.0,0.0,0.23294726585248743
1538352000,0.0,0.0,0.0,0.0,0.0,0.0,0.33909666226366736,0.23798741972056311,0.09481914940450188,0.20630729287070146,0.0,0.3183387266166704,0.2511389149794318,0.2571061006929577
1541030400,0.0,0.0,0.0,0.0,0.0,0.0,0.33821084496670495,0.19788918205804745,0.09451934102015622,0.0,0.0,0.3182735930957365,0.25114017640086,0.26634956585965286
1543622400,0.0,0.0,0.0,0.0,0.0,0.0,0.3373561087934224,0.0,0.0945045598450125,0.0,0.0,0.318107713544004,0.0,0.039644445954709055
1546300800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19717448956454006,0.09454466053401979,0.0,0.0,0.31802687043102573,0.0,0.058525736692710606
1548979200,0.0,0.0,0.0,0.08549683585370879,0.0,0.0,0.11741234923520531,0.07878280565266628,0.09446629914777899,0.20582711257640415,0.0,0.9533794606312455,0.0,0.2453001435949302
1551398400,0.0,0.0,0.0,0.12798147315817146,0.0,0.0,0.0,0.2361747561987674,0.18880350275450827,0.2608589423639515,0.0,0.0,0.0,0.0943450519322338
1554076800,0.0,0.0,0.0,0.0,0.0,0.0,0.11720913332636594,0.19672543948463175,0.09444909193944467,0.0,0.0,0.0,0.0,0.13207347813617912
1556668800,0.0,0.0,0.0,0.12780097128738174,0.0,0.18141083204078112,0.31227341879866455,0.03931817049931457,0.1619644488034876,0.0,0.0,0.0,0.0,0.2584469226423086
1559347200,0.0,0.0,0.0,0.0,0.0,0.0,0.22619228684301873,0.03928912869808924,0.22963223946590236,0.0,0.0,0.0,0.0,0.19424579825593669
1561939200,0.0,0.0,0.0,0.08504783181183775,0.0,0.0,0.52234689681115,0.21905490845982226,0.0,0.3883925586184217,0.0807973731158053,0.0,0.0,0.20729255197860744
1564617600,0.0,3.125952808769245,0.0,0.0,0.0,0.0,0.0,0.03909110573101669,0.25695468130857546,0.0,0.0,0.0,0.0,0.09420231831905383
1567296000,0.0,1.0646068495621803,0.0,0.1275717477177566,0.0,0.0,0.0,0.28386229813874886,0.09468693568277174,0.0,0.0,0.0,0.0,0.13369311216852114
1569888000,0.0,0.0,0.0,0.0,0.0,0.1084167540023852,0.0,0.2577831301772258,0.0,0.0,0.0,0.0,0.0,0.0
1572566400,0.0,1.0646320365523663,0.0,0.08385317309391253,0.0,0.3028898941147412,0.0,0.06494780145197303,0.25001953277599803,0.10231917369958728,0.0,0.0,0.0,0.0
1575158400,0.0,0.0,0.0,0.12544297048954126,0.0,0.0,0.10629364682872908,0.21798845958714533,0.0,0.20461722420292908,0.0,0.0,0.0,0.21022619024156303
1577836800,0.2879192180936665,3.016394993967209,0.0,0.38156219910988703,0.0,0.0,0.0,0.34745383109984035,0.0,0.0,0.32121186813610375,0.0,0.0,0.15761993892227363
1580515200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03884505871430626,0.2811646464466145,0.10228478641658038,0.24081163152288482,0.0,0.0,0.10503590915144118
1583020800,0.0,0.0,0.0,0.29107498745110383,0.0,0.0,0.0,0.0,0.20515999692260004,0.10224230147420621,0.0,0.0,0.0,0.26251173099297903
1585699200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21715302049510896,0.09364402339316885,0.0,0.05612234671584055,0.0,0.0,0.10496975558917088
1588291200,0.09591570379860445,1.0650856062556024,0.0,0.124845615020711,0.0,0.0,0.0,0.31565901581658645,0.09389881285072327,0.0,0.09624669954026163,0.0,0.0,0.15752638566959962
1590969600,0.0,0.0,0.0,0.0833195707256688,0.0,0.26980261240876174,0.0,0.038784819880064415,0.09395826016147402,0.0,0.048136978586265075,0.0,0.0,0.0
1593561600,0.0,0.0,0.0,0.12498530678685096,0.0,0.5393966309286434,0.0,0.28137945633100536,0.26857834766124206,0.0,0.04813358031208208,0.0,0.0,0.0
1596240000,0.0,1.0644431631702669,0.0,0.0,0.0,0.5390796831649007,0.0,0.0387206940813483,0.3627979786329907,0.0,0.048116596135756154,0.0,0.0,0.09369436896842497
1598918400,0.0,1.0643267246527635,0.11309061574070586,0.0,0.0,0.0,0.0,0.21684512288858362,0.7708173913433171,0.0,0.14432988037458408,0.0,0.0,0.0
1601510400,0.0,1.0643644857049936,0.1130936000331741,0.12515569965016,0.0,0.0,0.0,0.038709752341456134,0.46870919719042314,0.0,0.07996072329271864,0.0,0.0,0.0
1604188800,0.0,0.0,0.11256930047560527,0.0,0.0,0.0,0.05385469810114108,0.21662828391715525,0.5617013309200978,0.0,0.0,0.0,0.0,0.1867612425598989
1606780800,0.0,0.0,0.11255536316925888,0.0,0.0,0.0,0.026891246995143243,0.0,0.3878370727662591,0.2295560731700873,0.09581243757220868,0.0,0.0,0.0
1609459200,0.0,0.0,0.41279359944760724,0.12430559049594975,0.0,0.0,0.02686402772367662,0.2550609634348209,0.29425008582294176,0.0,0.047888171541815586,0.0,0.0,0.0
1612137600,0.0,0.0,0.11263206109162989,0.12418393414703381,0.0,0.0,0.05374816680359652,0.03863699002392919,0.29427074915313545,0.0,0.0,0.0,0.0,0.09322392573409181
1614556800,0.0,0.0,0.11268536742942137,0.0,0.0,0.0,0.0,0.2886025196030686,0.0,0.0,0.09558127753935558,0.0,0.0,0.27970254566610225
1617235200,0.0,0.0,0.11272580387588887,0.33050778685198706,0.0,0.0,0.0537141925366048,0.2549233684904417,0.48113012119578663,0.0,0.04774215417373846,0.0,0.0,0.0
1619827200,0.0,0.0,0.22556390977443605,0.0,0.0,0.0,0.05366369727541745,0.0,0.0,0.0,0.04771185854388178,0.0,0.0,0.0
1622505600,0.0,0.0,0.11278598295803795,0.12400830265112037,0.0,0.0,0.0,0.21620619894058976,0.574560978624327,0.0,0.047674554421695756,0.0,0.0,0.0
1625097600,0.0,0.0,0.11285471648073848,0.08243974537895786,0.0,0.0,0.0,0.03857878334090977,0.09347250350521889,0.0,0.04763560666326868,0.0,0.0,0.0
1627776000,0.0,0.0,0.22583049163298022,0.12361175901004644,0.0,0.0,0.0,0.2545050936366657,0.7481113528124311,0.0,0.04759657146030248,0.0,0.0,0.09284430381627223
1630454400,0.0,0.0,0.11296180196666501,0.0,0.0,0.0,0.0,0.0,0.12471077122477116,0.0,0.09516015454009098,0.0,0.0,0.09276954190400213
1633046400,0.0,0.0,0.11245726623882926,0.12270978259916851,0.0,0.0,0.0,0.2540360294938397,0.28340623294442463,0.0,0.0474384801975971,0.0,0.0,0.0
1635724800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6620295176894282,0.0,0.09464991363195378,0.0,0.0,0.0
1638316800,0.0,0.0,0.0,0.12134975600031207,0.0,0.0,0.0,0.2531119668909093,0.3832700423799748,0.0,0.0,0.0,0.0,0.0
1640995200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04724725670615748,0.0,0.0,0.0
1643673600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25255005401765035,0.0,0.0,0.0,0.0,0.0,0.0
1646092800,0.0,0.0,0.0,0.1204508302503656,0.0,0.0,0.0,0.07134953180055002,0.3693866422754217,0.08659297243908047,0.17312815024375652,0.0,0.0,0.0
1648771200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2520844712146269,0.0,0.0,0.047195858091493896,0.0,0.0,0.0
1651363200,0.0,0.0,0.0,0.08004574042309894,0.0,0.0,0.0,0.21396612967111622,0.1846385151546457,0.0,0.047199310890061005,0.0,0.0,0.0
1654041600,0.0,0.0,0.0,0.03996608592137527,0.0,0.0,0.0,0.0382097946987731,0.0923301153357024,0.0,0.04715398211449457,0.0,0.0,0.0
