month,ratio_quantity.03K,ratio_quantity.03L,ratio_quantity.03N,ratio_quantity.03Q,ratio_quantity.03R,ratio_quantity.03W,ratio_quantity.04C,ratio_quantity.04V,ratio_quantity.04Y,ratio_quantity.05D,ratio_quantity.05G,ratio_quantity.05V,ratio_quantity.05W,ratio_quantity.06H
1514764800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3573242538941963,0.0,0.0,0.4582510390842311,0.0,0.0,0.10493674937431466
1517443200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2855991717624018,0.0,0.0,0.0,0.0,0.0,0.0
1519862400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07133612563310814,0.0,0.0,0.4583329513892072,0.0,0.0,0.0
1522540800,0.0,0.0,0.09325344621440966,0.0,0.0,0.0,0.4893397338970525,0.28530379759733443,0.0,0.0,0.45855783560701596,0.0,0.0,0.0
1525132800,0.0,0.0,0.0,0.0,0.0,0.0,0.7344696394733364,0.21371979299711472,0.0,0.0,0.45855573286377227,0.0,0.0,0.0
1527811200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21356819054350562,0.0,0.0,0.45858727603743904,0.0,0.0,0.0
1530403200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14231330273597323,0.0,0.0,0.0,0.0,0.0,0.0
1533081600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21338210638622154,0.0,0.0,0.4598716038482056,0.0,0.0,0.0
1535760000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1421575969273651,0.0,0.3920360673181933,0.46000699210628,0.0,0.0,0.0
1538352000,0.11128855452860947,0.0,0.0,0.0,0.0,0.0,0.7308303206883447,0.5353143330412674,0.0,0.3918330791083,0.45745444897324344,0.0,0.0,0.0
1541030400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07049824635612188,0.0,0.6985337776008161,0.7137334205674178,0.0,0.0,0.0
1543622400,0.0,0.4240448578881808,0.0,0.0,0.0,0.0,0.0,0.1409230459509789,0.0,1.396784601846549,0.45766799848054224,0.0,0.0,0.0
1546300800,0.0,0.8477077830170826,0.0,0.0,0.0,0.0,0.0,0.2817900714287511,0.0,0.0,0.0,0.0,0.0,0.0
1548979200,0.0,0.4236999598998251,0.0,0.2768196741278796,0.0,0.0,0.0,0.2111353805086855,0.0,0.0,0.9162837364218204,0.0,0.0,0.0
1551398400,0.0,0.4237352260173428,0.0,0.0,0.0,0.0,0.0,0.14063426051492225,0.0,0.0,0.0,0.0,0.0,0.0
1554076800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14052098153905604,0.0,0.0,0.45821534288254107,0.0,0.0,0.0
1556668800,0.0,0.8469929858393362,0.0,0.0,0.0,0.0,0.0,0.07023017941302617,0.0,0.0,0.45839808206242477,0.0,0.0,0.0
1559347200,0.0,0.4231508872945167,0.0,0.0,0.0,0.0,0.0,0.14039063694730589,0.0,0.0,0.4587934649458853,0.0,0.0,0.0
1561939200,0.0,0.4230901446439431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9185646508765404,0.0,0.0,0.0
1564617600,0.0,0.0,0.04947090863217885,0.0,0.0,0.0,0.0,0.21050785018858004,0.0,0.0,0.9206492418453492,0.0,0.0,0.0
1567296000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14038535780718076,0.0,0.0,0.0,0.0,0.0,0.0
1569888000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0700993658510939,0.0,0.0,0.9173302021795765,0.0,0.0,0.0
1572566400,0.0,0.0,0.0,0.0,0.0,0.0,0.42756055326335574,0.0699239576960056,0.0,0.0,0.458248939153706,0.0,0.0,0.0
1575158400,0.0,0.0,0.27248221566967373,0.0,0.07350451133938346,0.0,0.0,0.1397651944732849,0.0,0.0,0.4583434550846331,0.0,0.0,0.0
1577836800,0.0,0.0,0.0,0.0,0.07343279980907469,0.0,0.0,0.27931637317665003,0.0,0.0,1.9993488359295826,0.0,0.0,0.0
1580515200,0.0,0.0,0.2724663066219044,0.0,0.0,0.0,0.0,0.06974004398604203,0.0,0.0,1.9993121632465896,0.0,0.0,0.0
1583020800,0.0,0.0,0.051930348420181426,0.0,0.0,0.0,0.9448714738577685,0.3486567996792357,0.0,0.0,0.9172334404967736,0.0,0.0,0.0
1585699200,0.0,0.0,0.0,0.0,0.0,0.0,0.4724513611323716,0.1394748770877646,0.0,0.0,0.4586083072308772,0.0,0.0,0.0
1588291200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20938858533083396,0.0,0.0,0.4591768795257622,0.0,0.0,0.0
1590969600,0.0,0.0,0.43680079276084177,0.0,0.0,0.0,0.0,0.34909845324449623,0.0,0.0,0.0,0.0,0.0,0.0
1593561600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2095269928137231,0.0,0.0,0.0,0.0,0.0,0.0
1596240000,0.0,0.0,0.06860010061348089,0.0,0.0,0.0,0.0,0.2096226791774805,0.0,0.0,0.4598504566315033,0.0,0.0,0.0
1598918400,0.0,0.0,0.0,0.0,0.15650758540097237,0.0,0.0,0.20962738731904035,0.0,0.0,0.0,1.4891240759453284,0.0,0.0
1601510400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2781330320225486,0.0,0.0,0.0,0.0,0.0,0.0
1604188800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27762835973694716,0.0,0.0,0.45846953699161463,0.0,0.0,0.0
1606780800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20811860778561803,0.0,0.0,0.0,0.0,0.0,0.0
1609459200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3020789070382371
1612137600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41640228426395925,0.0,0.0,0.4598779483924966,0.0,0.0,0.0
1614556800,0.0,0.0,0.4875884363526434,0.0,0.0,0.0,0.0,0.06937768219074898,0.0,0.0,0.0,0.0,0.0,0.0
1617235200,0.0,0.0,0.0,0.0,0.0,0.08724937616696044,0.0,0.39589751203157286,0.0,0.0,0.0,0.0,0.0,0.0
1619827200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34627409078317306,0.0,0.0,0.0,0.0,0.0,0.0
1622505600,0.0,0.0,0.0,0.0,0.0,0.08701705534284718,0.0,0.138433281338452,0.0,0.0,0.0,0.0,0.0,0.0
1625097600,0.0,0.0,0.0,0.0,0.0,0.17380573732738916,0.0,0.20755192504410475,0.0,0.0,0.0,0.0,0.0,0.0
1627776000,0.0,0.0,0.16319549841537173,0.0,0.0,0.0,0.0,0.2077074292496569,0.0,0.0,0.0,0.0,0.0,0.0
1630454400,0.0,0.0,0.0,0.0,0.0,0.08670144357903557,0.0,0.1384209628661048,0.0,0.0,0.0,0.0,0.0,0.0
1633046400,0.0,0.0,0.0,0.0,0.0,0.4964598372650835,0.0,0.1376384679855381,0.0,0.0,0.0,0.0,0.0,0.0
1635724800,0.0,0.0,0.0,0.0,0.0,0.1730118772653743,0.0,0.20617645759392084,0.7359868111163447,0.0,0.0,0.0,0.0,0.0
1638316800,0.5994779092390445,0.0,0.0,0.0,0.14442034573199194,0.6335949312405498,0.0,0.2058203041730067,0.0,0.0,0.0,0.0,0.0,0.0
1640995200,0.0,0.0,0.0,0.2712276305011744,0.14438348252959862,0.619632007435584,0.0,0.06858492160498514,0.0,0.0,0.0,0.0,0.0,0.0
1643673600,0.0,0.0,0.16139262467983734,1.3552890153825303,0.15460610230285796,0.2848175174165912,0.0,0.3426979631501777,0.0,0.0,0.0,0.0,0.0,0.0
1646092800,0.0,0.0,0.0,0.0,0.0,0.17059654769452984,0.0,0.20550056512655407,0.0,0.0,0.0,0.0,0.0,0.0
1648771200,0.0,0.0,0.16158900160619472,0.0,0.0,0.5109891045767591,0.0,0.6646856427901158,0.4408166863809685,0.0,0.0,0.0,0.1408857014430722,0.0
1651363200,0.0,0.0,0.0,0.0,0.0,0.17012685792706092,0.0,0.34192960646344656,0.8816009873931058,0.0,0.0,0.0,0.0,0.0
1654041600,0.0,0.0,0.16153105596081901,0.0,0.0,0.16983359138604032,0.0,0.20492703133919815,0.0,0.0,0.0,0.0,0.0,0.0
1656633600,0.0,0.0,0.0,0.0,0.0,0.16957391727053822,0.0,0.20480511817742947,0.0,0.0,0.0,0.0,0.0,0.29465003923756367
1659312000,0.0,0.0,0.16165822541299635,0.0,0.0,0.16941495369324605,0.0,0.20493303081314498,0.0,0.0,0.0,0.0,0.0,0.029430808169992356
1661990400,0.0,0.0,0.16163810521347538,0.0,0.02562591292314788,0.4511452039035337,0.0,0.40963320759869587,0.0,0.0,0.9189191672754505,0.0,0.1872972340212048,0.0
1664582400,0.0,0.0,0.0,0.0,0.0,0.169103161383602,0.0,0.20389339288314967,0.0,0.0,0.5494606128317367,0.9475699731412925,0.0,0.0
1667260800,0.0,0.0,0.15906141042933852,0.0,0.0,0.1691861301210526,0.0,0.20345732119371318,0.0,0.0,1.0992685284000605,0.0,0.0,0.0
1669852800,0.0,0.0,0.2922843291121546,0.0,0.0,0.3384686549819767,0.0,0.20306286487858533,0.0,0.0,0.5493021573842232,0.0,0.0,0.0
1672531200,0.0,0.0,0.0,0.0,0.0,0.3382749668067688,0.0,0.20296718697143962,0.0,0.0,1.0983127170883729,0.0,0.0,0.0
