month,ratio_quantity.01J,ratio_quantity.01K,ratio_quantity.01W,ratio_quantity.01X,ratio_quantity.01Y,ratio_quantity.02A,ratio_quantity.02G,ratio_quantity.02H,ratio_quantity.02M,ratio_quantity.02P,ratio_quantity.02T,ratio_quantity.02X,ratio_quantity.02Y,ratio_quantity.03H
1514764800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0502625656414106,0.0,0.0
1517443200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.099147221441289,0.0,0.0
1519862400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.573908101254754,0.0,0.0
1522540800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5242349446276842,0.0,0.0
1525132800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8215412728515159,0.0,0.5237511807783317,0.0,0.0
1527811200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530403200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0229805268349714,0.0,0.0,0.0,0.5229718497950135,0.0,0.0
1533081600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0220190351045284,0.0,0.0,0.0,2.088876731405267,0.0,0.0
1535760000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5216824258232801,0.0,0.0
1538352000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0209600670916612,0.0,0.0,0.0,0.5217715386048822,0.0,0.0
1541030400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1905593502947547,0.0,0.0,0.0,0.5216451695036298,0.0,0.0
1543622400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0196092711614448,0.0,0.0,0.0,0.5213262788785278,0.0,0.0
1546300800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0192937750273028,0.0,0.0,0.0,0.5210998929884149,0.0,0.0
1548979200,0.0,0.0,0.6374136304530736,0.0,0.0,0.0,0.0,0.0,0.6735405218816478,0.0,0.0,0.0,0.0,0.0
1551398400,0.1691168476619596,0.0,0.9425460844534032,0.0,0.0,0.0,0.0,0.0,1.122876360083991,0.0,0.0,0.0,0.1634040328115298,0.0
1554076800,0.0,0.0,0.0,0.0,0.0,0.9200274365324823,0.0,0.0,0.0,0.0,0.0,0.470528508765141,0.0,0.0
1556668800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559347200,0.0,0.0,0.0,0.0,0.0,0.8216217992695782,0.0,0.0,0.0,0.9139862749727707,0.0,0.0,0.0,0.0
1561939200,0.0,0.0,0.0,0.0,0.0,0.822442819662963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564617600,0.0,0.5740676423903028,0.0,0.0,0.0,0.8217163188752347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567296000,0.0,0.2181557229996412,0.0,0.0,0.0,0.4112247919202554,0.0,0.0,0.6716179836908768,0.0,0.0,0.0,0.0,0.0
1569888000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6714113065664025,0.0,0.0,0.0,0.0,0.0
1572566400,0.0,0.0,0.0,0.15123330762367101,0.0,0.0,0.0,0.0,0.6711034058497847,0.0,0.12603188606717503,0.0,0.0,0.0
1575158400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6705858685204642,0.0,0.1260239445494644,0.0,0.0,0.0
1577836800,0.0,0.1590859376553573,0.0,0.1512851674978946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580515200,0.0,0.15910356505631124,0.0,0.0,0.0,0.0,0.0,0.0,0.6702487740032844,0.0,0.0,0.0,0.0,0.0
1583020800,0.0,0.15906108513744577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585699200,0.0,0.15908367801463572,0.0,0.0,0.0,0.0,0.8764088271897075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588291200,0.0,0.15936527089250244,0.0,0.15121425043096062,0.0,0.0,0.0,0.0,0.6695195639195903,0.0,0.0,0.0,0.0,0.0
1590969600,0.0,0.31904378021301855,0.0,0.0,0.0,0.0,0.0,0.0,0.6700279736679008,0.0,0.0,0.0,0.0,0.0
1593561600,0.0,0.0,0.0,0.0,0.0,0.0,0.879105422322245,0.0,0.6697475051905432,0.0,0.0,0.0,0.0,0.0
1596240000,0.0,0.319693094629156,0.0,0.0,0.0,0.0,0.0,0.0,0.6689298794253893,0.0,0.37826762434422356,0.0,0.0,0.0
1598918400,0.0,0.16002423224088222,0.0,0.0,0.0,0.0,0.0,0.0,0.6685087797486406,0.0,0.0,0.0,0.3255377884264805,0.0
1601510400,0.0,0.0,0.0,0.0,0.4947546841357827,0.0,0.0,0.0,0.6679729248307803,0.0,0.0,0.0,0.9765783948306455,0.0
1604188800,0.0,0.31829032624758424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0977173233270794,0.0
1606780800,0.0,0.15905250152662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2279625359855146,0.0
1609459200,0.0,0.15912752650467862,0.0,0.0,0.0,0.0,0.0,0.0,0.6666000066660001,0.0,0.0,0.0,0.0,0.0
1612137600,0.0,0.15929319334495792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614556800,0.0,0.159321291299066,0.7056073735970539,0.0,0.0,0.0,0.0,0.0,0.0,1.0907273030252531,0.0,0.0,0.0,0.0
1617235200,0.0,0.15934350476038722,0.0,0.0,0.0,0.0,0.0,0.0,0.6650004710420003,0.4540690260597781,0.0,0.0,0.0,0.0
1619827200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45397111230488707,0.0,0.0,0.0,0.0
1622505600,0.0,0.1594215275998519,0.0,0.0,1.151584113622966,0.0,0.0,0.0,0.0,0.6805241548268066,0.0,0.0,0.0,0.0
1625097600,0.0,0.15937207402832837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627776000,0.0,0.47848661519138036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630454400,0.0,0.1595391597414326,0.0,0.0,0.0,0.4894503065182545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633046400,0.0,0.15937025980198238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5841530948430966
1635724800,0.0,0.47580610901057824,0.0,0.0,0.0,0.4568333292544643,0.0,0.0,0.0,0.0,0.0,0.2568045564465586,0.0,0.0
1638316800,0.0,0.0,0.0,0.0,0.0,0.45671038037450246,0.0,0.0,0.0,0.0,0.0,0.03055328951991615,0.0,0.0
1640995200,0.0,0.15832671282644278,0.0,0.0,0.0,0.0,0.0,0.0,0.15353486612308012,0.0,0.0,0.03052866488989838,0.0,0.0
1643673600,0.0,0.158378207158695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646092800,0.0,0.0,0.0,0.0,0.0,0.45619508857109103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648771200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651363200,0.0,0.5994152873517719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654041600,0.0,0.474067385292624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2334743907777615,0.0
1656633600,0.0,0.15798233983129742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659312000,0.0,0.15809383998644905,0.0,0.0,0.0,0.0,0.0,0.0,0.15281673998231693,0.0,0.0,0.0,0.0,0.0
1661990400,0.0,0.15821488406521841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44822748441288923,0.0,0.0,0.0
1664582400,0.0,0.15820192215335419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667260800,0.0,1.0001685677361354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669852800,0.0,1.1562186038940991,0.0,0.0,0.0,0.4037239497121448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672531200,0.0,0.15729895227662138,0.0,0.0,0.0,0.3389050944697951,0.0,0.0,0.0,0.3745220162767268,0.0,0.0,0.0,0.0
