month,ratio_quantity.00L,ratio_quantity.00N,ratio_quantity.00P,ratio_quantity.00Q,ratio_quantity.00R,ratio_quantity.00T,ratio_quantity.00V,ratio_quantity.00X,ratio_quantity.00Y,ratio_quantity.01A,ratio_quantity.01D,ratio_quantity.01E,ratio_quantity.01G,ratio_quantity.01H
1514764800,0.34476389829464993,0.0,0.0,0.0,0.0,0.0,0.0,0.3057970381372592,0.0,0.29377203290246784,0.8592172530824421,0.0,0.0,0.17289500333440366
1517443200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30543677458766033,0.0,0.2936680449836516,0.8584980576481447,0.0,0.3675578719869444,1.3090742930535695
1519862400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30535017121420316,0.0,0.29359106434624865,0.42895442359249325,0.0,0.0,0.1729398539893519
1522540800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3052902437960661,0.0,0.5290963714989929,0.0,0.0,0.0,1.1853937266741372
1525132800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30506572532099985,0.0,0.2929881653708916,0.0,0.0,0.3074558032282858,0.9624817221019117
1527811200,0.0,0.0,0.0,0.0,0.0,0.0,0.48950980488139184,0.30485647248398146,0.3912577371217515,1.0561125125805482,0.0,0.0,0.0,0.8266119704517068
1530403200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3045149783304966,0.0,0.292512209773042,0.0,0.0,0.0,0.3083060739379626
1533081600,0.30664687772149096,0.0,0.0,0.0,0.0,0.0,0.0,0.6082989354768626,0.0,0.6835038179688457,0.0,0.0,0.0,0.6530732951552435
1535760000,0.919247197828125,0.0,0.3940013297544878,0.0,0.0,0.0,0.0,0.0,0.0,0.5265874526201634,0.0,0.0,0.0,0.0
1538352000,0.6129516687609181,0.038061405734585135,0.19702631004904553,0.0,0.0,0.0,0.0,0.6075762589576812,0.8728451635026028,0.526522941542921,0.0,0.0,0.0,0.9606473285075172
1541030400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8718531550186046,0.526175951154201,0.0,0.0,0.0,0.0
1543622400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3034983605668916,0.0,0.5258513194442634,0.0,0.0,0.0,0.0
1546300800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30335861321776814,0.0,0.5830008406663907,0.0,0.0,0.0,0.172244094488189
1548979200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3029172008286949,0.0,0.5252633467596194,0.0,0.0,0.0,0.10456036977467241
1551398400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3025636869546425,0.0,0.23386889309852896,0.0,0.0,0.0,0.30746809249870094
1554076800,0.0,0.0,0.0,0.0,0.6888871028852888,0.9588555100631886,0.0,0.30243296519320606,0.0,0.5817214800656516,0.0,0.0,0.0,0.0
1556668800,0.0,0.0,0.0,0.0,0.0,1.3538842748257356,0.0,0.3023888720895071,0.0,0.29054006729115484,0.0,0.0,0.0,0.0
1559347200,0.0,0.0,0.0,0.0,0.0,0.7144725342723545,0.0,0.3020773210057017,0.0,0.5804823186122329,0.0,0.0,0.0,0.0
1561939200,0.0,0.0,0.0,0.0,0.0,1.7458178423857804,0.0,0.301803816740411,0.0,0.0,0.0,0.0,0.0,0.0
1564617600,0.0,0.0,0.0,0.0,0.0,0.8144773346229224,0.0,0.0,0.0,0.28958677002156374,0.0,0.0,0.0,0.0
1567296000,0.0,0.0,0.0,0.0,0.0,2.0220518103086484,0.0,0.9029976296312222,0.0,0.28927114003822524,0.0,0.0,0.0,0.0
1569888000,0.0,0.0,0.0,0.0,0.0,0.8520514410161031,0.0,0.0,0.0,0.578385426752908,0.0,0.0,0.0,0.0
1572566400,0.0,0.0,0.0,0.0,0.0,0.8507990526923978,0.0,0.6020048912897418,0.0,0.28901062888196755,0.0,0.0,0.0,0.0
1575158400,0.0,0.0,0.0,0.0,0.0,0.494639816602776,0.0,0.3008165019338203,0.0,0.2888228149393601,0.0,0.0,0.0,0.0
1577836800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300768032654815,0.0,0.2886069817121094,0.0,0.0,0.592912577158043,0.30656039239730226
1580515200,0.0,0.0,0.0,0.0,0.0,0.9869669745666206,0.0,0.30071473448499914,0.0,0.28835657350003085,0.0,0.0,0.29595388756570895,0.306470198837865
1583020800,0.0,0.0,0.0,0.0,0.0,0.8091433195104681,0.0,0.30068889974709917,0.0,0.2880591755849272,0.41959156956618426,0.0,0.0,0.0
1585699200,0.0,0.0,0.0,0.0,0.0,0.6702667155666281,0.0,0.30067598404269597,0.0,0.4319721069439516,0.0,0.4668970025212438,0.0,0.0
1588291200,0.0,0.0,0.0,0.0,0.0,0.17716585254739178,0.0,0.30083266183185603,0.0,0.287953269298011,0.0,0.0,0.0,0.0
1590969600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30077934075613777,0.0,0.2879606727995435,0.0,0.26149650715379724,0.0,0.0
1593561600,0.0,0.0,0.0,0.0,0.0,0.1770818181243241,0.0,0.0,0.0,0.28784078292692955,0.0,0.5230516326683106,0.0,0.0
1596240000,0.0,0.0,0.0,0.0,0.0,0.17704095020407132,0.0,0.6006392517751036,0.0,0.5753326141675658,0.0,0.0,0.0,0.0
1598918400,0.0,0.0,0.0,0.0,0.0,0.17708965796397486,0.0,0.3002471677577434,0.0,0.28755625961195297,0.0,0.0,1.570678792680918,0.0
1601510400,0.0,0.0,0.0,0.0,0.0,0.1770974984978338,0.0,0.3003019106709066,0.0,0.2874492472422837,0.0,0.0,0.0,0.0
1604188800,0.0,0.0,0.0,0.0,0.0,0.3541692359747402,0.0,0.30033251099431524,0.0,0.28734968660924803,0.0,0.0,1.5639127141216427,0.0
